x	y	yield
413028.4098	7939754.593	60.39398755
413046.6592	7939754.677	139.8045533
412935.1557	7939754.717	111.2255937
413036.4264	7939754.74	109.1033719
412992.3312	7939754.759	128.3372235
413042.7556	7939754.769	132.5732833
413058.2624	7939754.84	37.87808093
413020.4966	7939754.888	154.0046683
413026.4039	7939754.915	98.39187138
412972.8144	7939755.001	62.43432497
413000.7688	7939755.129	61.42636341
413004.9883	7939755.149	100.1656379
413057.7329	7939755.281	84.05578798
413037.4777	7939755.52	101.1201983
412918.2735	7939755.524	74.15039583
412997.3912	7939755.556	134.4485199
412986.7353	7939755.839	97.12006106
412931.9854	7939755.919	74.8633804
412966.7965	7939756.08	30.7131817
412919.3257	7939756.083	61.79199652
412994.6459	7939756.097	122.2259272
412931.6679	7939756.139	155.560271
412913.9449	7939756.279	36.66777816
412929.2402	7939756.46	138.2093177
413008.3578	7939756.492	152.335241
412968.3763	7939756.64	119.7814086
412973.8616	7939756.666	94.11396393
413031.1418	7939756.929	35.52202805
413004.7687	7939757.029	39.31050091
413029.4519	7939757.364	158.9576468
412999.4918	7939757.558	93.70654418
412984.1949	7939757.709	191.9277397
413012.8877	7939757.841	102.6697788
413065.6329	7939757.862	144.6253999
412925.5409	7939757.992	73.03744429
413041.368	7939758.304	85.20566196
413049.2797	7939758.34	74.72312329
412978.2845	7939758.346	59.23256471
413010.2479	7939758.382	49.53366523
412988.8334	7939758.394	127.2403242
413067.5291	7939758.424	68.29532774
413036.9365	7939758.505	33.37509229
413019.7414	7939758.536	63.04284665
413058.7725	7939758.605	46.28012797
412920.8953	7939758.856	67.94323599
412978.8094	7939758.901	68.92184227
413016.2578	7939759.074	93.90528552
413045.584	7939759.098	57.32898735
412997.0579	7939759.207	94.3333438
413055.2874	7939759.474	74.3787771
413062.988	7939759.51	73.04313127
412934.2888	7939759.692	78.2245934
413001.2749	7939759.779	112.6863426
413021.5286	7939759.872	100.5308251
412969.3104	7939759.964	143.3677092
412993.6787	7939759.966	61.11296359
413053.808	7939760.021	51.91681023
413012.0337	7939760.05	57.03876602
413023.9538	7939760.105	98.14022977
413038.7222	7939760.173	112.8783609
412920.3618	7939760.182	68.44651922
413033.1308	7939760.258	119.373346
413053.49	7939760.351	66.28664163
412936.3955	7939760.366	171.1162981
413025.2181	7939760.443	108.6819731
412914.031	7939760.484	112.110678
412914.7684	7939760.709	45.83472269
413041.8843	7939760.741	48.20846664
412928.2709	7939760.771	118.8307625
412962.9765	7939760.931	30.7131817
413032.7053	7939761.03	119.9332585
412990.5089	7939761.058	91.8185014
412973.6303	7939761.091	110.0033345
412925.1037	7939761.31	106.9476863
412934.2811	7939761.352	73.33555631
412982.5958	7939761.353	65.29437689
412987.3428	7939761.375	120.1888284
413002.5331	7939761.445	48.56003053
412964.1343	7939761.49	79.14128785
412970.3582	7939761.518	55.00166723
413049.4754	7939761.661	68.86923805
413003.0595	7939761.669	87.59524782
412980.1681	7939761.674	39.48837648
412910.7548	7939761.797	149.7267608
413027.8477	7939762.115	71.75213639
413008.4353	7939762.578	129.3806156
413060.1256	7939762.595	53.19554939
412974.5726	7939762.644	136.8930384
413005.4807	7939762.786	92.13954511
412984.6989	7939762.801	122.8527268
412945.3508	7939762.842	73.33555631
413033.1186	7939762.913	53.88005095
412965.3936	7939762.934	99.06733046
412923.5137	7939762.963	33.27261351
412995.2468	7939763.071	83.56842463
413067.5077	7939763.071	134.476249
413054.3212	7939763.122	44.76500474
412975.625	7939763.202	71.29845752
412922.1409	7939763.288	95.3362232
412928.2592	7939763.316	46.66808129
413064.3415	7939763.389	100.1252769
412958.7452	7939763.457	64.16861177
413026.7862	7939763.548	130.0507472
413041.6601	7939763.616	109.4462486
413016.3419	7939763.722	31.52142333
413036.5956	7939763.815	120.5211666
413044.8237	7939763.852	71.69464269
412930.2599	7939764.1	53.72255869
412941.1247	7939764.261	105.3023373
412931.1022	7939764.436	57.03876602
413007.3718	7939764.455	88.07456518
413012.0133	7939764.476	57.03876602
412996.8225	7939764.517	95.99206964
413034.2708	7939764.689	96.41693328
413064.019	7939764.715	49.66932926
413050.094	7939764.762	57.24755413
413078.049	7939764.78	80.3474444
413050.304	7939764.984	89.0002461
412946.1845	7939765.059	77.40975388
413017.9176	7939765.167	57.7517506
412924.0309	7939765.178	101.1141761
413029.4158	7939765.22	165.9268154
412989.4347	7939765.258	120.1888284
413074.0378	7939765.315	130.8515523
413080.5781	7939765.345	48.20846664
413058.7415	7939765.355	98.88916233
413028.4654	7939765.437	94.12129201
413068.2345	7939765.62	38.56677331
412997.5558	7939765.627	30.06097128
412969.6003	7939765.72	85.55814903
413019.7083	7939765.729	100.6566459
412932.4675	7939765.77	99.81784053
412939.3237	7939765.912	118.4651294
412965.9073	7939765.924	112.6863426
412959.5775	7939766.005	83.30661879
412986.4775	7939766.019	103.8920381
413038.3788	7939766.036	132.5732833
412934.9976	7939766.114	95.62381362
412909.4685	7939766.217	76.39120449
412983.3113	7939766.336	150.2484568
413072.134	7939766.412	58.35761751
413076.881	7939766.434	101.7734296
412905.7749	7939766.532	114.077532
412910.7329	7939766.555	32.9069804
412960.4188	7939766.563	124.0593161
413082.1538	7939766.79	134.9837066
412916.3227	7939766.802	51.78519547
413019.9142	7939766.836	71.68385459
412976.452	7939766.858	162.1101771
413049.4515	7939766.861	76.56638819
412998.0771	7939766.957	143.9881045
413023.3943	7939767.074	78.47889918
413030.0401	7939767.104	112.0521116
412971.1761	7939767.165	168.9224994
413049.7654	7939767.416	49.87082756
413001.2392	7939767.525	35.10077909
413004.1929	7939767.539	119.7814086
412941.1094	7939767.58	106.9476863
412990.4779	7939767.807	96.25291766
413041.3238	7939767.931	106.0586266
412972.4384	7939767.946	73.996237
412980.9829	7939767.985	76.78295426
413059.7842	7939768.015	61.59970737
412924.5451	7939768.057	38.89006774
412933.5117	7939768.099	144.3793765
412962.205	7939768.12	147.992474
413037.9466	7939768.247	96.41693328
412990.8973	7939768.363	116.1146308
413075.6059	7939768.42	120.5211666
412911.3571	7939768.439	51.33488942
412916.8425	7939768.464	191.8576675
413063.7902	7939768.587	96.41693328
413055.3507	7939768.659	51.57184803
413008.4073	7939768.665	101.8549393
413059.7812	7939768.679	66.75018458
413022.6472	7939768.951	159.2000526
413031.8247	7939768.993	116.5972216
413046.8036	7939769.173	86.52801704
412953.5499	7939769.187	52.96456845
413023.9116	7939769.289	48.20846664
412992.4751	7939769.366	141.1709459
413013.3617	7939769.462	52.65116863
413046.3795	7939769.614	65.22321957
412945.6352	7939769.814	175.6193585
412918.1017	7939769.909	49.53366523
413003.3378	7939769.969	122.9898392
412985.6153	7939769.998	112.6863426
413054.4996	7939770.204	64.27795552
413069.5844	7939770.274	83.56134217
413077.1796	7939770.308	93.2030355
413064.3095	7939770.36	80.3474444
412974.537	7939770.39	155.3555864
413030.5523	7939770.426	108.1750959
412926.1163	7939770.499	70.45965214
412928.9644	7939770.512	116.2713307
413073.486	7939770.623	78.17589185
412955.1256	7939770.632	97.12006106
412935.5037	7939770.764	125.2070474
412935.6092	7939770.764	48.89037087
413066.4172	7939770.812	93.49520803
412952.3819	7939770.841	133.8217203
413082.9789	7939770.888	87.65175752
413024.9589	7939770.954	107.373403
412961.6643	7939770.995	69.26135874
412961.6643	7939770.995	69.26135874
412918.7295	7939771.018	97.78074175
412905.7535	7939771.18	47.20449602
412965.3554	7939771.233	128.3372235
412924.4249	7939771.266	107.9662357
413035.1897	7939771.333	122.9315899
412992.9934	7939771.36	36.9981185
412956.1769	7939771.412	89.73171728
412982.2325	7939771.532	89.6323466
412972.738	7939771.599	91.97501021
413026.854	7939771.737	109.808174
412911.2364	7939771.758	85.55814903
413080.8651	7939771.764	109.2725244
413015.2499	7939771.794	88.00266757
413016.5157	7939771.8	71.68385459
412979.3828	7939771.851	127.2938315
413042.5713	7939771.92	113.2898966
413078.0159	7939771.972	44.50012305
412957.9677	7939771.973	51.78519547
413008.6031	7939771.985	105.455393
412968.2	7939772.02	36.9981185
412968.2	7939772.02	117.6424549
413059.5539	7939772.219	89.0002461
412939.5057	7939772.22	98.72094119
412995.2045	7939772.255	110.5995585
412907.0143	7939772.292	42.77907451
413045.3119	7939772.375	96.41693328
412937.3949	7939772.432	78.97675295
413033.9187	7939772.433	137.0135368
412986.6589	7939772.437	116.2713307
413047.9486	7939772.498	73.14388042
413000.3724	7939772.501	104.3392061
412976.425	7939772.722	151.3721098
412949.2081	7939772.818	46.66808129
413019.8862	7939772.922	67.26762787
412919.6698	7939773.014	106.9476863
413056.0687	7939773.088	71.0440561
412986.1279	7939773.209	83.52105024
413090.6689	7939773.247	118.4550895
413056.0667	7939773.531	93.81107021
413041.5088	7939773.575	116.715235
412988.3406	7939773.773	106.9476863
412996.6743	7939773.811	83.52105024
413018.0883	7939773.91	113.9472848
412952.1566	7939773.938	134.7540847
412914.7072	7939773.987	59.23256471
413051.1062	7939774.062	76.23664492
413028.8477	7939774.07	127.8084929
412949.7294	7939774.149	115.5035012
413070.6215	7939774.151	57.85015997
413051.3166	7939774.173	61.80572646
413004.5843	7939774.18	139.0319922
412941.6063	7939774.222	97.78074175
413019.4582	7939774.248	87.2343682
413084.5455	7939774.326	72.31269996
412907.0041	7939774.505	63.55748214
413083.7005	7939774.543	106.3058495
413060.2811	7939774.657	85.70394069
412922.9323	7939774.689	63.04284665
412925.042	7939774.699	121.2073778
412970.9295	7939774.91	81.05508855
413013.3363	7939774.994	113.3067379
412948.143	7939775.027	146.9845124
413026.5224	7939775.055	122.284891
413035.6999	7939775.097	111.2503076
413066.0805	7939775.237	33.14332081
413042.0276	7939775.458	99.25272543
413073.1456	7939775.823	108.8578279
412964.2792	7939775.875	104.0572083
413062.0688	7939775.882	87.37784578
413068.7146	7939775.913	55.51277976
412901.8285	7939775.92	65.42681985
412980.4188	7939775.95	99.81784053
412957.9493	7939775.957	93.90528552
413030.9488	7939775.961	60.2605833
412968.8146	7939776.007	109.6899347
413043.9239	7939776.02	73.14388042
412929.7829	7939776.048	127.2938315
412998.0349	7939776.141	88.00266757
412952.4629	7939776.153	115.5035012
412960.7965	7939776.191	131.4673997
413038.121	7939776.215	98.82735661
413020.7149	7939776.246	116.1385787
412931.0477	7939776.276	101.4022507
412918.704	7939776.551	142.5969151
412996.2396	7939776.576	121.9203624
412973.0316	7939776.58	94.3333438
412975.5634	7939776.591	95.74364296
413073.247	7939776.708	61.06405774
412954.7811	7939776.717	51.78519547
412895.7061	7939776.777	62.22410839
413090.1252	7939776.786	106.747319
413056.0509	7939776.961	84.05578798
413021.4497	7939777.024	118.6669948
413029.4668	7939777.06	94.00650994
412983.4729	7939777.07	64.16861177
412964.0625	7939777.092	64.16861177
413003.5157	7939777.162	76.25835022
412933.4699	7939777.172	156.143622
413014.592	7939777.213	85.20566196
412946.023	7939777.23	42.77907451
413076.8311	7939777.278	96.41693328
412914.692	7939777.307	58.33510161
413040.5416	7939777.443	76.56638819
412906.7788	7939777.603	69.64035386
413010.4754	7939777.748	90.31137953
413052.3542	7939777.94	91.34235784
412936.3145	7939777.96	31.37132131
413067.3336	7939778.009	89.18566328
412945.2806	7939778.112	96.25291766
412908.674	7939778.386	147.2396053
412910.7838	7939778.395	81.28024158
413014.1644	7939778.429	100.9014418
413056.7823	7939778.514	148.5341945
412992.4328	7939778.55	52.96456845
413005.6188	7939778.611	122.8527268
412976.925	7939778.7	110.5995585
413079.9891	7939778.731	44.50012305
413032.3074	7939778.733	108.7780786
413038.8476	7939778.763	106.8403855
413015.6393	7939778.878	124.6365235
412914.8953	7939778.968	97.78074175
412984.6241	7939779.067	121.9203624
413046.8632	7939779.132	77.13354662
413000.4474	7939779.14	112.6863426
412924.1768	7939779.342	70.89103777
412947.9116	7939779.452	64.6903078
412966.8996	7939779.539	77.00233413
413049.4984	7939779.587	126.083682
413025.6576	7939779.588	98.60822721
412985.36	7939779.624	60.12194256
412919.6392	7939779.654	87.69710276
412961.0967	7939779.734	129.5594828
413086.3139	7939779.756	43.1338912
412902.2326	7939779.795	61.11296359
412951.3902	7939780.021	121.9203624
413010.1482	7939780.07	125.081427
412921.0086	7939780.102	161.6098371
413046.5423	7939780.127	131.9389613
412981.1379	7939780.158	75.60952705
412965.1026	7939780.305	153.1040562
413023.1222	7939780.351	126.988156
413093.2731	7939780.452	87.0104032
413094.8554	7939780.459	32.13897776
413064.2627	7939780.54	96.41693328
413064.2627	7939780.54	96.41693328
413025.2305	7939780.693	108.1750959
412943.4745	7939780.87	153.1040562
412898.3245	7939780.883	116.6702032
412948.2215	7939780.892	118.4651294
413075.232	7939780.922	48.20846664
413091.0553	7939780.995	175.303515
412927.0173	7939781.015	152.9675998
412954.0223	7939781.14	83.4191953
412975.331	7939781.238	79.29779666
412936.0883	7939781.278	91.39165919
413034.6165	7939781.289	131.0281401
412941.8901	7939781.305	107.496136
412978.7055	7939781.474	87.75194772
412960.2446	7939781.5	124.0593161
412915.7275	7939781.517	75.60952705
412909.9246	7939781.711	137.2909833
413037.2517	7939781.744	77.66919625
413086.3047	7939781.748	93.30670962
413039.9944	7939781.756	106.0586266
412900.1137	7939781.777	37.29457778
412993.2614	7939781.873	47.99603482
413067.4213	7939781.882	71.69464269
413011.4055	7939781.957	75.75616186
412970.8969	7939781.992	126.3001248
412925.9573	7939782.117	118.1517296
412929.6494	7939782.134	150.2484568
412993.5764	7939782.207	83.11363049
412902.7488	7939782.231	47.99603482
413017.5222	7939782.317	70.54897557
412931.8637	7939782.365	71.75844757
412937.0325	7939782.389	102.252422
413059.929	7939782.401	100.7021303
412988.1955	7939782.403	97.78074175
413048.3248	7939782.458	111.2503076
413072.9041	7939782.461	75.96485652
413068.6841	7939782.552	112.0521116
413026.4878	7939782.58	136.3946861
412999.3763	7939782.676	39.92713621
413005.6	7939782.705	97.12006106
413063.0922	7939782.748	110.5267284
412968.994	7939782.868	128.3372235
413028.385	7939782.92	96.41693328
413050.9595	7939783.024	126.8643859
412943.4643	7939783.083	91.8185014
412980.9126	7939783.255	73.03744429
413076.0647	7939783.361	81.58355893
413010.1329	7939783.389	146.8166939
412962.6622	7939783.393	70.95066017
413046.527	7939783.446	116.1947657
412905.697	7939783.462	66.54522702
413101.6984	7939783.478	65.96948066
413035.4502	7939783.506	90.74534897
413002.2203	7939783.575	94.3333438
413053.1722	7939783.587	122.4755639
412972.4716	7939783.659	91.8185014
412904.64	7939783.9	137.2909833
413081.1257	7939783.937	83.73049469
412891.2425	7939783.949	55.79879285
413103.1727	7939784.038	140.242812
413042.8318	7939784.093	96.41693328
412957.5951	7939784.144	97.44122528
413011.7117	7939784.171	94.06530076
413095.893	7939784.226	101.7734296
412982.9124	7939784.26	30.89599826
413042.8308	7939784.314	164.1693729
412996.4149	7939784.322	116.8599109
413071.6291	7939784.447	74.9909481
413032.5974	7939784.489	58.35761751
412915.3972	7939784.503	81.48395146
413089.2457	7939784.528	132.5732833
413021.2042	7939784.547	134.5352557
413056.7543	7939784.6	115.7003199
412988.1853	7939784.616	80.80491853
413005.1689	7939784.695	106.3695907
412909.9103	7939784.81	95.3362232
413082.3874	7939784.828	64.27795552
413096.6283	7939784.894	57.85015997
413018.8814	7939784.979	98.7685658
413021.4131	7939784.991	124.6365235
413101.3743	7939785.137	111.2503076
413029.6407	7939785.139	120.5211666
412940.1845	7939785.17	87.64493315
412896.4052	7939785.301	65.42681985
413089.7691	7939785.415	45.53021849
412977.7379	7939785.454	81.57870024
412939.2335	7939785.498	142.5969151
413059.7039	7939785.498	101.6286594
412920.6666	7939785.634	53.77940796
412928.0503	7939785.778	52.65116863
412937.6498	7939785.822	94.56426998
412894.3985	7939785.845	102.6697788
412894.9259	7939785.847	59.89070432
412953.1565	7939785.894	110.5995585
412966.659	7939785.956	141.9013203
412975.0981	7939785.995	103.1085386
412931.5304	7939786.016	110.8366931
413035.649	7939786.162	83.56134217
412921.2969	7939786.19	97.12006106
413104.2174	7939786.256	65.96948066
412912.0135	7939786.258	89.53759782
412945.4538	7939786.301	74.63583213
413063.7083	7939786.402	98.88916233
412898.5099	7939786.417	113.4142906
412949.9893	7939786.433	58.42995543
412983.7461	7939786.477	91.66944539
412920.979	7939786.52	69.26135874
412932.7937	7939786.575	115.5035012
412989.7585	7939786.616	67.54590713
412916.231	7939786.72	80.80491853
412972.1408	7939786.756	93.90528552
413007.2685	7939786.917	64.27795552
413055.7942	7939786.919	96.41693328
413022.0368	7939786.985	117.5816259
412989.229	7939787.056	98.07885377
413086.0694	7939787.058	61.59970737
413044.6114	7939787.089	110.8794733
412925.196	7939787.093	149.7267608
413013.4913	7939787.167	96.41693328
412943.6565	7939787.178	105.3023373
413065.1816	7939787.184	131.9389613
413082.5872	7939787.264	56.24321108
413068.3453	7939787.419	128.555911
412964.9641	7939787.497	118.4651294
413097.4601	7939787.553	109.1033719
412906.2055	7939787.559	95.28066596
413046.7186	7939787.652	140.9170563
413106.6371	7939787.706	122.1281155
413059.9046	7939787.713	137.3941299
412954.5192	7939787.781	107.496136
413105.7921	7939787.923	105.5994984
413010.639	7939788.039	129.2863423
413072.3507	7939788.102	56.86126834
413078.3636	7939788.129	116.1947657
412998.7173	7939788.316	109.6899347
413024.6679	7939788.325	125.3420133
412886.4751	7939788.353	97.35927303
413030.8918	7939788.354	85.39785519
413050.1962	7939788.442	78.17589185
412939.2198	7939788.485	70.95066017
413042.8115	7939788.519	122.9315899
412976.0353	7939788.655	110.5995585
412953.9877	7939788.664	140.2202998
412906.7278	7939788.668	67.54590713
413039.1184	7939788.724	128.555911
412968.2286	7939788.73	137.2909833
413000.9306	7939788.769	98.72094119
412978.2501	7939788.776	45.9092507
413052.0934	7939788.783	127.610647
413029.096	7939788.899	167.4609894
413031.9442	7939788.912	116.2674784
413008.3142	7939788.914	75.25224061
413109.2682	7939789.046	113.9472848
413002.4058	7939789.108	117.9315027
412934.4698	7939789.128	100.9147399
413084.7938	7939789.155	101.2377799
413092.3889	7939789.19	71.0440561
412900.185	7939789.191	175.1904956
412910.9448	7939789.24	75.12422842
412959.1541	7939789.241	81.38458078
413038.5874	7939789.496	69.22241363
413014.5355	7939789.496	77.60387312
413025.6118	7939789.547	101.2377799
412972.9705	7939789.858	71.29845752
413097.4494	7939789.877	52.34062092
412936.4705	7939789.911	124.0593161
413111.5848	7939789.942	74.16687175
412991.9584	7939789.945	112.6863426
412949.1291	7939789.969	128.3372235
412917.0597	7939790.043	96.25291766
413018.3306	7939790.066	69.90227663
413101.1405	7939790.115	56.24321108
412983.5183	7939790.128	88.15082021
413056.5178	7939790.131	89.0002461
413066.8557	7939790.179	90.90739423
413004.0885	7939790.222	139.0197643
413091.118	7939790.29	40.59660348
412901.6568	7939790.304	76.45621828
413078.8809	7939790.345	48.20846664
412993.5387	7939790.395	35.33923547
412889.6301	7939790.47	59.6314372
412890.8959	7939790.476	131.4673997
412892.1618	7939790.482	61.42636341
412957.5656	7939790.562	138.2093177
412985.5201	7939790.69	94.11396393
412962.4171	7939790.805	164.8559457
412911.6757	7939790.904	97.12006106
413082.043	7939790.913	134.9837066
412916.0007	7939790.924	128.3372235
413085.7351	7939790.93	78.88658177
412971.8051	7939790.959	118.4651294
412924.3342	7939790.962	110.5995585
413101.3474	7939791.001	54.38903928
412934.6721	7939791.009	123.8341631
413060.2059	7939791.034	106.3058495
413072.0206	7939791.088	40.90415351
412907.4551	7939791.105	37.80476352
413009.2535	7939791.131	82.30713816
412929.6072	7939791.318	116.4541473
413061.9976	7939791.374	139.5508245
412980.2421	7939791.44	119.7814086
413041.0045	7939791.499	144.6253999
412895.9543	7939791.606	109.7376259
413064.7393	7939791.608	106.5660841
412944.48	7939791.608	85.55814903
412916.5246	7939791.701	137.2909833
412967.16	7939791.712	83.47136491
413052.0797	7939791.771	112.1127131
413030.4541	7939791.782	53.19554939
412985.304	7939791.796	158.2825757
412941.8417	7939791.817	73.89112871
413043.8511	7939791.844	78.65591925
412950.1754	7939791.855	129.4341229
412926.4399	7939791.857	72.24910363
413018.0054	7939791.946	94.06530076
412901.7546	7939791.964	152.782409
412960.1952	7939792.234	151.3721098
413055.6638	7939792.341	149.2166825
413106.4047	7939792.352	63.49407801
413100.8128	7939792.548	118.8394759
412939.6224	7939792.692	94.11396393
413068.4263	7939792.731	116.1947657
412902.8059	7939792.744	128.3372235
412921.6879	7939792.941	145.2498809
413074.7546	7939792.982	99.02279634
413046.2712	7939793.183	81.58355893
412882.6551	7939793.204	110.3976117
412998.4834	7939793.295	97.12006106
413024.3286	7939793.303	101.6286594
413001.8591	7939793.31	94.06530076
413035.4049	7939793.354	101.3613914
413038.7805	7939793.37	140.9170563
413103.1295	7939793.444	43.82587876
412997.111	7939793.51	89.94574642
413076.0179	7939793.541	55.09539044
413006.605	7939793.554	135.8602242
413020.635	7939793.618	108.4690499
413034.665	7939793.683	113.7225367
413092.3681	7939793.726	104.0287964
413113.7823	7939793.825	122.7124605
412993.523	7939793.825	91.97501021
412964.7236	7939793.914	102.252422
413094.1604	7939793.956	36.48208286
412973.9011	7939793.956	97.22516935
413026.4354	7939793.977	77.13354662
412954.4897	7939794.199	117.6424549
412953.4338	7939794.416	52.65116863
