Longitude,Latitude,Deep
-84.748562,31.172465,13.2
-84.748531,31.172471,11.4
-84.7485,31.172477,12.6
-84.74847,31.172483,13.8
-84.74844,31.172489,13
-84.748409,31.172495,15.1
-84.748379,31.172501,15.9
-84.748348,31.172507,14.9
-84.748317,31.172513,15.5
-84.748286,31.172519,12.7
-84.748256,31.172525,9.8
-84.748225,31.172531,11.1
-84.748194,31.172537,10.8
-84.748163,31.172542,11.2
-84.748133,31.172548,9.6
-84.748103,31.172555,9.1
-84.748073,31.172562,8.4
-84.748042,31.172567,8
-84.748012,31.172572,7.8
-84.747984,31.172577,8.4
-84.74796,31.172582,8.7
-84.747936,31.172586,8.6
-84.747916,31.172589,8.1
-84.7479,31.172591,6.3
-84.747885,31.172594,7.6
-84.74787,31.172596,9
-84.747854,31.1726,3.7
-84.747959,31.172713,6.4
-84.747962,31.172713,7.2
-84.747973,31.172713,5.4
-84.747989,31.172712,8.8
-84.74801,31.172711,9.9
-84.748032,31.172708,9
-84.748053,31.172702,9.9
-84.748077,31.172695,10.2
-84.748102,31.17269,11.1
-84.748126,31.172686,10.6
-84.748151,31.17268,11.3
-84.748176,31.172675,12
-84.748203,31.17267,10.8
-84.748229,31.172665,14.3
-84.748256,31.172659,10.8
-84.748285,31.172653,10.9
-84.748315,31.172647,10.7
-84.748344,31.172643,5.6
-84.748373,31.172638,10
-84.748403,31.172632,7.2
-84.748433,31.172627,9.9
-84.748463,31.172622,11.6
-84.748493,31.172617,12.8
-84.748522,31.172611,12
-84.748552,31.172606,14.8
-84.748581,31.172601,14.6
-84.74861,31.172595,13.5
-84.748639,31.17259,13.8
-84.748669,31.172585,12.1
-84.748699,31.172579,9.3
-84.748728,31.172573,10.7
-84.748758,31.172567,10.8
-84.748787,31.172561,13.1
-84.748816,31.172555,13.9
-84.748846,31.172551,13.1
-84.748876,31.172547,9.2
-84.748906,31.172542,5.5
-84.748935,31.172536,6.5
-84.748964,31.17253,6.9
-84.748994,31.172524,7.5
-84.749023,31.172518,7.4
-84.749053,31.172512,7.5
-84.749083,31.172506,8.1
-84.749112,31.1725,6.9
-84.749142,31.172494,6.8
-84.749171,31.172488,6.9
-84.749201,31.172483,6.8
-84.74923,31.172479,8.5
-84.74926,31.172473,11.5
-84.74929,31.172468,12.3
-84.74932,31.172463,11
-84.74935,31.172457,11
-84.74938,31.172451,6.4
-84.74941,31.172446,8.7
-84.74944,31.17244,10.9
-84.749469,31.172433,9.3
-84.749499,31.172427,9.8
-84.749529,31.172421,9.1
-84.749559,31.172416,8.6
-84.749589,31.17241,7.8
-84.749619,31.172405,8.3
-84.749649,31.172399,7.6
-84.749679,31.172393,6.6
-84.749709,31.172388,5.2
-84.749739,31.172382,5.7
-84.749769,31.172377,4.9
-84.7498,31.172372,5
-84.74983,31.172366,5.1
-84.749861,31.17236,5
-84.74989,31.172354,3.6
-84.749918,31.172349,3.6
-84.749947,31.172343,6.5
-84.749976,31.172337,7
-84.750006,31.172331,7.1
-84.750035,31.172326,6
-84.750065,31.17232,6.1
-84.750095,31.172315,6
-84.750124,31.17231,5.7
-84.750154,31.172305,6.6
-84.750184,31.172299,7.7
-84.750214,31.172294,7.9
-84.750244,31.172288,9.3
-84.750274,31.172282,8.4
-84.750304,31.172276,8.6
-84.750334,31.17227,7.9
-84.750364,31.172264,6.5
-84.750394,31.172258,6.3
-84.750424,31.172252,6.6
-84.750453,31.172247,6.7
-84.750483,31.172241,7.2
-84.750513,31.172236,7.3
-84.750543,31.17223,6.8
-84.750573,31.172225,6.9
-84.750603,31.17222,8.6
-84.750633,31.172215,9.7
-84.750664,31.172209,8.1
-84.750693,31.172203,6.6
-84.750723,31.172198,4.7
-84.750753,31.172192,4.4
-84.750783,31.172185,4.6
-84.750813,31.172179,4.4
-84.750843,31.172174,3.6
-84.750873,31.172168,3.4
-84.750903,31.172163,4.1
-84.750932,31.172157,5.7
-84.750962,31.172151,6.1
-84.750992,31.172145,6.6
-84.751022,31.17214,6
-84.751052,31.172135,6.3
-84.751082,31.172129,6.3
-84.751112,31.172123,6.9
-84.751143,31.172117,6.4
-84.751173,31.172111,7.8
-84.751203,31.172105,8.8
-84.751233,31.1721,8.9
-84.751263,31.172094,7.3
-84.751293,31.172088,7.5
-84.751324,31.172083,6.5
-84.751354,31.172077,5.8
-84.751384,31.172072,3
-84.751413,31.172067,2
-84.751471,31.172054,8
-84.7515,31.172045,7.7
-84.751528,31.172036,6.9
-84.751558,31.172031,5.4
-84.751587,31.172028,4.4
-84.751616,31.172024,2.9
-84.751646,31.172019,3.7
-84.751676,31.172014,4.3
-84.751706,31.17201,5.4
-84.751736,31.172005,4.9
-84.751766,31.172,3.1
-84.751796,31.171995,5.2
-84.751825,31.17199,6.8
-84.751855,31.171984,6.5
-84.751884,31.171979,6.8
-84.751914,31.171972,7.4
-84.751944,31.171966,7.6
-84.751974,31.171961,8.3
-84.752004,31.171956,7.7
-84.752033,31.17195,6.7
-84.752063,31.171944,5
-84.752092,31.171938,5.9
-84.752121,31.171932,6.5
-84.752151,31.171926,5.7
-84.752181,31.17192,5.8
-84.752211,31.171915,5.6
-84.75224,31.17191,6.1
-84.752269,31.171905,4.4
-84.752299,31.171899,5.7
-84.752328,31.171893,4.6
-84.752358,31.171888,5.2
-84.752388,31.171884,4
-84.752418,31.171878,4.4
-84.752447,31.171873,10.2
-84.752477,31.171867,13.1
-84.752506,31.171861,13.2
-84.752536,31.171855,11.5
-84.752566,31.171849,7.6
-84.752596,31.171843,9.3
-84.752626,31.171837,9.5
-84.752655,31.171831,9.2
-84.752685,31.171824,6.4
-84.752715,31.171819,6.9
-84.752745,31.171814,6.8
-84.752775,31.171808,7.6
-84.752805,31.171803,7.3
-84.752835,31.171798,8.1
-84.752865,31.171793,9.7
-84.752895,31.171788,10.9
-84.752925,31.171782,11.4
-84.752955,31.171776,11.6
-84.752986,31.17177,13.6
-84.753016,31.171763,11
-84.753046,31.171757,10.5
-84.753076,31.171752,9.9
-84.753106,31.171746,6.8
-84.753137,31.17174,4.6
-84.753167,31.171734,3.4
-84.753258,31.171714,10.6
-84.753289,31.171709,11.5
-84.75332,31.171704,15.7
-84.75335,31.171698,10.8
-84.75338,31.171693,12.1
-84.75341,31.171687,11.1
-84.75344,31.171681,10
-84.753469,31.171676,8.6
-84.753499,31.17167,9.3
-84.753528,31.171665,9.4
-84.753558,31.171661,9.7
-84.753587,31.171656,10.6
-84.753617,31.171651,11.6
-84.753646,31.171645,12
-84.753675,31.17164,11.3
-84.753704,31.171634,10.6
-84.753733,31.171629,7.1
-84.753763,31.171623,8
-84.753791,31.171617,10.8
-84.75382,31.171611,11.3
-84.753849,31.171606,11.4
-84.753878,31.1716,11.7
-84.753907,31.171594,12.3
-84.753937,31.171589,14.6
-84.753966,31.171583,14.3
-84.753996,31.171578,16
-84.754025,31.171573,17.3
-84.754055,31.171567,9.9
-84.754085,31.171561,20.9
-84.754114,31.171556,9.1
-84.754144,31.171551,7.4
-84.754174,31.171545,7.5
-84.754203,31.17154,6.2
-84.754232,31.171534,15.2
-84.754262,31.171529,24
-84.754292,31.171524,17.6
-84.754321,31.17152,20
-84.754351,31.171515,10.8
-84.75438,31.17151,13.1
-84.754408,31.171504,10
-84.754436,31.171498,4.9
-84.754464,31.171492,3.9
-84.75449,31.171486,4.2
-84.754514,31.17148,8.7
-84.754538,31.171474,3.9
-84.754563,31.171469,9.7
-84.754587,31.171465,8.4
-84.754612,31.171463,7.3
-84.754875,31.171556,5
-84.754851,31.171559,4.7
-84.754826,31.171563,5.3
-84.754801,31.171569,6.9
-84.754775,31.171574,9.4
-84.754751,31.171578,10
-84.754726,31.171583,3.3
-84.7547,31.171589,3.5
-84.754671,31.171595,4.1
-84.754641,31.171601,7.3
-84.75461,31.171607,11.6
-84.754579,31.171613,13.8
-84.754547,31.171619,15.1
-84.754514,31.171624,10.7
-84.754481,31.17163,9.6
-84.754448,31.171636,15.3
-84.754416,31.171642,16.1
-84.754383,31.171648,17.2
-84.75435,31.171653,17.5
-84.754317,31.171658,19.8
-84.754285,31.171665,16
-84.754253,31.171672,20.2
-84.754221,31.171678,12.6
-84.754189,31.171684,16.2
-84.754156,31.17169,22.1
-84.754123,31.171696,12.6
-84.754091,31.171703,11.9
-84.754059,31.17171,4.1
-84.754026,31.171716,8.6
-84.753993,31.171723,5.8
-84.753961,31.171729,4.4
-84.753927,31.171735,4.7
-84.753895,31.171741,4.5
-84.753862,31.171748,4
-84.75383,31.171754,5.9
-84.753798,31.171759,2
-84.753765,31.171764,2.5
-84.753732,31.17177,3.1
-84.7537,31.171776,6.8
-84.753669,31.171783,12.5
-84.753637,31.171789,10.1
-84.753605,31.171796,7.4
-84.753573,31.171802,4.6
-84.753541,31.171809,3.8
-84.753509,31.171815,3.4
-84.753477,31.17182,10.6
-84.753445,31.171827,13.4
-84.753413,31.171834,6.6
-84.753381,31.171841,7.1
-84.753349,31.171848,9.5
-84.753317,31.171855,10.7
-84.753286,31.171861,11.2
-84.753256,31.171866,7
-84.753227,31.17187,3.7
-84.753197,31.171875,4.3
-84.753169,31.17188,3.8
-84.75314,31.171886,6
-84.75311,31.171892,4.4
-84.75308,31.171897,9
-84.753049,31.171902,5.7
-84.753018,31.171909,8.3
-84.752988,31.171915,3
-84.752957,31.171922,1
-84.752926,31.171926,1.4
-84.752896,31.171931,2.3
-84.752865,31.171937,4
-84.752834,31.171942,5.5
-84.752803,31.171948,2
-84.752773,31.171954,3.5
-84.752743,31.17196,4
-84.752712,31.171966,9.4
-84.752681,31.171973,9.3
-84.752651,31.171979,3.7
-84.75262,31.171984,7.3
-84.752558,31.171995,10.1
-84.752528,31.172,9
-84.752497,31.172006,9.9
-84.752466,31.172011,8.2
-84.752435,31.172017,3.6
-84.752405,31.172023,6.1
-84.752374,31.172028,6.5
-84.752343,31.172034,5
-84.752311,31.17204,4.3
-84.752281,31.172046,8.1
-84.75225,31.172051,7.2
-84.752219,31.172057,7.9
-84.752189,31.172063,8
-84.752159,31.172069,8
-84.752128,31.172075,7.7
-84.752098,31.172082,8.8
-84.752067,31.172088,8.7
-84.752036,31.172095,6
-84.752005,31.172101,2.9
-84.751975,31.172107,4.8
-84.751944,31.172113,3.7
-84.751914,31.172118,4.3
-84.751883,31.172124,7.4
-84.751852,31.172129,5.8
-84.751821,31.172134,7.5
-84.75179,31.172139,9
-84.75176,31.172144,5.8
-84.751729,31.17215,7.6
-84.751699,31.172155,6.9
-84.751668,31.172161,6.9
-84.751637,31.172166,5.2
-84.751607,31.172173,6.8
-84.751577,31.172179,7.8
-84.751546,31.172185,9.4
-84.751515,31.172191,9
-84.751484,31.172197,7.5
-84.751453,31.172203,10.3
-84.751423,31.172209,7.7
-84.751392,31.172215,7.1
-84.751362,31.17222,5.9
-84.751332,31.172226,8.1
-84.751302,31.172231,6.5
-84.751272,31.172237,7.8
-84.751241,31.172243,9
-84.751211,31.172249,8.7
-84.751181,31.172254,6
-84.751151,31.17226,5.3
-84.751121,31.172265,6.4
-84.75109,31.17227,6.8
-84.751059,31.172276,6
-84.751029,31.172282,5.7
-84.750999,31.172288,5.8
-84.750969,31.172293,4.7
-84.750938,31.172299,4.2
-84.750909,31.172306,4.3
-84.750879,31.172311,4.8
-84.750849,31.172317,5.4
-84.750819,31.172323,6.4
-84.750788,31.172328,5.7
-84.750758,31.172334,6.2
-84.750727,31.17234,5.9
-84.750697,31.172347,7.7
-84.750667,31.172352,6.9
-84.750637,31.172356,7.7
-84.750607,31.172361,10.1
-84.750577,31.172367,9
-84.750547,31.172374,11.6
-84.750516,31.172379,13.1
-84.750486,31.172385,13.7
-84.750456,31.172391,13.8
-84.750425,31.172396,12.7
-84.750394,31.172402,13.4
-84.750364,31.172408,11.9
-84.750334,31.172414,13.4
-84.750304,31.172419,12.5
-84.750273,31.172425,10.2
-84.750243,31.172431,10.1
-84.750213,31.172437,10.8
-84.750183,31.172443,8.2
-84.750153,31.172448,8.3
-84.750123,31.172454,9.7
-84.750092,31.172459,8.4
-84.750062,31.172465,7.5
-84.750031,31.172471,6.7
-84.75,31.172477,6.6
-84.749969,31.172481,6.2
-84.749939,31.172485,5.6
-84.74991,31.172491,2.6
-84.74988,31.172497,2.2
-84.749851,31.172503,6.5
-84.749821,31.172509,7.4
-84.749791,31.172515,7.3
-84.749761,31.172521,10.5
-84.749731,31.172526,4.1
-84.749701,31.172532,6.2
-84.749671,31.172537,9.8
-84.749641,31.172543,7.6
-84.749611,31.172548,7.1
-84.749581,31.172553,6.7
-84.749551,31.172559,5.4
-84.749521,31.172564,6.6
-84.749491,31.17257,8.2
-84.74946,31.172576,7.7
-84.74943,31.172583,6.6
-84.749399,31.172588,7.2
-84.749369,31.172594,11.6
-84.749339,31.172601,12.9
-84.749308,31.172607,7.6
-84.749278,31.172612,6.3
-84.749247,31.172618,10.1
-84.749216,31.172624,10.5
-84.749186,31.172629,8.4
-84.749156,31.172635,7.7
-84.749125,31.172641,9
-84.749095,31.172646,7.7
-84.749065,31.172652,10.4
-84.749034,31.172658,11.9
-84.749004,31.172663,20.5
-84.748973,31.172669,21.5
-84.748943,31.172676,3
-84.748912,31.172682,8.4
-84.748882,31.172689,13.1
-84.748851,31.172695,10.2
-84.74882,31.1727,7
-84.748789,31.172706,9.1
-84.748758,31.172712,10.3
-84.748728,31.172717,8.8
-84.748697,31.172723,8.3
-84.748666,31.172729,7
-84.748635,31.172734,5.6
-84.748605,31.172739,5.5
-84.748574,31.172744,6.1
-84.748542,31.172749,4.4
-84.748511,31.172755,7.3
-84.748481,31.172761,8.4
-84.748452,31.172767,2.7
-84.748428,31.172772,6.1
-84.748408,31.172776,9.3
-84.74839,31.172779,4.3
-84.74837,31.172781,7.6
-84.748351,31.172784,9.9
-84.748332,31.172787,9.9
-84.748312,31.172791,5.2
-84.748438,31.172904,3.8
-84.748455,31.172902,4.4
-84.748474,31.1729,5.6
-84.748494,31.172897,4.4
-84.748517,31.172893,4.9
-84.748542,31.172889,5.6
-84.748568,31.172885,7.1
-84.748597,31.172879,5.5
-84.748627,31.172873,9
-84.748659,31.172867,7.6
-84.74869,31.17286,14.1
-84.748721,31.172854,7.9
-84.748752,31.172848,7.8
-84.748784,31.172842,10.9
-84.748815,31.172836,14.6
-84.748846,31.17283,11.7
-84.748878,31.172824,5
-84.748909,31.172817,4.2
-84.748941,31.172811,5
-84.748973,31.172805,3.1
-84.749004,31.172799,2.4
-84.749035,31.172793,3.8
-84.749067,31.172787,3.2
-84.749098,31.172781,1.9
-84.74913,31.172775,1.7
-84.749161,31.17277,0.8
-84.749192,31.172764,3
-84.749223,31.172758,5
-84.749255,31.172753,6.2
-84.749286,31.172748,7.7
-84.749318,31.172742,8.8
-84.749349,31.172736,11.2
-84.74938,31.172731,9.7
-84.749412,31.172725,7.7
-84.749443,31.172719,2.2
-84.749475,31.172712,1.3
-84.749507,31.172706,1.2
-84.749539,31.1727,1.3
-84.749571,31.172694,1.4
-84.749603,31.172689,4.2
-84.749635,31.172683,3.8
-84.749667,31.172677,6.7
-84.749699,31.17267,4.8
-84.749732,31.172664,8.2
-84.749764,31.172657,7.9
-84.749797,31.172652,8.1
-84.749829,31.172646,13
-84.749861,31.17264,9.3
-84.749893,31.172634,4.3
-84.749925,31.172627,3.4
-84.749956,31.172621,7.1
-84.749987,31.172615,5.1
-84.750019,31.172609,2.6
-84.750051,31.172603,2.2
-84.750083,31.172597,2.3
-84.750115,31.172591,5.6
-84.750147,31.172585,5.6
-84.750179,31.172579,6.3
-84.750212,31.172573,1.2
-84.750244,31.172567,1.4
-84.750276,31.17256,1.1
-84.750308,31.172555,1
-84.75034,31.172549,0.9
-84.750372,31.172544,1.1
-84.750405,31.172538,1.2
-84.750436,31.172533,9.2
-84.750468,31.172526,8.7
-84.7505,31.17252,7.2
-84.750532,31.172514,5.2
-84.750565,31.172508,6
-84.750596,31.172501,5.1
-84.750628,31.172496,3.1
-84.75066,31.172489,1.6
-84.750691,31.172483,2.5
-84.750723,31.172476,3.2
-84.750756,31.17247,2
-84.750788,31.172463,4.5
-84.75082,31.172457,4.8
-84.750852,31.17245,5
-84.750883,31.172444,5.2
-84.750914,31.172438,6.6
-84.750945,31.172432,8.7
-84.750976,31.172426,8.8
-84.751008,31.172421,11.1
-84.751039,31.172416,9.6
-84.751071,31.17241,9.5
-84.751102,31.172406,9
-84.751133,31.172401,9.6
-84.751165,31.172395,13.6
-84.751197,31.172388,9.3
-84.751229,31.172382,9.7
-84.75126,31.172376,7.5
-84.751291,31.17237,5.1
-84.751321,31.172363,12.7
-84.751352,31.172357,9.3
-84.751383,31.172352,12
-84.751415,31.172346,12.3
-84.751446,31.17234,11.5
-84.751477,31.172334,11.4
-84.751508,31.172327,11.2
-84.751538,31.172321,10.4
-84.751568,31.172314,9.4
-84.751598,31.172308,9.6
-84.751629,31.172302,9.2
-84.751659,31.172296,8
-84.75169,31.17229,8.9
-84.751721,31.172286,8.2
-84.751752,31.172281,8.8
-84.751782,31.172277,10.7
-84.751813,31.172272,10.8
-84.751844,31.172267,9.1
-84.751874,31.172261,7.3
-84.751905,31.172255,7.8
-84.751935,31.17225,8.5
-84.751966,31.172245,9.5
-84.751996,31.17224,8
-84.752027,31.172235,9.4
-84.752057,31.172228,9.6
-84.752088,31.172223,9.7
-84.752118,31.172216,10.7
-84.752148,31.17221,12.6
-84.752179,31.172204,11.4
-84.752209,31.172197,10
-84.75224,31.172191,11.6
-84.75227,31.172184,13.7
-84.752301,31.172177,13.7
-84.752332,31.172171,14.1
-84.752364,31.172166,14.3
-84.752395,31.17216,12.1
-84.752426,31.172155,10.4
-84.752457,31.172148,13.1
-84.752488,31.172142,12.2
-84.752519,31.172136,12.2
-84.75255,31.172131,12.8
-84.752581,31.172125,12.4
-84.752613,31.172119,12.5
-84.752644,31.172113,13.4
-84.752675,31.172107,12.5
-84.752706,31.172101,12.3
-84.752737,31.172095,11.6
-84.752769,31.17209,10.7
-84.7528,31.172085,13.3
-84.752831,31.172079,12.7
-84.752862,31.172073,13
-84.752893,31.172068,10.7
-84.752925,31.172062,11.3
-84.752956,31.172057,13.6
-84.752987,31.17205,11.3
-84.753018,31.172042,14.6
-84.753049,31.172035,13.5
-84.753079,31.172031,11.1
-84.753108,31.172027,13.7
-84.753136,31.172021,8
-84.753166,31.172015,4
-84.753195,31.17201,5.2
-84.753225,31.172005,4.7
-84.753255,31.172001,4.2
-84.753286,31.171995,12.5
-84.753317,31.171988,14
-84.753347,31.171981,10.3
-84.753377,31.171975,12.7
-84.753408,31.171969,7.3
-84.753438,31.171964,14.5
-84.753467,31.171957,20
-84.753497,31.171952,20.2
-84.753527,31.171947,14.9
-84.753557,31.171942,13.1
-84.753587,31.171937,12.2
-84.753617,31.171932,9.1
-84.753646,31.171927,7.8
-84.753675,31.171921,3.7
-84.753705,31.171915,9.8
-84.753827,31.17189,6.4
-84.753856,31.171885,7.6
-84.753886,31.171879,6.5
-84.753915,31.171874,7.2
-84.753945,31.171869,6.6
-84.753974,31.171864,2.9
-84.754004,31.171858,5
-84.754033,31.171853,8.5
-84.754063,31.171847,4.2
-84.754092,31.171842,8.7
-84.75412,31.171837,8.7
-84.754149,31.171832,7
-84.754178,31.171825,8.2
-84.754207,31.171819,7.6
-84.754237,31.171814,9
-84.754266,31.171809,5.4
-84.754295,31.171803,8.5
-84.754324,31.171797,9.6
-84.754352,31.171791,12.4
-84.754381,31.171786,13.8
-84.75441,31.17178,6.1
-84.75447,31.171768,1
-84.754512,31.171762,1.1
-84.754602,31.171746,5.3
-84.754632,31.17174,1.6
-84.754661,31.171734,1.3
-84.754691,31.171729,3.1
-84.75472,31.171723,7.8
-84.754749,31.171718,4.4
-84.754778,31.171714,8.4
-84.754808,31.171708,4.3
-84.754838,31.171702,2.5
-84.754868,31.171696,4.4
-84.754898,31.171689,2.8
-84.754927,31.171683,2.5
-84.754957,31.171677,5.3
-84.754986,31.171671,3.6
-84.755016,31.171665,3.9
-84.755046,31.17166,3.1
-84.755076,31.171656,4.5
-84.755106,31.171653,4.1
-84.755135,31.171649,5.1
-84.755166,31.171645,2.2
-84.755445,31.171741,9.1
-84.755431,31.17174,4.5
-84.755413,31.17174,5.5
-84.755393,31.17174,7.5
-84.755375,31.171742,9.8
-84.755355,31.171747,10.4
-84.755332,31.171753,13.3
-84.755307,31.171757,13.9
-84.755281,31.171761,6.5
-84.755254,31.171765,11
-84.755226,31.171772,10.1
-84.755196,31.171778,12.5
-84.755165,31.171783,3.7
-84.755134,31.171789,8.5
-84.755102,31.171794,5.7
-84.755071,31.1718,3.4
-84.755039,31.171806,7.5
-84.755008,31.171812,6.2
-84.754978,31.171818,6.3
-84.754947,31.171824,6.2
-84.754916,31.17183,7
-84.754885,31.171835,7.3
-84.754854,31.17184,6
-84.754823,31.171845,5.7
-84.754792,31.17185,12.6
-84.75476,31.171856,7.1
-84.754729,31.171861,4.8
-84.754698,31.171867,3.6
-84.754668,31.171874,6.9
-84.754637,31.17188,4.8
-84.754607,31.171886,4.5
-84.754577,31.171892,5.2
-84.754546,31.171898,3.8
-84.754515,31.171903,1.8
-84.754485,31.171908,3
-84.754454,31.171914,3.8
-84.754423,31.17192,3.2
-84.754392,31.171926,3.4
-84.754362,31.171932,3.4
-84.754332,31.171937,2.7
-84.754301,31.171943,1.2
-84.754241,31.171954,3.3
-84.75421,31.17196,4
-84.75418,31.171965,2.7
-84.754149,31.171971,5.5
-84.754119,31.171977,3.1
-84.754088,31.171983,6.9
-84.754058,31.171989,6.8
-84.754028,31.171994,5
-84.753997,31.172,2.4
-84.753967,31.172005,5.2
-84.753937,31.17201,2.5
-84.753906,31.172016,2.6
-84.753876,31.172022,6.3
-84.753846,31.172029,4.9
-84.753815,31.172035,5.6
-84.753785,31.172041,0.8
-84.753754,31.172047,2
-84.753723,31.172052,1.7
-84.753693,31.172059,1.3
-84.753663,31.172065,2.7
-84.753632,31.172072,7.9
-84.753602,31.172078,12.5
-84.753575,31.172083,13.3
-84.753549,31.172088,5.8
-84.753524,31.172093,2.9
-84.753498,31.172098,7.3
-84.753472,31.172103,2.7
-84.753446,31.172107,5
-84.753421,31.17211,1.8
-84.753396,31.172114,5.5
-84.75337,31.172117,6.3
-84.753345,31.17212,9.7
-84.753322,31.172123,7.7
-84.7533,31.17213,9.3
-84.753278,31.172137,0.7
-84.753208,31.172156,1.8
-84.753184,31.17216,3.4
-84.753161,31.172164,5.6
-84.753138,31.172169,1.9
-84.753115,31.172173,1.3
-84.753091,31.172177,1.1
-84.753064,31.172181,0.4
-84.753004,31.172193,3.7
-84.752974,31.172198,1.2
-84.752944,31.172203,0.7
-84.752914,31.172209,0.7
-84.752823,31.172226,0.8
-84.752793,31.172232,1
-84.752763,31.172238,2.3
-84.752733,31.172244,2.4
-84.752703,31.17225,4.8
-84.752672,31.172255,4.7
-84.752642,31.172261,1.4
-84.752553,31.172278,0.8
-84.752493,31.17229,1.3
-84.752463,31.172296,2.4
-84.752434,31.172303,3.5
-84.752405,31.172312,0.8
-84.752376,31.172318,1.7
-84.752345,31.17232,1.9
-84.752314,31.172323,2.8
-84.752284,31.172327,8.4
-84.752254,31.172333,1.5
-84.752225,31.172338,0.8
-84.752195,31.172343,0.8
-84.752104,31.172361,4.4
-84.752074,31.172367,3.3
-84.752044,31.172373,3.7
-84.752014,31.172379,1.9
-84.751984,31.172385,1.3
-84.751955,31.172391,0.9
-84.751925,31.172396,1.7
-84.751895,31.172402,1.7
-84.751865,31.172407,1
-84.751805,31.172418,1.1
-84.751775,31.172423,0.7
-84.751685,31.172441,1.4
-84.751655,31.172446,1.6
-84.751595,31.172457,1.2
-84.751565,31.172463,0.6
-84.751535,31.172468,2.3
-84.751505,31.172474,1.2
-84.751476,31.17248,1
-84.751415,31.172492,1.6
-84.751385,31.172498,1.7
-84.751354,31.172504,2.8
-84.751324,31.172509,0.9
-84.751294,31.172515,2.4
-84.751264,31.17252,1.2
-84.751144,31.172544,6.6
-84.751115,31.172549,4.6
-84.751087,31.172555,7.3
-84.75106,31.17256,5.9
-84.751032,31.172564,2
-84.751006,31.17257,2.6
-84.75098,31.172576,2.3
-84.750953,31.172582,1.3
-84.750872,31.172597,3.5
-84.750846,31.172602,3.9
-84.750819,31.172607,4.8
-84.750791,31.172612,5.6
-84.750761,31.172617,3.7
-84.75073,31.172622,2.3
-84.750699,31.172628,3
-84.750669,31.172635,2.5
-84.750638,31.172641,2.8
-84.750608,31.172647,4
-84.750578,31.172653,5.6
-84.750548,31.172659,3.9
-84.750517,31.172664,4.8
-84.750487,31.17267,3.8
-84.750456,31.172675,3.9
-84.750426,31.172681,11.8
-84.750395,31.172686,10
-84.750365,31.172691,3.3
-84.750334,31.172697,4.3
-84.750304,31.172703,6.9
-84.750274,31.172709,5.6
-84.750244,31.172715,4.8
-84.750214,31.172721,7.3
-84.750184,31.172726,4.1
-84.750154,31.172732,1.5
-84.750123,31.172737,3.7
-84.750093,31.172743,5
-84.750062,31.172749,5.2
-84.750032,31.172755,5.6
-84.750002,31.172761,4
-84.749972,31.172767,7.1
-84.749941,31.172773,3.9
-84.749911,31.172778,4.3
-84.749881,31.172784,10.6
-84.749851,31.17279,11.1
-84.74982,31.172796,15.9
-84.74979,31.172802,11.7
-84.74976,31.172807,4.9
-84.749729,31.172813,4.2
-84.749698,31.172818,7.7
-84.749668,31.172824,4.1
-84.749638,31.17283,7
-84.749608,31.172836,5.8
-84.749577,31.172842,8.8
-84.749547,31.172847,7.5
-84.749516,31.172853,7.5
-84.749485,31.172859,7.2
-84.749455,31.172865,3.5
-84.749425,31.172871,5.5
-84.749394,31.172877,8.4
-84.749364,31.172883,8
-84.749334,31.172888,8.7
-84.749303,31.172894,3
-84.749273,31.1729,2.4
-84.749242,31.172906,3
-84.749212,31.172911,5.3
-84.749182,31.172917,2.8
-84.749151,31.172923,2.8
-84.749121,31.172929,4.4
-84.74909,31.172935,4.3
-84.74906,31.172941,2.9
-84.749029,31.172946,2.4
-84.748999,31.172951,5.4
-84.748968,31.172957,3.8
-84.748937,31.172964,5.4
-84.748906,31.172969,9.5
-84.748875,31.172975,14.8
-84.748844,31.17298,15
-84.748813,31.172986,11.4
-84.748782,31.172991,11.6
-84.748751,31.172996,12.4
-84.748721,31.173001,13.1
-84.748693,31.173006,12.8
-84.74867,31.173011,15.2
-84.748651,31.173014,15.8
-84.748636,31.173017,14.8
-84.74862,31.17302,8.4
-84.748603,31.173022,8.4
-84.748585,31.173027,9.7
-84.748568,31.173032,8.1
-84.748551,31.173037,8
-84.748533,31.17304,7.3
-84.74856,31.173175,9.2
-84.748574,31.173172,9.2
-84.748592,31.173167,9
-84.748612,31.173162,9.4
-84.748634,31.173158,9.3
-84.748656,31.173154,7.9
-84.748682,31.173149,8.9
-84.748711,31.173143,9.6
-84.748741,31.173138,10.6
-84.74877,31.173132,10.7
-84.7488,31.173126,13.1
-84.748829,31.17312,14.5
-84.748859,31.173113,15.2
-84.748889,31.173108,17.9
-84.748918,31.173102,16.7
-84.748948,31.173097,13.9
-84.748978,31.173091,12.6
-84.749008,31.173086,11.5
-84.749037,31.17308,10.2
-84.749067,31.173075,9.8
-84.749097,31.173069,8.1
-84.749127,31.173062,6.4
-84.749157,31.173056,6.3
-84.749187,31.173051,5.7
-84.749218,31.173046,6.4
-84.749248,31.17304,8.1
-84.749278,31.173035,9.6
-84.749309,31.17303,8.8
-84.749338,31.173025,8.9
-84.749368,31.173019,6.8
-84.749398,31.173014,7.5
-84.749429,31.173008,6.7
-84.74946,31.173003,5.9
-84.749491,31.172998,5.3
-84.749521,31.172992,4.6
-84.749551,31.172986,5.6
-84.749581,31.17298,5.5
-84.749611,31.172974,5.2
-84.749642,31.172968,4.7
-84.749672,31.172962,4.8
