Easting[m], Northing[m], CH-1.0m
669904.848,5856614.767,6.808
669904.711,5856614.495,6.301
669904.506,5856614.105,6.574
669904.256,5856613.636,6.301
669904.099,5856613.342,5.988
669903.847,5856612.871,5.832
669903.689,5856612.575,6.574
669903.499,5856612.216,6.379
669903.315,5856611.868,6.886
669903.167,5856611.587,6.613
669902.969,5856611.213,6.301
669902.813,5856610.918,6.261
669902.619,5856610.541,6.027
669902.464,5856610.232,6.34
669902.264,5856609.832,6.379
669902.085,5856609.476,6.652
669901.931,5856609.169,5.91
669901.733,5856608.782,5.832
669901.541,5856608.445,6.73
669901.379,5856608.159,6.535
669901.177,5856607.803,6.613
669901.008,5856607.506,6.379
669900.796,5856607.133,6.535
669900.643,5856606.864,5.793
669900.435,5856606.502,6.496
669900.28,5856606.231,6.535
669900.084,5856605.889,7.082
669899.925,5856605.611,7.004
669899.729,5856605.267,6.691
669899.582,5856605.006,6.652
669899.404,5856604.692,6.613
669899.226,5856604.377,6.496
669899.098,5856604.151,6.379
669898.911,5856603.833,6.222
669898.743,5856603.58,6.652
669898.524,5856603.25,7.043
669898.269,5856602.867,6.535
669898.064,5856602.558,6.535
669897.931,5856602.358,6.73
669897.708,5856601.989,6.574
669897.484,5856601.611,6.652
669897.329,5856601.348,6.457
669897.163,5856601.068,6.418
669896.955,5856600.715,6.183
669896.77,5856600.383,6.183
669896.605,5856600.072,5.754
669896.418,5856599.718,5.871
669896.218,5856599.34,6.183
669896.064,5856599.05,6.574
669895.875,5856598.691,6.105
669895.699,5856598.352,5.871
669895.475,5856597.921,5.871
669895.246,5856597.482,5.754
669895.064,5856597.131,5.48
669894.861,5856596.772,5.676
669894.661,5856596.459,5.324
669894.424,5856596.089,4.582
669894.271,5856595.85,4.816
669894.076,5856595.546,5.246
669893.829,5856595.151,5.402
669893.7,5856594.925,5.051
669893.493,5856594.565,5.246
669893.334,5856594.289,5.168
669893.12,5856593.915,5.48
669892.964,5856593.643,5.285
669892.779,5856593.308,5.011
669892.591,5856592.961,5.363
669892.453,5856592.707,4.933
669892.271,5856592.369,5.402
669892.12,5856592.09,5.324
669891.934,5856591.754,5.168
669891.735,5856591.404,5.285
669891.59,5856591.149,5.168
669891.394,5856590.804,5.246
669891.163,5856590.397,5.285
669891.048,5856590.195,5.48
669890.827,5856589.809,5.363
669890.633,5856589.469,4.933
669890.45,5856589.148,5.246
669890.197,5856588.707,4.855
669890.025,5856588.406,5.129
669889.801,5856588.035,4.816
669889.604,5856587.712,4.777
669889.353,5856587.302,5.324
669889.126,5856586.93,5.324
669888.909,5856586.576,5.402
669888.626,5856586.104,5.676
669888.463,5856585.825,5.402
669888.226,5856585.422,5.246
669888.025,5856585.079,5.129
669887.779,5856584.66,5.207
669887.49,5856584.177,4.933
669887.307,5856583.884,5.051
669886.963,5856583.334,4.855
669886.726,5856582.955,4.426
669886.464,5856582.536,4.426
669886.16,5856582.036,4.66
669885.885,5856581.546,4.816
669885.73,5856581.27,5.324
669885.477,5856580.818,5.597
669885.288,5856580.481,5.246
669885.038,5856580.035,4.699
669884.815,5856579.622,4.933
669884.608,5856579.237,4.582
669884.363,5856578.783,4.894
669884.122,5856578.334,4.855
669883.928,5856577.973,4.269
669883.645,5856577.51,4.113
669883.404,5856577.137,4.621
669883.182,5856576.794,4.66
669882.88,5856576.327,4.894
669882.592,5856575.881,4.972
669882.39,5856575.559,5.011
669882.135,5856575.123,4.621
669881.865,5856574.659,4.386
669881.667,5856574.321,4.933
669881.41,5856573.881,4.543
669881.182,5856573.489,4.621
669880.875,5856573.003,4.933
669880.691,5856572.714,4.816
669880.455,5856572.342,4.738
669880.129,5856571.829,4.738
669879.908,5856571.481,5.09
669879.595,5856571.012,5.129
669879.376,5856570.689,5.48
669879.039,5856570.194,4.543
669878.86,5856569.93,5.363
669878.561,5856569.49,5.48
669878.311,5856569.114,5.402
669878.041,5856568.68,5.715
669877.79,5856568.276,5.402
669877.538,5856567.872,5.363
669877.247,5856567.404,5.754
669877.048,5856567.085,5.597
669876.782,5856566.648,5.676
669876.439,5856566.086,5.676
669876.199,5856565.693,6.027
669875.837,5856565.099,5.793
669875.66,5856564.808,5.597
669875.396,5856564.372,5.91
669875.152,5856563.969,5.988
669874.933,5856563.607,6.183
669874.67,5856563.172,5.949
669874.415,5856562.751,5.09
669874.178,5856562.331,5.597
669873.72,5856561.508,5.519
669873.507,5856561.125,5.011
669873.274,5856560.706,5.051
669873.012,5856560.265,4.972
669872.732,5856559.827,4.894
669872.5,5856559.463,4.972
669872.196,5856558.985,5.051
669871.886,5856558.499,4.582
669871.697,5856558.201,3.683
669871.333,5856557.609,3.84
669871.132,5856557.282,4.23
669870.85,5856556.825,4.191
669870.56,5856556.353,4.113
669870.282,5856555.901,4.386
669870.007,5856555.458,4.035
669869.683,5856554.939,4.035
669869.413,5856554.507,4.269
669869.089,5856553.987,4.308
669868.844,5856553.595,3.996
669868.547,5856553.121,4.582
669868.2,5856552.576,4.386
669867.985,5856552.237,4.816
669867.654,5856551.716,4.816
669867.321,5856551.192,4.894
669867.11,5856550.857,4.972
669866.867,5856550.463,5.519
669866.634,5856550.085,5.285
669866.393,5856549.693,4.543
669866.082,5856549.189,4.308
669865.913,5856548.915,4.543
669865.591,5856548.403,4.972
669865.423,5856548.136,4.347
669865.163,5856547.724,4.269
669864.93,5856547.354,5.441
669864.691,5856546.977,5.168
669864.39,5856546.471,5.011
669864.188,5856546.117,4.699
669863.882,5856545.582,5.011
669863.585,5856545.061,4.465
669863.394,5856544.726,4.543
669863.12,5856544.222,4.621
669862.927,5856543.86,4.699
669862.679,5856543.395,4.582
669862.476,5856543.015,4.582
669862.247,5856542.588,4.269
669862.005,5856542.183,4.426
669861.742,5856541.804,4.543
669861.445,5856541.378,4.035
669860.78,5856540.42,4.465
669860.555,5856540.09,4.543
669860.309,5856539.689,3.84
669859.953,5856539.107,3.41
669859.706,5856538.703,4.035
669859.398,5856538.2,3.84
669859.198,5856537.874,4.152
669858.919,5856537.455,4.347
669858.552,5856536.923,4.035
669858.316,5856536.58,3.879
669858.014,5856536.144,4.504
669857.726,5856535.725,4.582
669857.386,5856535.243,4.855
669857.014,5856534.729,5.011
669856.787,5856534.414,5.09
669856.385,5856533.859,5.168
669856.058,5856533.407,4.386
669855.844,5856533.109,4.113
669855.576,5856532.693,4.543
669855.269,5856532.218,5.441
669854.996,5856531.795,4.66
669854.754,5856531.42,4.152
669854.441,5856530.936,5.051
669854.167,5856530.478,5.011
669853.954,5856530.116,4.738
669853.662,5856529.618,4.504
669853.493,5856529.331,4.777
669853.261,5856528.935,4.933
669852.993,5856528.473,5.168
669852.699,5856527.959,4.855
669852.459,5856527.538,4.269
669852.175,5856527.041,4.426
669851.948,5856526.643,4.543
669851.679,5856526.191,4.426
669851.38,5856525.705,4.699
669851.133,5856525.305,4.816
669850.821,5856524.798,4.66
669850.55,5856524.358,4.816
669850.295,5856523.945,4.777
669850.007,5856523.478,4.465
669849.766,5856523.089,4.816
669849.092,5856521.999,4.894
669848.887,5856521.668,4.894
669848.586,5856521.226,4.894
669848.246,5856520.733,4.855
669847.964,5856520.323,4.582
669847.614,5856519.816,4.894
669847.214,5856519.236,4.738
669846.978,5856518.889,4.66
669846.672,5856518.44,5.09
669846.335,5856517.945,4.777
669846.029,5856517.495,4.543
669845.641,5856516.926,4.582
669845.373,5856516.525,4.426
669844.967,5856515.898,4.426
669844.74,5856515.548,5.051
669844.409,5856515.037,4.972
669844.116,5856514.585,5.051
669843.781,5856514.071,4.738
669843.411,5856513.531,6.027
669843.201,5856513.226,4.816
669842.837,5856512.696,4.66
669842.566,5856512.302,5.363
669842.213,5856511.786,5.168
669841.859,5856511.3,4.816
669841.568,5856510.912,4.855
669841.17,5856510.381,4.933
669840.781,5856509.861,5.09
669840.568,5856509.577,5.558
669840.093,5856508.956,5.715
669839.87,5856508.673,5.363
669839.436,5856508.121,4.972
669839.163,5856507.775,5.402
669838.794,5856507.305,5.324
669838.363,5856506.754,5.285
669838.096,5856506.401,5.168
669837.719,5856505.902,5.09
669837.327,5856505.383,4.816
669837.063,5856505.033,5.09
669836.688,5856504.538,5.441
669836.315,5856504.058,5.597
669836.007,5856503.662,7.277
669835.697,5856503.263,9.035
669835.495,5856503.002,10.051
669835.121,5856502.52,8.019
669834.808,5856502.062,6.613
669834.607,5856501.764,6.222
669834.332,5856501.357,5.558
669834.005,5856500.873,5.715
669833.775,5856500.532,5.519
669833.469,5856500.097,5.09
669833.208,5856499.735,5.402
669832.953,5856499.383,4.894
669832.654,5856498.969,5.129
669832.318,5856498.503,5.441
669832.132,5856498.244,5.676
669831.833,5856497.815,4.972
669831.524,5856497.37,4.582
669831.321,5856497.078,4.543
669831.062,5856496.706,5.09
669830.812,5856496.347,4.738
669830.52,5856495.939,4.894
669830.256,5856495.571,5.051
669829.942,5856495.135,4.621
669829.693,5856494.789,4.699
669829.408,5856494.392,5.246
669829.007,5856493.838,5.011
669828.814,5856493.572,5.636
669828.48,5856493.112,5.363
669828.098,5856492.587,4.894
669827.869,5856492.271,4.66
669827.512,5856491.775,4.621
669827.24,5856491.388,4.191
669826.922,5856490.937,3.801
669826.645,5856490.542,3.996
669826.327,5856490.091,4.543
669825.966,5856489.578,4.074
669825.519,5856488.967,4.855
669825.247,5856488.595,4.855
669824.864,5856488.074,4.504
669824.539,5856487.63,4.816
669824.172,5856487.129,5.285
669823.79,5856486.585,5.285
669823.385,5856486.007,5.558
669823.168,5856485.697,5.676
669822.811,5856485.186,5.519
669822.109,5856484.257,6.105
669821.708,5856483.785,5.597
669821.347,5856483.36,5.011
669820.93,5856482.87,5.051
669820.608,5856482.49,5.011
669820.206,5856481.998,5.285
669819.904,5856481.605,4.972
669819.531,5856481.12,5.09
669819.213,5856480.706,5.011
669818.821,5856480.196,4.699
669818.532,5856479.822,4.777
669818.15,5856479.368,4.269
669817.844,5856479.004,4.816
669817.454,5856478.539,5.011
669816.998,5856477.996,4.777
669816.729,5856477.677,4.933
669816.325,5856477.17,4.699
669816.014,5856476.777,4.582
669815.608,5856476.262,4.23
669815.207,5856475.754,3.879
669814.94,5856475.416,4.308
669814.545,5856474.915,4.465
669814.172,5856474.441,4.426
669813.819,5856473.991,4.035
669813.322,5856473.36,3.605
669813.068,5856473.038,3.761
669812.678,5856472.542,3.918
669812.306,5856472.077,4.582
669811.931,5856471.607,5.168
669811.552,5856471.132,5.129
669811.151,5856470.63,5.129
669810.847,5856470.249,5.246
669810.404,5856469.729,5.597
669810.043,5856469.314,5.597
669809.534,5856468.729,5.324
669809.258,5856468.411,5.011
669808.889,5856467.987,4.699
669808.534,5856467.567,4.621
669808.16,5856467.12,4.816
669807.788,5856466.678,4.777
669807.475,5856466.304,5.011
669807.127,5856465.89,5.715
669806.828,5856465.519,5.754
669806.46,5856465.05,5.636
669806.066,5856464.55,5.285
669805.858,5856464.285,5.949
669805.465,5856463.785,5.715
669805.164,5856463.403,5.207
669804.755,5856462.885,5.207
669804.509,5856462.574,5.676
669804.153,5856462.124,5.754
669803.84,5856461.727,5.832
669803.432,5856461.219,5.597
669803.055,5856460.785,5.988
669802.765,5856460.45,6.105
669802.337,5856459.958,6.574
669802.061,5856459.641,6.261
669801.628,5856459.142,6.105
669801.368,5856458.822,6.183
669800.961,5856458.318,6.222
669800.717,5856458.014,6.105
669800.395,5856457.615,5.519
669800.029,5856457.161,4.972
669799.645,5856456.706,5.636
669799.285,5856456.305,5.129
669798.942,5856455.924,5.715
669798.68,5856455.633,5.48
669798.301,5856455.212,5.793
669798.043,5856454.924,5.91
669797.672,5856454.52,5.558
669797.308,5856454.124,5.558
669796.991,5856453.78,5.285
669796.56,5856453.312,5.402
669796.173,5856452.892,5.129
669795.888,5856452.559,5.207
669795.51,5856452.115,5.207
669795.26,5856451.821,6.066
669794.874,5856451.368,5.324
669794.496,5856450.923,5.168
669794.22,5856450.601,5.676
669793.747,5856450.057,5.246
669793.297,5856449.538,5.949
669792.958,5856449.149,5.949
669792.542,5856448.67,5.676
669792.041,5856448.102,5.597
669791.755,5856447.783,5.207
669791.295,5856447.27,5.324
669790.998,5856446.937,5.558
669790.546,5856446.433,5.48
669790.243,5856446.094,5.988
669789.811,5856445.609,5.988
669789.53,5856445.294,5.715
669789.091,5856444.801,6.418
669788.789,5856444.462,6.418
669788.352,5856443.971,6.691
669788.063,5856443.639,6.301
669787.701,5856443.223,6.457
669787.338,5856442.808,6.261
669786.937,5856442.347,6.379
669786.507,5856441.854,6.418
669786.229,5856441.525,5.832
669785.859,5856441.079,5.676
669785.472,5856440.613,5.402
669785.213,5856440.301,5.832
669784.825,5856439.833,5.949
669784.468,5856439.419,5.871
669784.095,5856439.027,5.558
669783.631,5856438.538,5.285
669783.339,5856438.231,5.09
669782.849,5856437.715,5.402
669782.557,5856437.408,5.168
669782.229,5856437.073,5.207
669781.813,5856436.648,5.285
669781.335,5856436.161,5.285
669781.063,5856435.884,5.129
669780.629,5856435.441,5.285
669780.305,5856435.093,4.777
669779.892,5856434.636,4.621
669779.611,5856434.326,4.621
669779.298,5856433.979,4.386
669778.919,5856433.561,4.504
669778.558,5856433.172,4.855
669778.178,5856432.792,5.051
669777.787,5856432.4,5.051
669777.424,5856432.037,5.676
669777.02,5856431.632,5.832
669776.609,5856431.167,5.754
669776.387,5856430.876,5.871
669776.061,5856430.447,5.441
669775.821,5856430.131,5.48
669775.434,5856429.622,5.636
669775.227,5856429.351,5.636
669774.86,5856428.909,6.222
669774.601,5856428.597,5.715
669774.215,5856428.132,6.144
669773.967,5856427.833,6.183
669773.708,5856427.521,6.261
669773.381,5856427.095,5.754
669772.982,5856426.561,5.363
669772.762,5856426.265,4.426
669772.426,5856425.815,4.972
669772.141,5856425.433,4.504
669771.8,5856424.986,5.011
669771.534,5856424.645,4.972
669771.203,5856424.219,4.855
669770.924,5856423.861,4.699
669770.589,5856423.431,4.074
669770.262,5856423.017,4.933
669769.971,5856422.673,4.933
669769.611,5856422.248,4.855
669769.364,5856421.956,4.269
669769.134,5856421.684,4.816
669768.769,5856421.253,5.402
669768.512,5856420.956,4.738
669768.189,5856420.581,5.011
669767.899,5856420.246,4.543
669767.481,5856419.762,4.308
669767.183,5856419.417,4.308
669766.917,5856419.118,5.129
669766.544,5856418.719,5.051
669766.148,5856418.294,5.168
669765.887,5856418.014,5.285
669765.493,5856417.591,5.519
669765.196,5856417.27,5.246
669764.809,5856416.81,5.715
669764.437,5856416.369,5.636
669764.164,5856416.044,6.301
669763.773,5856415.58,6.066
669763.387,5856415.098,6.379
669763.191,5856414.835,5.949
669762.902,5856414.448,5.871
669762.571,5856414.005,5.715
669762.312,5856413.658,5.793
669762.026,5856413.275,5.754
669761.515,5856412.498,5.754
669761.193,5856412.007,5.793
669760.989,5856411.698,5.793
669760.739,5856411.317,5.363
669760.476,5856410.963,5.363
669760.161,5856410.564,5.832
669759.894,5856410.226,6.066
669759.599,5856409.853,5.832
669759.245,5856409.405,5.949
669758.943,5856409.001,5.168
669758.775,5856408.76,4.699
669758.479,5856408.337,3.996
669758.303,5856408.085,4.191
669758.064,5856407.743,4.699
669757.82,5856407.395,5.207
669757.63,5856407.126,5.09
669757.458,5856406.883,5.441
669757.24,5856406.575,5.363
669757.064,5856406.327,5.246
669756.843,5856406.015,5.363
669756.582,5856405.715,6.261
669756.394,5856405.513,6.105
669756.119,5856405.217,5.832
669755.842,5856404.918,5.636
669755.665,5856404.728,5.793
669755.431,5856404.452,6.066
669755.264,5856404.212,5.597
669755.083,5856403.952,6.574
669754.918,5856403.715,6.457
669754.743,5856403.463,6.301
669754.573,5856403.218,6.222
669754.362,5856402.896,6.34
669754.259,5856402.738,6.144
669754.058,5856402.431,6.066
669753.938,5856402.248,6.183
669753.797,5856402.028,6.535
669753.651,5856401.78,6.34
669753.545,5856401.599,6.613
669753.41,5856401.369,6.535
669753.302,5856401.186,6.027
669753.199,5856401.01,6.379
669753.038,5856400.741,6.418
669752.934,5856400.569,6.535
669752.796,5856400.339,6.652
669752.633,5856400.07,6.457
669752.533,5856399.904,6.34
669752.351,5856399.66,6.222
669752.229,5856399.515,6.301
669752.042,5856399.291,6.144
669751.832,5856399.04,5.754
669751.721,5856398.908,6.73
669751.526,5856398.652,6.027
669751.444,5856398.508,5.871
669751.333,5856398.316,5.715
669751.244,5856398.162,5.871
669751.142,5856397.985,5.676
669751.024,5856397.784,6.105
669750.907,5856397.647,6.301
669750.745,5856397.46,6.222
669750.642,5856397.34,6.027
669750.486,5856397.159,6.261
669750.353,5856397.005,5.832
669750.236,5856396.851,5.871
669750.091,5856396.641,6.73
669749.996,5856396.502,6.691
669749.869,5856396.317,6.652
669749.724,5856396.106,5.871
669749.648,5856395.996,6.34
669749.533,5856395.84,5.91
669749.425,5856395.693,5.715
669749.351,5856395.592,5.48
669749.234,5856395.432,5.207
669749.142,5856395.314,5.48
669749.022,5856395.238,5.441
669748.9,5856395.161,5.207
669748.742,5856395.061,5.129
669748.603,5856394.974,5.051
669748.465,5856394.887,4.035
669748.36,5856394.829,4.386
669748.276,5856394.787,4.816
669748.175,5856394.737,4.504
669748.064,5856394.682,4.269
669748.001,5856394.651,4.465
669747.905,5856394.642,4.621
669747.802,5856394.645,4.972
669747.706,5856394.647,4.777
669747.585,5856394.65,5.09
669747.512,5856394.652,5.207
669747.414,5856394.639,5.011
669747.362,5856394.624,4.816
669747.304,5856394.608,5.324
669747.231,5856394.587,5.363
669747.148,5856394.563,5.48
669747.105,5856394.551,5.363
669747.063,5856394.549,4.347
