X,Y,NDVI,
486201.027215,5011245.021395,793
486207.011025,5011245.021395,854
486212.994835,5011245.021395,794
486218.978645,5011245.021395,690
486177.010005,5011238.9966,899
486182.993815,5011238.9966,906
486188.977625,5011238.9966,897
486195.00242,5011238.9966,889
486201.027215,5011238.9966,883
486207.011025,5011238.9966,885
486212.994835,5011238.9966,878
486218.978645,5011238.9966,868
486152.992795,5011232.971805,896
486158.976605,5011232.971805,914
486165.0014,5011232.971805,911
486171.026195,5011232.971805,917
486177.010005,5011232.971805,927
486182.993815,5011232.971805,920
486188.977625,5011232.971805,914
486195.00242,5011232.971805,902
486201.027215,5011232.971805,884
486207.011025,5011232.971805,889
486212.994835,5011232.971805,882
486218.978645,5011232.971805,880
486128.975585,5011226.987995,847
486135.00038,5011226.987995,876
486141.025175,5011226.987995,899
486147.008985,5011226.987995,924
486152.992795,5011226.987995,926
486158.976605,5011226.987995,923
486165.0014,5011226.987995,924
486171.026195,5011226.987995,927
486177.010005,5011226.987995,923
486182.993815,5011226.987995,921
486188.977625,5011226.987995,924
486195.00242,5011226.987995,921
486201.027215,5011226.987995,895
486207.011025,5011226.987995,885
486212.994835,5011226.987995,879
486218.978645,5011226.987995,876
486225.00344,5011226.987995,843
486104.99936,5011221.004185,838
486111.024155,5011221.004185,865
486117.007965,5011221.004185,888
486122.991775,5011221.004185,897
486128.975585,5011221.004185,906
486135.00038,5011221.004185,905
486141.025175,5011221.004185,914
486147.008985,5011221.004185,923
486152.992795,5011221.004185,929
486158.976605,5011221.004185,921
486165.0014,5011221.004185,926
486171.026195,5011221.004185,932
486177.010005,5011221.004185,928
486182.993815,5011221.004185,931
486188.977625,5011221.004185,927
486195.00242,5011221.004185,916
486201.027215,5011221.004185,901
486207.011025,5011221.004185,882
486212.994835,5011221.004185,871
486218.978645,5011221.004185,862
486225.00344,5011221.004185,838
486087.006945,5011215.020375,857
486092.990755,5011215.020375,869
486098.974565,5011215.020375,878
486104.99936,5011215.020375,884
486111.024155,5011215.020375,906
486117.007965,5011215.020375,909
486122.991775,5011215.020375,916
486128.975585,5011215.020375,912
486135.00038,5011215.020375,909
486141.025175,5011215.020375,915
486147.008985,5011215.020375,922
486155.9847,5011215.020375,928
486165.0014,5011215.020375,930
486171.026195,5011215.020375,933
486177.010005,5011215.020375,923
486182.993815,5011215.020375,920
486188.977625,5011215.020375,917
486195.00242,5011215.020375,906
486201.027215,5011215.020375,909
486210.00293,5011215.020375,914
486218.978645,5011215.020375,883
486225.00344,5011215.020375,837
486062.989735,5011208.99558,830
486068.973545,5011208.99558,837
486074.99834,5011208.99558,847
486081.023135,5011208.99558,873
486087.006945,5011208.99558,886
486092.990755,5011208.99558,898
486098.974565,5011208.99558,902
486104.99936,5011208.99558,903
486111.024155,5011208.99558,916
486117.007965,5011208.99558,923
486122.991775,5011208.99558,910
486128.975585,5011208.99558,906
486135.00038,5011208.99558,910
486141.025175,5011208.99558,918
486147.008985,5011208.99558,928
486158.976605,5011208.99558,910
486165.0014,5011208.99558,901
486171.026195,5011208.99558,913
486177.010005,5011208.99558,928
486182.993815,5011208.99558,930
486188.977625,5011208.99558,919
486195.00242,5011208.99558,930
486201.027215,5011208.99558,920
486207.011025,5011208.99558,910
486212.994835,5011208.99558,909
486218.978645,5011208.99558,873
486225.00344,5011208.99558,847
486152.992795,5011206.003675,924
486038.972525,5011202.970785,819
486044.99732,5011202.970785,832
486051.022115,5011202.970785,844
486057.005925,5011202.970785,853
486062.989735,5011202.970785,868
486068.973545,5011202.970785,866
486074.99834,5011202.970785,872
486081.023135,5011202.970785,890
486087.006945,5011202.970785,914
486092.990755,5011202.970785,929
486098.974565,5011202.970785,920
486104.99936,5011202.970785,917
486111.024155,5011202.970785,918
486117.007965,5011202.970785,917
486122.991775,5011202.970785,915
486128.975585,5011202.970785,912
486135.00038,5011202.970785,920
486141.025175,5011202.970785,924
486147.008985,5011202.970785,921
486158.976605,5011202.970785,925
486165.0014,5011202.970785,928
486171.026195,5011202.970785,930
486177.010005,5011202.970785,919
486182.993815,5011202.970785,911
486188.977625,5011202.970785,908
486195.00242,5011202.970785,909
486201.027215,5011202.970785,900
486207.011025,5011202.970785,877
486212.994835,5011202.970785,869
486218.978645,5011202.970785,876
486225.00344,5011202.970785,858
486231.028235,5011202.970785,810
486014.9963,5011196.986975,827
486021.021095,5011196.986975,848
486029.99681,5011196.986975,852
486038.972525,5011196.986975,873
486044.99732,5011196.986975,892
486051.022115,5011196.986975,898
486057.005925,5011196.986975,901
486062.989735,5011196.986975,883
486068.973545,5011196.986975,882
486074.99834,5011196.986975,918
486081.023135,5011196.986975,928
486087.006945,5011196.986975,930
486092.990755,5011196.986975,928
486098.974565,5011196.986975,919
486104.99936,5011196.986975,922
486111.024155,5011196.986975,925
486128.975585,5011196.986975,924
486135.00038,5011196.986975,922
486141.025175,5011196.986975,918
486147.008985,5011196.986975,926
486152.992795,5011196.986975,930
486158.976605,5011196.986975,919
486165.0014,5011196.986975,908
486171.026195,5011196.986975,896
486177.010005,5011196.986975,863
486182.993815,5011196.986975,887
486188.977625,5011196.986975,909
486195.00242,5011196.986975,915
486201.027215,5011196.986975,923
486207.011025,5011196.986975,921
486212.994835,5011196.986975,910
486218.978645,5011196.986975,895
486225.00344,5011196.986975,880
486231.028235,5011196.986975,871
486119.002568333,5011194.99237167,923
485991.020075,5011191.003165,845
485997.003885,5011191.003165,848
486002.987695,5011191.003165,857
486008.971505,5011191.003165,860
486014.9963,5011191.003165,869
486021.021095,5011191.003165,871
486027.004905,5011191.003165,882
486032.988715,5011191.003165,893
486038.972525,5011191.003165,916
486047.989225,5011191.003165,931
486057.005925,5011191.003165,922
486065.98164,5011191.003165,905
486077.990245,5011191.003165,920
486087.006945,5011191.003165,912
486092.990755,5011191.003165,866
486098.974565,5011191.003165,911
486104.99936,5011191.003165,919
486111.024155,5011191.003165,921
486122.991775,5011191.003165,919
486128.975585,5011191.003165,900
486135.00038,5011191.003165,899
486141.025175,5011191.003165,907
486147.008985,5011191.003165,915
486152.992795,5011191.003165,909
486158.976605,5011191.003165,884
486165.0014,5011191.003165,880
486171.026195,5011191.003165,884
486177.010005,5011191.003165,905
486188.977625,5011191.003165,927
486195.00242,5011191.003165,918
486201.027215,5011191.003165,928
486207.011025,5011191.003165,923
486212.994835,5011191.003165,916
486218.978645,5011191.003165,897
486225.00344,5011191.003165,877
486231.028235,5011191.003165,863
485967.002865,5011185.019355,798
485972.986675,5011185.019355,807
485978.970485,5011185.019355,841
485984.99528,5011185.019355,863
485991.020075,5011185.019355,873
485997.003885,5011185.019355,871
486002.987695,5011185.019355,883
486008.971505,5011185.019355,896
486014.9963,5011185.019355,902
486021.021095,5011185.019355,905
486027.004905,5011185.019355,895
