Longitude,Latitude,DeepEca
-84.8926051,31.0382633,7.3
-84.8926051,31.038225,8
-84.8926034,31.0381866,8.1
-84.8926034,31.03815,7.5
-84.8926016,31.03811,7.3
-84.8926016,31.0380716,7
-84.8926034,31.038035,7.7
-84.8926051,31.0379966,8.2
-84.8926051,31.0379583,8.4
-84.8926083,31.0379183,9.2
-84.8926118,31.03788,9.1
-84.8926133,31.0378416,9.6
-84.8926166,31.0378033,10.9
-84.8926166,31.037765,11.8
-84.8926166,31.0377283,10.2
-84.8926166,31.03769,8
-84.8926183,31.0376516,7.5
-84.89262,31.0376133,7
-84.8926218,31.0375766,7.2
-84.8926234,31.0375383,7.1
-84.8926234,31.0374983,6.9
-84.8926234,31.03746,6.5
-84.8926234,31.0374199,6.2
-84.892625,31.03738,5.3
-84.8926266,31.0373416,4.6
-84.8926284,31.0373033,3.8
-84.89263,31.0372633,2.8
-84.8926334,31.037225,1.5
-84.8926368,31.0371866,1.3
-84.8926401,31.0371483,1.6
-84.8926418,31.0371099,2.3
-84.8926434,31.0370716,3
-84.8926434,31.0370333,3.2
-84.8926434,31.0369933,3.3
-84.8926418,31.036955,3.4
-84.8926418,31.0369166,3.2
-84.8926418,31.0368783,2.8
-84.8926418,31.03684,3
-84.8926449,31.0368,3.7
-84.8926468,31.0367616,5
-84.8926484,31.0367233,4.8
-84.8926484,31.0366833,4.9
-84.8926484,31.0366449,5.1
-84.8926501,31.036605,6.4
-84.8926484,31.0365666,6.7
-84.8926484,31.0365283,6.1
-84.8926501,31.03649,6.2
-84.8926516,31.0364516,7.2
-84.8926534,31.0364116,7.3
-84.8926551,31.0363733,7.8
-84.8926583,31.036335,7.9
-84.8926601,31.0362966,7.2
-84.8926601,31.0362583,6.3
-84.8926601,31.0362183,6.5
-84.8926601,31.03618,6.6
-84.8926601,31.0361416,5.7
-84.8926583,31.0361033,5.8
-84.8926601,31.0360633,6.4
-84.8926601,31.036025,6.9
-84.8926618,31.035985,7.1
-84.8926618,31.0359483,6.2
-84.8926633,31.03591,7.1
-84.8926651,31.03587,6.3
-84.8926668,31.0358316,5.2
-84.8926684,31.0357933,5.2
-84.89267,31.0357533,5.8
-84.8926718,31.035715,5.7
-84.8926751,31.0356766,4.8
-84.8926766,31.0356383,4
-84.8926766,31.0355983,3.6
-84.8926766,31.03556,3.3
-84.8926766,31.03552,4.3
-84.8926766,31.03548,4.5
-84.8926766,31.0354416,6
-84.8926766,31.0354016,6.7
-84.8926766,31.0353633,7.7
-84.8926751,31.035325,5.5
-84.8926751,31.035285,4.3
-84.8926751,31.0352466,4.5
-84.8926734,31.035215,6.4
-84.8926718,31.03519,5.7
-84.8925134,31.035405,8.8
-84.8925134,31.03541,10.2
-84.8925134,31.0354166,8.9
-84.8925116,31.0354283,8.4
-84.8925116,31.035445,7
-84.8925116,31.0354616,7.2
-84.8925134,31.0354816,6.3
-84.8925134,31.0355083,4.2
-84.8925134,31.0355433,4.5
-84.8925116,31.0355816,4.8
-84.8925101,31.0356216,5.2
-84.8925101,31.03566,5.1
-84.8925083,31.0356983,5.7
-84.892505,31.0357383,6
-84.8925034,31.0357766,6.1
-84.8925018,31.035815,5.6
-84.8925,31.0358533,6
-84.8924984,31.0358916,6
-84.8924984,31.0359316,5.4
-84.8924984,31.0359699,5.1
-84.8924968,31.0360083,5.4
-84.8924968,31.0360466,5.8
-84.8924968,31.036085,6
-84.8924968,31.036125,6.5
-84.892495,31.0361633,7.9
-84.892495,31.0362033,7.4
-84.8924934,31.0362416,7.8
-84.8924916,31.03628,8.1
-84.8924884,31.0363183,8.7
-84.892485,31.0363566,7.4
-84.8924834,31.0363966,6.8
-84.8924834,31.036435,7.7
-84.8924818,31.0364733,7.7
-84.8924801,31.0365116,8.3
-84.8924801,31.03655,8.7
-84.8924801,31.0365883,7.9
-84.8924784,31.0366266,6
-84.8924766,31.036665,4.7
-84.8924766,31.0367033,4.8
-84.892475,31.0367433,3.9
-84.8924734,31.0367816,4.5
-84.8924734,31.0368199,4.3
-84.8924718,31.0368583,4.3
-84.8924718,31.0368983,3.9
-84.89247,31.0369366,3.5
-84.8924684,31.036975,3.2
-84.8924668,31.0370133,3.5
-84.8924652,31.0370516,3.4
-84.8924652,31.03709,3.4
-84.8924652,31.0371283,3
-84.8924634,31.0371666,3.4
-84.8924634,31.0372066,3.1
-84.8924634,31.0372449,3.1
-84.8924634,31.037285,3.1
-84.8924634,31.0373233,3
-84.8924634,31.0373616,3.3
-84.89246,31.0374,3.6
-84.8924584,31.0374383,3.8
-84.8924584,31.0374783,5.1
-84.8924568,31.0375166,5.5
-84.8924534,31.037555,5.5
-84.8924534,31.037595,4.5
-84.8924518,31.037635,4.7
-84.89245,31.0376733,5.3
-84.8924484,31.0377116,4.8
-84.8924484,31.03775,5.5
-84.8924466,31.03779,4.9
-84.8924466,31.03783,5.9
-84.892445,31.0378683,6.3
-84.8924434,31.0379083,6.7
-84.8924434,31.0379483,6.7
-84.8924434,31.0379866,6.2
-84.8924418,31.038025,5.8
-84.8924418,31.0380633,4.2
-84.8924384,31.0381016,3
-84.8924368,31.0381416,3.7
-84.892435,31.03818,5.4
-84.8924334,31.0382183,6.1
-84.8924334,31.0382566,7.5
-84.8924316,31.0382966,6.5
-84.8924316,31.038335,6.9
-84.8924316,31.0383733,7.5
-84.8924316,31.0384133,6.1
-84.8924316,31.0384516,5.5
-84.8924316,31.03849,5.1
-84.8924316,31.0385283,4.9
-84.8924316,31.0385666,4.7
-84.8924301,31.0386066,4.7
-84.8924284,31.038645,4.5
-84.892425,31.0386833,4.1
-84.8924218,31.0387233,4
-84.89242,31.0387616,4
-84.8924183,31.0388,4.6
-84.8924168,31.0388383,5.3
-84.8924168,31.0388783,5.5
-84.8924134,31.0389166,6
-84.8924118,31.038955,6.4
-84.8924102,31.038995,5.5
-84.8924083,31.0390316,5.8
-84.8924083,31.03907,5.4
-84.8924066,31.03911,4.5
-84.8924034,31.0391483,4.4
-84.8924,31.0391883,5.2
-84.8923984,31.0392266,5.8
-84.8923984,31.039265,5.5
-84.8923984,31.0393049,6
-84.8924,31.0393433,6.9
-84.8923984,31.0393816,6.9
-84.8923984,31.0394183,7.7
-84.8924,31.0394583,9.8
-84.8924,31.0394966,9.4
-84.8924,31.0395366,9.1
-84.8924018,31.039575,9.1
-84.8924,31.0396133,8.4
-84.8924,31.0396516,9.3
-84.8924,31.03969,8.2
-84.8923984,31.0397283,7.2
-84.8923968,31.0397666,6.7
-84.8923934,31.0398049,6.5
-84.8923884,31.0398433,6.2
-84.8923834,31.0398816,6.1
-84.8923785,31.0399199,6.3
-84.8923718,31.0399583,8.6
-84.8923668,31.0399949,9.1
-84.8923618,31.0400266,8.5
-84.8923584,31.0400483,8.1
-84.8923568,31.040065,7.3
-84.8923568,31.040075,7.1
-84.8923551,31.04008,6.6
-84.8923551,31.040085,6
-84.8923568,31.040095,6
-84.8923568,31.04011,5
-84.8922066,31.04021,4.4
-84.8922084,31.0402083,4.9
-84.8922101,31.0402066,5.8
-84.8922101,31.0401866,8.4
-84.8922084,31.0401533,15.3
-84.8922084,31.0401183,13.8
-84.8922118,31.040085,10.9
-84.8922151,31.04005,7.6
-84.8922184,31.0400183,6.2
-84.8922199,31.039985,5.9
-84.8922218,31.03995,6.1
-84.8922234,31.0399166,6.3
-84.8922266,31.0398833,6.7
-84.8922284,31.0398516,6.8
-84.8922318,31.0398183,7.6
-84.8922333,31.039785,8.4
-84.8922385,31.0397516,7.6
-84.8922401,31.0397183,8.2
-84.8922401,31.0396866,9.6
-84.8922418,31.0396516,9.1
-84.8922418,31.0396166,9.7
-84.892245,31.0395766,10.1
-84.8922484,31.0395366,9.7
-84.8922484,31.0394983,8.6
-84.89225,31.03946,8.6
-84.8922516,31.0394233,9.7
-84.8922534,31.0393833,7.7
-84.892255,31.039345,8
-84.8922566,31.0393066,7.4
-84.8922566,31.0392666,7.1
-84.8922584,31.0392283,7
-84.8922601,31.03919,6.8
-84.8922618,31.0391516,7
-84.8922651,31.0391133,6.6
-84.8922668,31.0390733,5.1
-84.8922668,31.0390333,4.6
-84.8922668,31.038995,4.1
-84.8922668,31.0389566,3.7
-84.8922651,31.0389166,4.1
-84.8922634,31.0388783,3.8
-84.8922634,31.03884,4.1
-84.8922634,31.0388016,3.6
-84.8922651,31.0387616,3.4
-84.8922668,31.0387233,3.8
-84.8922684,31.038685,3.7
-84.8922718,31.0386483,3.3
-84.8922718,31.03861,4.1
-84.8922734,31.03857,3.9
-84.892275,31.0385316,4.2
-84.8922766,31.0384916,4.9
-84.8922766,31.0384533,4.8
-84.8922801,31.038415,5.4
-84.8922801,31.0383766,4.7
-84.8922816,31.0383383,5.9
-84.8922816,31.0383,5.8
-84.8922833,31.0382616,5.9
-84.8922833,31.0382233,6
-84.8922833,31.038185,6.2
-84.8922833,31.0381466,5.4
-84.8922833,31.0381066,5.5
-84.8922833,31.0380683,5.7
-84.8922833,31.0380283,5.3
-84.8922851,31.03799,4.9
-84.8922851,31.0379499,4.8
-84.8922883,31.0379116,5.4
-84.8922901,31.037875,4.9
-84.8922934,31.0378366,4.6
-84.8922968,31.0377983,4.1
-84.8922968,31.03776,4
-84.8922984,31.0377233,4.6
-84.8923,31.037685,5.1
-84.8923,31.0376466,4.8
-84.8923016,31.0376066,4.9
-84.8923034,31.0375683,4.6
-84.8923066,31.03753,3.7
-84.8923066,31.0374916,4.4
-84.8923084,31.0374516,4.6
-84.8923101,31.0374133,3.7
-84.8923118,31.037375,3.7
-84.8923118,31.0373366,3.6
-84.8923118,31.0372983,3.6
-84.8923133,31.0372599,4.1
-84.8923133,31.03722,4.9
-84.8923151,31.0371833,4.7
-84.8923151,31.037145,4
-84.8923151,31.0371066,4.2
-84.8923168,31.0370683,4.7
-84.8923184,31.0370283,4.9
-84.8923199,31.03699,4.8
-84.8923218,31.0369516,4.8
-84.8923218,31.0369116,4.2
-84.8923234,31.0368733,4.6
-84.8923234,31.036835,4
-84.8923251,31.0367966,3.5
-84.8923284,31.0367583,3.6
-84.89233,31.03672,3.7
-84.8923318,31.0366799,3.6
-84.8923333,31.0366416,3.9
-84.8923318,31.0366033,4.1
-84.8923318,31.036565,4.3
-84.8923318,31.0365266,4.1
-84.8923333,31.0364866,3.9
-84.8923333,31.0364483,3.9
-84.8923333,31.03641,3.7
-84.8923351,31.0363716,4.3
-84.8923351,31.0363316,4.8
-84.8923368,31.0362933,5.2
-84.8923368,31.036255,4.8
-84.8923385,31.0362166,4.7
-84.8923401,31.0361783,5.5
-84.8923418,31.03614,5.6
-84.8923434,31.0361,6.4
-84.892345,31.0360616,7
-84.892345,31.0360233,6.5
-84.8923484,31.0359866,7.2
-84.89235,31.0359466,7.8
-84.89235,31.0359083,6.6
-84.8923518,31.0358683,5.8
-84.8923534,31.03583,4.9
-84.8923551,31.0357916,4.3
-84.8923551,31.0357533,3.9
-84.8923551,31.0357133,4.6
-84.8923534,31.035675,5.3
-84.8923534,31.0356366,5.7
-84.8923518,31.035605,5
-84.8923518,31.0355816,6.1
-84.8923518,31.035565,6.3
-84.89235,31.0355533,6.2
-84.8921901,31.0356383,5.3
-84.8921901,31.035655,5.2
-84.8921884,31.035675,4.9
-84.8921851,31.0357033,5.5
-84.8921833,31.0357383,6
-84.8921818,31.0357766,5.2
-84.8921801,31.0358166,5.1
-84.8921784,31.035855,5.5
-84.8921768,31.0358933,5.9
-84.892175,31.0359316,6.2
-84.8921734,31.0359716,6.4
-84.89217,31.0360116,5.7
-84.8921684,31.03605,6
-84.8921684,31.03609,5.6
-84.89217,31.0361283,5
-84.89217,31.0361666,4.5
-84.8921684,31.0362066,3.7
-84.8921684,31.0362449,3.5
-84.8921684,31.0362833,2.9
-84.8921684,31.0363216,2.7
-84.8921684,31.03636,2
-84.8921668,31.0363983,1.6
-84.8921649,31.0364366,2
-84.8921634,31.036475,2.7
-84.8921616,31.0365133,3
-84.8921601,31.0365533,3.2
-84.8921584,31.0365916,2.7
-84.8921566,31.03663,3.1
-84.8921566,31.0366683,3.3
-84.8921584,31.0367066,3.6
-84.8921584,31.0367449,3.5
-84.8921601,31.0367833,3.4
-84.8921601,31.0368216,3.1
-84.8921584,31.03686,3.6
-84.8921566,31.0368983,4.1
-84.8921566,31.0369366,5.1
-84.8921551,31.0369766,6.2
-84.8921534,31.037015,6.6
-84.8921534,31.0370533,5.6
-84.8921516,31.0370933,4.7
-84.89215,31.0371316,4.5
-84.89215,31.03717,3.2
-84.89215,31.03721,3.9
-84.8921484,31.0372483,3.6
-84.8921468,31.037285,3.1
-84.8921468,31.037325,3.4
-84.8921468,31.037365,3.6
-84.8921452,31.0374033,4.1
-84.8921434,31.0374416,4.6
-84.8921418,31.03748,4.8
-84.8921384,31.0375183,4.7
-84.8921368,31.0375566,4.6
-84.892135,31.037595,4.8
-84.8921334,31.037635,4.3
-84.8921318,31.0376733,4.3
-84.8921318,31.0377133,4.4
-84.89213,31.0377516,4.8
-84.89213,31.03779,5.5
-84.89213,31.0378283,5.2
-84.89213,31.0378683,4.6
-84.89213,31.0379066,4.3
-84.89213,31.037945,4
-84.8921284,31.0379833,3.5
-84.8921284,31.0380216,4.5
-84.8921268,31.0380616,5.5
-84.892125,31.0381,5.2
-84.8921234,31.03814,5.2
-84.8921218,31.0381783,5.6
-84.89212,31.0382183,5.6
-84.89212,31.0382566,5.8
-84.8921166,31.0382949,5.4
-84.8921151,31.038335,5.4
-84.8921134,31.038375,5
-84.89211,31.0384133,4.6
-84.8921084,31.0384516,4.5
-84.8921068,31.03849,4
-84.8921068,31.0385283,4.1
-84.8921068,31.0385666,3.2
-84.8921051,31.0386066,2.7
-84.8921034,31.0386433,2.5
-84.8921034,31.0386833,2.4
-84.8921034,31.0387216,2.8
-84.8921016,31.03876,3.2
-84.8921001,31.0387983,3.2
-84.8921001,31.0388383,3.6
-84.8920984,31.0388766,3.4
-84.892095,31.038915,3.7
-84.892095,31.038955,4
-84.8920934,31.0389933,5.2
-84.8920918,31.0390333,6.1
-84.8920899,31.0390716,5.9
-84.8920883,31.03911,6.8
-84.892085,31.0391483,8.1
-84.892085,31.0391866,8
-84.8920816,31.039225,7.4
-84.89208,31.0392633,7.2
-84.8920784,31.0393016,6.8
-84.8920784,31.0393416,7.7
-84.8920784,31.03938,8.6
-84.8920784,31.0394183,8
-84.8920784,31.0394583,7.6
-84.8920784,31.0394966,7.6
-84.8920784,31.039535,7.4
-84.8920768,31.039575,8.1
-84.892075,31.0396133,8.5
-84.8920734,31.0396516,7.1
-84.8920716,31.03969,4.3
-84.89207,31.0397283,3.7
-84.8920684,31.0397666,4.3
-84.8920668,31.0398066,6.3
-84.8920651,31.039845,7.3
-84.8920651,31.0398849,7.2
-84.8920651,31.0399233,7.1
-84.8920634,31.03996,9.1
-84.8920634,31.0399983,9.1
-84.8920634,31.0400366,9.1
-84.8920616,31.0400766,9.2
-84.8920583,31.040115,8
-84.8920566,31.0401533,8.7
-84.892055,31.0401933,9.1
-84.8920535,31.040225,9.8
-84.8920516,31.0402483,2.9
-84.8920535,31.0402633,8
-84.8920516,31.040275,8.6
-84.8920501,31.04029,8.9
-84.8920483,31.0403033,9.5
-84.8918968,31.0403683,8.5
-84.8918984,31.0403533,10.7
-84.8918984,31.0403333,13.8
-84.8918984,31.0403083,11.6
-84.8919,31.0402733,7.3
-84.8919,31.040235,6.8
-84.8919,31.040195,6.3
-84.8919,31.040155,7
-84.8919034,31.040115,8.5
-84.8919066,31.0400766,8.8
-84.8919101,31.0400383,7.4
-84.8919134,31.04,7.1
-84.8919168,31.0399616,7.5
-84.89192,31.0399233,6.8
-84.89192,31.0398849,7
-84.8919218,31.039845,7
-84.8919218,31.0398066,6.8
-84.8919218,31.0397666,7
-84.8919218,31.0397266,6.4
-84.8919218,31.0396883,6
-84.8919234,31.0396516,7.6
-84.8919234,31.0396133,7.4
-84.8919234,31.039575,7.2
-84.891925,31.0395366,7.7
-84.891925,31.0394966,7.5
-84.8919284,31.0394583,7
-84.89193,31.03942,7.1
-84.8919316,31.03938,7.9
-84.8919316,31.0393416,8.5
-84.8919316,31.0393033,8.3
-84.8919334,31.0392666,6.9
-84.8919351,31.0392283,6.3
-84.8919351,31.03919,5.9
-84.8919384,31.0391516,6.4
-84.8919401,31.0391133,6
-84.8919418,31.0390733,6.5
-84.8919418,31.039035,6.5
-84.8919449,31.0389966,5.9
-84.8919484,31.0389566,5.7
-84.8919516,31.0389183,5.3
-84.8919534,31.03888,5.5
-84.891955,31.0388416,4.5
-84.891955,31.0388033,4.7
-84.891955,31.038765,4.6
-84.891955,31.0387266,3.9
-84.891955,31.0386866,3.9
-84.891955,31.0386483,4.2
-84.891955,31.03861,3.9
-84.8919566,31.0385716,2.9
-84.8919583,31.0385333,3
-84.8919583,31.038495,3.6
-84.8919601,31.0384566,4.5
-84.8919618,31.0384166,5
-84.8919633,31.0383783,5
-84.8919651,31.0383383,5.1
-84.8919668,31.0383,5.4
-84.8919684,31.0382616,5.4
-84.8919684,31.0382233,5.6
-84.89197,31.0381833,4.9
-84.8919718,31.038145,4.4
-84.89197,31.038105,5
-84.89197,31.0380666,5.3
-84.8919684,31.0380283,4.4
-84.8919668,31.0379883,4.1
-84.8919668,31.0379499,3.9
-84.8919668,31.03791,3.8
-84.8919684,31.0378716,3.6
-84.8919718,31.0378333,3.9
-84.8919734,31.037795,4.1
-84.891975,31.0377566,4.7
-84.8919766,31.0377166,4.8
-84.89198,31.0376783,4.2
-84.8919833,31.0376416,4.8
-84.8919851,31.0376016,4.5
-84.8919851,31.0375633,4.5
-84.8919851,31.0375233,4
-84.8919868,31.037485,3.7
-84.8919868,31.0374466,3.2
-84.8919884,31.0374066,3
-84.8919901,31.0373683,3.6
-84.8919918,31.03733,3.1
-84.8919901,31.03729,4
-84.8919918,31.0372533,3.8
-84.8919918,31.0372149,4.3
-84.8919918,31.037175,4
-84.8919934,31.0371366,4
-84.8919968,31.0370983,3.8
-84.8919984,31.03706,3.8
-84.8920001,31.0370216,3.7
-84.8920001,31.0369833,3.3
-84.8920018,31.036945,3.2
-84.8920018,31.0369066,3.6
-84.8920034,31.0368683,3.6
-84.8920051,31.03683,3.8
-84.8920068,31.0367916,3.8
-84.8920068,31.0367516,3.6
-84.8920101,31.0367133,3.4
-84.8920101,31.036675,3.4
-84.8920116,31.036635,3.2
-84.8920116,31.0365949,3.3
-84.8920135,31.0365566,3.5
-84.8920135,31.0365183,3.5
-84.8920151,31.03648,3.9
-84.8920151,31.0364416,3.6
-84.8920135,31.0364033,4
-84.8920135,31.0363633,3.8
-84.8920135,31.036325,3.6
-84.8920151,31.0362866,3.1
-84.8920184,31.0362483,3.5
-84.8920218,31.0362083,4.7
-84.8920268,31.03617,5.9
-84.8920301,31.0361316,6.1
-84.8920334,31.0360933,7.3
-84.8920368,31.0360533,7.2
-84.8920402,31.036015,7.9
-84.8920416,31.035975,6.5
-84.8920434,31.0359366,8
-84.8920416,31.0358966,7.4
-84.8920402,31.0358583,7.6
-84.8920402,31.0358216,7.8
-84.8920384,31.0357916,8.2
-84.8920368,31.0357683,8.6
-84.8920368,31.03575,8.3
-84.8918833,31.0358083,6.4
-84.8918818,31.0358216,8.7
-84.8918784,31.035835,7.5
-84.8918766,31.03585,8.8
-84.8918751,31.0358633,10.2
-84.8918734,31.0358766,10.4
-84.8918718,31.0358866,10.4
-84.8918718,31.03589,9.5
-84.8918718,31.0359033,8.6
-84.8918684,31.0359233,9.3
-84.8918684,31.0359516,9.9
-84.8918668,31.0359883,7.7
-84.8918633,31.0360283,8
-84.8918601,31.0360683,7.3
-84.8918584,31.0361083,6.7
-84.8918566,31.0361466,5.6
-84.8918551,31.036185,6.1
-84.8918534,31.036225,4.9
-84.8918518,31.0362633,4.6
-84.8918484,31.0363033,4.3
-84.8918468,31.03634,4.8
-84.891845,31.0363783,4.1
-84.8918434,31.0364183,4.4
-84.8918418,31.0364566,3.9
-84.8918399,31.036495,4
-84.8918384,31.036535,3.4
-84.8918384,31.036575,4.1
-84.8918384,31.0366133,3.8
-84.8918368,31.0366516,4.3
-84.8918351,31.0366916,4
-84.8918334,31.03673,3.8
-84.8918316,31.0367683,4.2
-84.8918301,31.0368066,4.5
-84.8918284,31.036845,4.1
-84.8918284,31.036885,3.6
-84.8918284,31.036925,3.7
-84.8918301,31.0369633,3.8
-84.8918301,31.0370016,3.7
-84.8918301,31.0370416,4
-84.8918301,31.03708,3.5
-84.8918284,31.0371183,3.7
-84.8918268,31.037155,3.1
-84.891825,31.037195,2.6
-84.8918234,31.0372333,2.7
-84.8918218,31.0372716,2.3
-84.8918218,31.0373116,2.4
-84.8918202,31.0373516,2.7
-84.8918183,31.03739,3
-84.8918168,31.0374283,2.3
-84.8918134,31.0374683,2.2
-84.8918118,31.0375066,2.1
-84.8918101,31.037545,2.3
-84.8918084,31.037585,2.4
-84.8918084,31.0376233,2.4
-84.8918084,31.0376633,2.5
-84.8918068,31.0377,2.5
-84.891805,31.0377383,2.7
-84.8918034,31.0377783,2.8
-84.8918016,31.0378166,2.7
-84.8918016,31.0378566,2.8
-84.8918016,31.037895,2.8
-84.8918016,31.037935,3.4
-84.8918,31.0379733,4.1
-84.8918,31.0380116,4.2
-84.8917984,31.03805,5.1
-84.8917968,31.0380883,5.9
-84.891795,31.0381283,6.4
-84.891795,31.0381666,6.5
-84.891795,31.038205,6.2
-84.891795,31.0382433,6.5
-84.8917934,31.0382816,5.8
-84.8917916,31.03832,6.3
-84.8917934,31.03836,5.4
-84.8917934,31.0383983,5.4
-84.8917916,31.0384366,5.7
-84.8917901,31.038475,6.3
-84.8917901,31.038515,6.8
-84.8917884,31.0385533,7.2
-84.891785,31.0385933,7.2
-84.8917834,31.0386333,6.9
-84.8917816,31.0386716,6.3
-84.8917801,31.03871,7.1
-84.8917782,31.03875,7.7
-84.8917801,31.0387883,7.9
-84.8917782,31.0388266,7.9
-84.8917782,31.038865,7
-84.8917766,31.0389033,6.5
-84.8917751,31.0389416,6.2
-84.8917751,31.03898,6
-84.8917734,31.03902,5.7
-84.8917734,31.0390583,6.5
-84.8917734,31.0390966,7
-84.8917718,31.0391349,6.7
-84.8917718,31.0391733,7
-84.89177,31.0392133,6.9
-84.8917684,31.0392516,7.2
-84.8917651,31.0392883,7.6
-84.8917633,31.0393266,6.9
-84.8917618,31.039365,6.6
-84.89176,31.0394033,7.2
-84.8917584,31.0394433,7.6
-84.8917568,31.0394816,7.7
-84.8917568,31.0395216,7
-84.8917568,31.0395583,7.1
-84.891755,31.0395966,6.4
-84.8917518,31.0396366,5.8
-84.8917484,31.039675,6.2
-84.8917466,31.0397133,5.6
-84.891745,31.0397516,5.4
-84.891745,31.03979,5.5
-84.8917434,31.03983,6.1
-84.8917434,31.0398683,6.5
-84.8917416,31.0399083,6.2
-84.8917416,31.039945,7.3
-84.8917416,31.039985,7
-84.8917401,31.0400233,7.2
-84.8917401,31.0400616,7.4
-84.8917401,31.0401016,7.7
-84.8917384,31.04014,9.4
-84.8917384,31.0401783,10.5
-84.8917368,31.0402166,10.2
-84.891735,31.040255,10.2
-84.8917334,31.0402933,10.9
-84.8917316,31.0403333,10.7
-84.8917301,31.0403716,9.7
-84.8917301,31.0404066,7.7
-84.8917284,31.040435,8.3
-84.891725,31.04046,9.4
-84.8917234,31.0404883,8.1
-84.8917218,31.0405133,9.6
-84.8917184,31.04054,9.1
-84.8917168,31.0405633,10.3
-84.8917168,31.0405883,13.1
-84.89157,31.040635,5.1
-84.89157,31.04062,8
-84.8915734,31.0406066,8.7
-84.891575,31.0405883,12.3
-84.891575,31.0405616,13.3
-84.8915784,31.0405283,16.3
-84.8915784,31.0404883,15.1
-84.8915784,31.0404483,13.4
-84.8915784,31.04041,7.7
-84.8915784,31.0403716,6.1
-84.8915768,31.0403333,6.6
-84.8915801,31.040295,7.2
-84.8915816,31.0402566,8
-84.8915833,31.0402183,8.2
-84.8915868,31.04018,7.9
-84.8915883,31.0401416,6.7
-84.8915934,31.0401033,6.6
-84.891595,31.040065,6.6
-84.891595,31.040025,6.3
-84.891595,31.0399866,6.6
-84.891595,31.0399466,6.3
-84.8915968,31.0399083,7.1
-84.8915968,31.03987,7.6
-84.8915984,31.0398316,7.9
-84.8916,31.0397933,7.9
-84.8916016,31.039755,7.1
-84.8916034,31.0397166,7.6
-84.8916034,31.0396783,8.5
-84.891605,31.03964,7.3
-84.8916066,31.0396,7.6
-84.8916066,31.0395616,6.9
-84.8916066,31.0395233,6.7
-84.8916066,31.0394833,6.5
-84.8916066,31.0394433,5.9
-84.8916083,31.039405,7
-84.8916083,31.0393666,8.3
-84.8916101,31.0393283,8
-84.8916118,31.03929,8.2
-84.8916134,31.0392516,8.3
-84.8916151,31.0392133,7.8
-84.8916168,31.0391766,8.6
-84.8916168,31.0391383,8.2
-84.8916184,31.0391,6.7
-84.8916218,31.0390616,6.8
-84.8916251,31.0390233,6.6
-84.8916284,31.038985,7.4
-84.89163,31.0389466,7.2
-84.8916318,31.0389083,6.8
-84.8916333,31.03887,7.1
-84.8916351,31.03883,7.3
-84.8916351,31.0387916,7.2
-84.8916351,31.0387533,7.9
-84.8916351,31.0387133,7.1
-84.8916333,31.038675,8.4
-84.8916318,31.0386366,9.5
-84.8916318,31.0385983,10.3
-84.8916333,31.03856,10.5
-84.8916351,31.0385216,9.2
-84.8916385,31.0384833,7.9
-84.8916434,31.038445,6.8
-84.8916484,31.0384066,7
-84.8916518,31.0383683,7.7
-84.8916551,31.03833,6.7
-84.8916551,31.0382916,6.2
-84.8916551,31.0382533,5.9
-84.8916551,31.0382133,5.2
-84.8916551,31.0381733,4.7
-84.8916534,31.038135,4.6
-84.8916534,31.0380966,4.1
-84.8916534,31.0380583,4.1
-84.8916518,31.03802,3.6
-84.8916518,31.03798,2.7
-84.8916518,31.0379416,3
-84.8916534,31.0379016,3
-84.8916551,31.0378633,3.2
-84.8916568,31.037825,2.7
-84.8916568,31.037785,2.2
-84.8916584,31.0377466,2.2
-84.8916601,31.0377083,2.5
-84.8916618,31.03767,2.8
-84.8916634,31.0376316,3.4
-84.8916652,31.0375933,3.3
-84.8916668,31.037555,2.9
-84.8916684,31.0375166,3.4
-84.8916684,31.0374766,4.5
-84.8916702,31.0374383,4.7
-84.8916718,31.0373983,4.3
-84.8916718,31.03736,3.6
-84.8916718,31.0373216,2.8
-84.8916718,31.0372833,2.2
-84.8916718,31.0372449,2
-84.8916734,31.0372066,2.4
-84.8916751,31.0371683,2.4
-84.8916766,31.03713,2.3
-84.8916801,31.0370916,2.3
-84.8916818,31.0370533,2.3
-84.8916834,31.037015,3
-84.891685,31.0369766,3.5
-84.891685,31.0369383,3.4
-84.8916868,31.0368999,3.6
-84.8916868,31.0368616,3.9
-84.8916884,31.0368233,4.2
-84.8916884,31.0367833,4.4
-84.8916884,31.0367449,3.9
-84.8916884,31.0367066,4.5
-84.8916901,31.0366683,3.4
-84.8916901,31.03663,3.1
-84.8916916,31.0365916,2.9
-84.8916934,31.0365533,2.7
-84.8916934,31.036515,2.7
-84.891695,31.0364766,3
-84.8916968,31.0364383,3.7
-84.8916968,31.0364,4.8
-84.8916968,31.0363616,5.4
-84.8916984,31.0363216,5.5
-84.8916984,31.0362833,6.2
-84.8917,31.0362449,6.3
-84.8917034,31.0362083,7.9
-84.891705,31.03617,8.4
-84.8917083,31.03613,10.5
-84.8917102,31.0360916,11.6
-84.8917118,31.0360583,11.5
-84.8917118,31.0360333,12.3
-84.8917149,31.0360133,12.1
-84.8917168,31.0359983,10.8
-84.8917168,31.035985,10.8
-84.8917168,31.0359733,10
-84.8915484,31.0360716,8.1
-84.8915468,31.036085,7.2
-84.8915468,31.0361016,9
-84.8915433,31.0361233,7.1
-84.8915418,31.036155,8.9
