X,Y,Z
22.73869925,39.26482172,58.25
22.73883799,39.26482181,85.88
22.73862287,39.26482178,48.38
22.73869972,39.26482207,58.63
22.73870031,39.26482243,58.63
22.7386565,39.26482254,55.13
22.7386237,39.26482285,49.13
22.73879988,39.26482292,82
22.73876987,39.26482301,78.25
22.73870983,39.2648231,72.13
22.73883907,39.26482315,83.38
22.73865675,39.26482353,57.25
22.73870196,39.26482366,60.88
22.73862477,39.26482401,50.25
22.7387706,39.26482444,81.75
22.73880108,39.26482453,84
22.73884003,39.26482457,83.63
22.73870268,39.26482464,64.5
22.73865748,39.26482469,59.38
22.73862561,39.26482516,51.5
22.73871104,39.26482515,71.63
22.73870352,39.26482562,65.88
22.7388411,39.26482582,84.13
22.73865821,39.26482603,61.63
22.7388024,39.26482622,84.75
22.73862669,39.26482632,51.75
22.73870435,39.2648266,67.25
22.73871236,39.2648272,72.5
22.73884206,39.26482725,83.38
22.73865893,39.26482728,64.25
22.73877217,39.2648273,79.5
22.73870519,39.26482758,67.38
22.73880383,39.264828,83.75
22.73877325,39.26482846,79.13
22.73870602,39.26482856,67.63
22.73862848,39.26482854,56.13
22.73865966,39.26482862,66.38
22.73884314,39.26482858,83.63
22.73871357,39.26482926,72.13
22.73870674,39.26482945,67.88
22.73880515,39.26482969,84.75
22.73877432,39.26482979,78.75
22.73866039,39.26482987,67.75
22.7388441,39.26482992,82.88
22.73862933,39.26483024,58.25
22.73870758,39.26483043,70.75
22.7387754,39.26483104,78.25
22.73866111,39.26483112,68.13
22.73871466,39.26483113,72.63
22.73884506,39.26483126,82.75
22.73880647,39.26483147,85.5
22.7386303,39.26483185,58.63
22.73877647,39.26483228,78.38
22.73866184,39.26483237,69.63
22.73870997,39.26483336,71.38
22.73863115,39.26483346,62
22.73877766,39.26483362,78.75
22.73866257,39.26483371,71.13
22.73884698,39.26483402,80.88
22.73871092,39.26483425,71.63
22.73880828,39.26483424,84.13
22.73877862,39.26483477,77.38
22.73866329,39.26483496,71.88
22.73863212,39.26483507,62.38
22.73871175,39.26483514,71.25
22.73884771,39.26483536,81.5
22.73880912,39.26483567,85.38
22.7387127,39.26483603,73.13
22.73877969,39.26483602,77
22.73871769,39.26483622,75.38
22.73863297,39.26483668,64.75
22.73884833,39.2648367,80.25
22.73871365,39.26483691,73.88
22.73881009,39.2648371,85.63
22.73878077,39.26483735,77.25
22.73871448,39.2648378,73.13
22.73871877,39.26483783,75.88
22.73884894,39.26483796,80.25
22.73863382,39.2648382,64.13
22.73866524,39.26483845,73.38
22.73881093,39.26483852,86.5
22.73878184,39.2648386,76.88
22.73871543,39.26483878,70.38
22.73884966,39.2648393,78.63
22.73871962,39.26483944,76.75
22.73863479,39.26483989,67.5
22.7387828,39.26483985,75.63
22.73881178,39.26483995,86.25
22.73866608,39.26483997,74.25
22.73871687,39.26484056,71.13
22.73885028,39.26484064,81.75
22.73872059,39.26484104,78
22.73878364,39.264841,77.25
22.73881274,39.26484138,85
22.73863564,39.2648415,68.63
22.73871724,39.26484173,72.38
22.73866706,39.26484175,75.38
22.73885101,39.26484198,82.38
22.7387846,39.26484225,77.13
22.73872155,39.26484265,79
22.73881359,39.26484281,85.38
22.73871762,39.2648428,74.25
22.73863661,39.2648432,70.25
22.73885173,39.26484332,81.75
22.73866803,39.26484345,76.13
22.73878556,39.2648435,76.5
22.73871799,39.26484388,75.88
22.73881455,39.26484424,84.25
22.73872252,39.26484426,81.88
22.7386378,39.26484444,75.63
22.73878652,39.26484484,78.5
22.73871837,39.26484504,75.13
22.73866888,39.26484506,77.38
22.73863887,39.26484551,78.13
22.73872361,39.26484596,80
22.73878747,39.26484608,79
22.73871874,39.26484612,74.88
22.73859705,39.26484649,70.88
22.73858488,39.2648465,64
22.73864006,39.26484675,80.13
22.73866985,39.26484676,76.63
22.738719,39.26484711,78
22.73878831,39.26484724,79.75
22.73885369,39.26484744,83.5
22.73872457,39.26484756,80.25
22.73859812,39.26484774,71.63
22.73881649,39.26484772,83.13
22.73864125,39.264848,80.38
22.73871937,39.26484818,75.75
22.73857461,39.26484845,63.5
22.73852604,39.26484828,54.38
22.73867081,39.26484846,78.25
22.73878927,39.26484849,81.38
22.73859932,39.26484907,72.63
22.73853974,39.26484906,54.25
22.73864255,39.26484915,80.5
22.73885454,39.26484914,83.25
22.73881758,39.26484969,81.25
22.73858739,39.26484979,65.75
22.73867178,39.26485015,78.63
22.73864374,39.26485039,81.75
22.73852725,39.26485042,58.38
22.73860062,39.26485041,73
22.73872012,39.26485042,79.38
22.73854013,39.26485068,56.88
22.7388554,39.26485083,85.75
22.73881833,39.26484247,79.88
22.73864481,39.26485146,80.88
22.73872664,39.2648515,80.5
22.7385886,39.26485158,67.13
22.73872062,39.26485168,79.25
22.73860182,39.26485183,75.25
22.73879215,39.26485241,82.75
22.73854063,39.26485247,58.63
22.73885625,39.26485244,84.88
22.73852847,39.26485265,60.25
22.738646,39.2648527,80.38
22.73872111,39.26485284,80.25
22.73858991,39.26485327,73
22.73881953,39.26485335,80
22.73860279,39.26485353,76.88
22.73867384,39.26485355,79.63
22.73872774,39.26485364,82.5
22.73864742,39.26485385,83.25
22.73872149,39.2648541,81.63
22.7388571,39.26485414,85.63
22.73854102,39.26485418,61.5
22.73879312,39.26485429,83.88
22.73859053,39.26485461,78.38
22.73852968,39.2648548,63.13
22.73864918,39.26485491,84.5
22.73860387,39.26485531,77.5
22.73872198,39.26485535,81
22.73882062,39.26485532,77.88
22.73867481,39.26485533,81
22.73885796,39.26485584,86.5
22.73872872,39.26485588,83.5
22.73859114,39.26485586,85.63
22.73854153,39.26485597,61.75
22.73865083,39.26485596,83
22.73879422,39.26485625,83.38
22.73872248,39.26485651,82.25
22.73853089,39.26485694,61.25
22.73860484,39.26485701,77.25
22.73865248,39.26485702,81.25
22.73859163,39.26485712,90.38
22.7386759,39.26485712,80.88
22.73882171,39.26485728,77.75
22.73885869,39.26485745,87
22.73854192,39.26485768,65.38
22.73872286,39.26485777,77.63
22.73879519,39.26485795,83.5
22.73872982,39.26485803,84.38
22.73865413,39.26485808,82.63
22.73859213,39.26485837,91.63
22.73853198,39.26485873,62.75
22.73867686,39.26485873,81.63
22.73860593,39.2648588,78.38
22.73872335,39.26485902,83.13
22.73865578,39.26485913,83.13
22.73882269,39.26485916,77.38
22.73854231,39.26485929,71.25
22.73859274,39.26485971,89.13
22.73879616,39.26485983,84.63
22.73853305,39.26485997,62.75
22.73873091,39.26486026,85
22.73865755,39.26486028,83.63
22.73867795,39.26486042,84.13
22.7386069,39.26486049,80
22.7388604,39.26486076,86.5
22.73859324,39.26486106,88
22.73854282,39.26486109,74.5
22.73882378,39.26486113,78
22.73853413,39.26486122,62.25
22.73865919,39.26486133,84
22.73879725,39.2648617,83.88
22.73867904,39.26486221,84.75
22.73873201,39.26486223,84.13
22.73886113,39.26486219,86.75
22.73859385,39.26486231,84.63
22.73860799,39.26486228,81
22.73866084,39.26486239,83.13
22.73853532,39.26486255,66.25
22.73854321,39.2648628,78.75
22.73882475,39.26486292,77.38
22.73849339,39.26486354,64.88
22.73886174,39.26486353,86.25
22.73859434,39.26486356,78.13
22.73879834,39.26486358,84.13
22.73853628,39.26486371,69.38
22.73872544,39.26486386,85.38
22.73868001,39.264864,85.25
22.73860907,39.26486406,84.25
22.73873299,39.26486438,85.13
22.73854395,39.2648645,82
22.73882584,39.2648647,78
22.73859495,39.26486482,81
22.73853735,39.26486496,71.88
22.73886247,39.26486506,85.63
22.73859519,39.26486517,79
22.73849412,39.26486524,66.5
22.73872628,39.2648652,85.63
22.73859531,39.26486535,84.38
22.73859555,39.26486553,86.75
22.73859567,39.26486571,88
22.73868109,39.26486569,85.38
22.73861016,39.26486585,86
22.73859591,39.26486588,87
22.73859603,39.26486606,87.5
22.73854491,39.2648661,79.63
22.7386665,39.26486609,88.5
22.73859614,39.26486615,89
22.73853843,39.26486629,74.63
22.73859638,39.26486633,91
22.73872724,39.26486644,84.75
22.73882692,39.26486649,78.63
22.7388632,39.26486649,85.63
22.73859674,39.26486677,93.63
22.73849474,39.26486676,66
22.73859698,39.26486704,90.25
22.73880028,39.26486707,83.63
22.73859733,39.26486739,87.38
22.73861113,39.26486746,86
22.73853962,39.26486753,75.63
22.73854576,39.26486771,83.38
22.73859769,39.26486766,84.75
22.73872808,39.26486769,82.5
22.73886394,39.26486801,88.38
22.73859804,39.26486801,85.63
22.73882789,39.26486818,80.25
22.73859828,39.26486828,87.13
22.73866934,39.26486839,89.5
22.73849536,39.26486838,67.38
22.73880113,39.26486849,84.63
22.73859864,39.26486864,91.5
22.73854057,39.26486878,77.88
22.73859888,39.2648689,92.5
22.73872904,39.26486903,85.63
22.73868292,39.26486918,89.63
22.73859923,39.26486926,91.25
22.73854661,39.26486923,84.38
22.73886467,39.26486944,88.88
22.73880209,39.26487001,83.63
22.73882898,39.26486997,80.75
22.73849598,39.26487008,71.13
22.73854165,39.26487003,81.38
22.73873001,39.26487037,86
22.73873603,39.26487046,85.63
22.73867229,39.2648706,91.88
22.73854758,39.26487093,84.88
22.73886552,39.26487096,90.38
22.73860067,39.26487104,85.88
22.73868389,39.26487097,89.88
22.73861331,39.26487112,88.63
22.73880294,39.26487144,82.63
22.73854238,39.26487146,83.88
22.73882995,39.26487158,81
22.73873097,39.2648717,85.75
22.73849672,39.26487178,74.88
22.73873713,39.26487251,84.38
22.73854843,39.26487254,84.5
22.73854299,39.26487271,85.38
22.73868475,39.26487285,90.13
22.73860176,39.26487282,85.88
22.73867524,39.2648729,95.38
22.7388039,39.26487287,83.5
22.73861439,39.2648729,89.63
22.73883103,39.26487336,83.25
22.73886697,39.26487373,91.75
22.73854372,39.26487405,85.13
22.7385494,39.26487424,84.63
22.73880475,39.2648743,83.25
22.73873799,39.26487439,85.88
22.73860284,39.26487452,84.88
22.73868572,39.26487463,90.38
22.73861548,39.26487478,90.38
22.73849842,39.26487491,78.75
22.73867784,39.26487493,91.88
22.73886782,39.26487498,93.13
22.73883212,39.26487515,82.13
22.73854433,39.26487539,84.63
22.73873349,39.26487545,84.75
22.73880559,39.26487564,78
22.73855025,39.26487584,86.38
22.73886878,39.26487631,93
22.73860393,39.26487639,84.13
22.73873896,39.26487636,85.75
22.73861656,39.26487639,90
22.73868658,39.26487651,91.75
22.73849939,39.26487651,81.25
22.73873387,39.26487671,84.88
22.73854506,39.26487682,85
22.73883309,39.26487685,79.5
22.73880655,39.26487706,84.75
22.7386808,39.26487714,98
22.7385511,39.26487736,88
22.73886974,39.26487756,93.25
22.73873413,39.26487787,85.63
22.73854579,39.26487816,85.25
22.73868743,39.26487821,93
22.73850024,39.26487821,81.13
22.73860513,39.26487818,83.25
22.73861765,39.26487826,92.88
22.73874006,39.26487842,85.88
22.73883418,39.26487854,78.38
22.73887058,39.26487881,94.25
22.73873451,39.26487904,85.75
22.73855242,39.26487915,86.63
22.7385464,39.26487942,85.38
22.73868375,39.26487944,99
22.73855301,39.26487968,86
22.73850121,39.26487982,81.25
22.73868828,39.26488,94.25
22.73880836,39.26488001,85.13
22.73887142,39.26488006,92.75
22.73860634,39.26488005,85.25
22.73861874,39.26488005,94.13
22.73855361,39.26488021,85
22.73873477,39.26488021,85.88
22.73883515,39.26488033,83.25
22.73874103,39.26488038,85.88
22.73855408,39.26488074,84.38
22.73854701,39.26488076,86
22.73845743,39.2648812,53.13
22.73855456,39.26488128,84.25
22.73873514,39.26488128,86
22.73887238,39.2648814,92.5
22.73850218,39.26488152,79.63
22.73880922,39.26488162,83.38
22.7386867,39.26488165,100.75
22.73855515,39.26488181,85.75
22.73860743,39.26488193,88.88
22.73861983,39.26488192,92.13
22.73883612,39.26488203,83
22.73845838,39.26488226,55.38
22.73874201,39.26488235,88
22.73855563,39.26488234,86.13
22.73873552,39.26488245,87.63
22.73887334,39.26488264,92.88
22.73855622,39.26488287,84.25
22.73868813,39.26488298,98.75
22.73850303,39.26488313,81.25
22.73881019,39.26488341,83.88
22.73854847,39.26488353,88.88
22.73855682,39.2648835,85.25
22.73845946,39.2648836,59.63
22.73862092,39.26488371,92.75
22.73860863,39.2648838,87.5
22.73883709,39.26488381,83.13
22.73887418,39.26488389,89.13
22.73868967,39.26488439,99.25
22.73874298,39.26488432,85.88
22.73855765,39.26488456,85.63
22.73869153,39.26488455,94.5
22.73850388,39.26488465,81.63
22.73846053,39.26488484,62.38
22.73854932,39.26488487,87.75
22.73881115,39.26488501,82.25
22.73887514,39.26488523,85.75
22.73883806,39.26488551,82.5
22.73855849,39.26488554,85
22.73860961,39.26488559,89
22.73869109,39.26488554,101.25
22.73862201,39.26488568,93.38
22.7384616,39.264886,63.5
22.73869261,39.26488615,92.75
22.73855004,39.26488612,89.25
22.73850473,39.26488635,82
22.73887575,39.26488648,87
22.73855921,39.26488661,86.13
22.73881212,39.26488671,80
22.73869251,39.26488688,101.25
22.73846268,39.26488733,62.25
22.73883903,39.2648873,81.88
22.73855089,39.26488737,86.13
22.73873703,39.26488738,86.38
22.73862287,39.26488746,94.75
22.73861058,39.26488756,88.75
22.73869369,39.26488758,93.75
22.73856005,39.26488759,87.75
22.73874492,39.26488771,88
22.73887636,39.26488782,88.63
22.73869405,39.26488829,102.25
22.73881298,39.26488841,83.75
22.73846375,39.26488849,60.25
22.73856089,39.26488866,87.38
22.73855173,39.26488871,88.13
22.73869465,39.2648891,92
22.7387263,39.26488925,86.13
22.73884012,39.26488918,82.5
22.73887709,39.26488916,89.38
22.73874601,39.26488941,89
22.73862384,39.26488943,95.38
22.73861167,39.26488952,90.25
22.73869559,39.26488962,102.5
22.73856172,39.26488973,88.63
22.73846482,39.26488973,62.25
22.73850656,39.26489001,83.63
22.73855246,39.26488996,89.25
22.73881395,39.2648902,84.38
22.73887782,39.26489059,94
22.73869573,39.26489061,93.13
22.73856256,39.2648908,89
22.73884097,39.26489078,81.25
22.73873874,39.26489078,87.25
22.73869701,39.26489086,102
22.73846566,39.26489089,61.25
22.73874698,39.26489111,89.5
22.7385533,39.2648913,90
22.73861277,39.26489149,92.38
22.73862494,39.26489149,96.88
22.7385634,39.26489178,89.38
22.73850742,39.26489189,85
22.73881492,39.26489189,82.88
22.73887844,39.26489194,95.38
22.73846651,39.26489214,62.13
22.73869681,39.26489213,93.38
22.73869855,39.26489219,102.63
22.73884194,39.26489257,82.63
22.73873959,39.26489257,86.63
22.73855414,39.26489255,90.25
22.73874806,39.26489289,90.13
22.73887905,39.26489319,95
22.73846735,39.2648933,61.63
22.73862579,39.26489337,95.63
22.73861386,39.26489346,95.25
22.73881589,39.26489368,84.5
22.73850816,39.26489368,85.25
22.7386979,39.26489373,97
22.73874045,39.26489436,86.13
22.73884291,39.26489436,81.38
22.73846818,39.26489437,61.38
22.73874903,39.26489459,89.63
22.73887978,39.26489462,97.13
22.73870152,39.26489485,100.5
22.73856568,39.26489499,92.75
22.73869898,39.26489516,94.63
22.73881685,39.2648952,84.38
22.73861483,39.26489524,95.88
22.73862689,39.26489542,95.13
22.73850901,39.26489547,86.75
22.73846891,39.26489553,63.63
22.73888051,39.26489596,93.5
22.73874142,39.26489615,86.63
22.73875,39.26489611,90.75
22.73870225,39.26489637,99.38
22.73881781,39.26489645,84.75
22.73855656,39.26489647,92.88
22.73856676,39.26489659,92.63
22.73870006,39.26489667,96.25
22.73846987,39.26489678,66.38
22.73861592,39.26489721,96.88
22.73862786,39.2648973,93.75
22.73850987,39.26489735,89.25
22.73884566,39.26489765,81.63
22.73881877,39.26489778,84.25
22.73875109,39.26489789,90.13
22.73847071,39.26489794,68.5
22.73870299,39.26489807,99.5
22.73856796,39.2648982,91.75
22.73855753,39.26489826,94.25
22.73888185,39.26489882,95.75
22.73881973,39.26489903,84.5
22.73845996,39.26489927,68.63
22.73861701,39.26489918,97.63
22.73851073,39.26489923,90.25
22.73862884,39.26489927,92.25
22.73884721,39.26489934,81
22.73875205,39.26489959,92.5
22.738434,39.26489957,51.38
22.73856892,39.26489971,93.88
22.73870372,39.26489968,100.5
22.73870211,39.26490025,95.13
22.73855862,39.26490023,94.88
22.73882069,39.26490037,84.75
22.7388827,39.26490052,95.75
22.73884852,39.26490076,82.13
22.73874374,39.26490098,86.38
22.73851136,39.2648921,92.25
22.73862981,39.26490124,94.38
22.73843938,39.26490129,49.38
22.73875314,39.26490129,92.38
22.73857012,39.26490132,94.13
22.73847311,39.26490141,68.38
22.73870446,39.26490138,98.13
22.73882153,39.26490153,85.75
22.7387032,39.26490203,93.75
22.73843557,39.26490206,52.88
22.73888332,39.26490214,97.13
22.73855971,39.26490219,96.63
22.73874436,39.26490241,85.13
22.73884995,39.26490245,82.25
22.73844058,39.2649028,52.88
22.73882249,39.26490277,85.63
22.73870519,39.2649029,99
22.73851244,39.26490299,92.25
22.73857121,39.26490292,90.75
22.73861896,39.26490302,92
22.7384742,39.26490311,68.25
22.73870417,39.26490364,93.13
22.73874497,39.26490384,87
22.73888418,39.26490392,94.75
22.7385608,39.26490407,99.13
22.73885138,39.26490405,83.88
22.73882345,39.26490411,84.5
22.73843714,39.26490447,54.63
22.73844201,39.26490449,55.88
22.7385724,39.26490453,93.63
22.73870593,39.2649046,99.5
22.73863152,39.26490473,93.5
22.73851318,39.26490478,92
22.73875497,39.26490486,95.88
22.73847517,39.26490508,68.25
22.73862006,39.26490508,92.25
22.73874559,39.26490527,87.13
22.73882452,39.26490536,85.75
22.73870526,39.26490543,94.88
22.73888492,39.26490563,94.5
22.73885281,39.26490574,83.88
22.73856189,39.26490604,95.13
22.73857349,39.26490622,95.38
22.73844333,39.26490627,58.5
22.73870667,39.26490631,98.38
22.73863238,39.26490642,93.25
22.73851438,39.26490647,92.5
22.7387462,39.26490662,87.38
22.73875582,39.26490674,93.5
22.73847626,39.26490695,67
22.73862103,39.26490695,93.5
22.73843871,39.26490697,56.88
22.73870634,39.26490721,96.25
22.73885424,39.26490735,84
22.73888566,39.26490742,93.5
22.73857457,39.26490774,95.38
22.7387467,39.26490787,88.5
22.7387074,39.26490792,96.63
22.73844476,39.26490796,56.75
22.73856299,39.264908,96.88
22.73863311,39.26490794,93.13
22.73851559,39.26490835,92.5
22.7387568,39.26490862,92.63
22.73839923,39.26490882,29.38
22.73847735,39.26490883,67.75
22.73862201,39.26490901,95.25
22.73885579,39.26490894,84.63
22.73870743,39.264909,95.13
22.73888651,39.26490912,94.38
22.73857554,39.26490935,97.63
22.73874731,39.2649093,87.25
22.7388274,39.26490937,85.13
22.73844028,39.26490947,57.88
22.73870814,39.26490962,99.13
22.73863396,39.26490964,94.5
22.73844608,39.26490966,57.5
22.73856408,39.26490997,99.5
22.73851679,39.26491022,92.5
22.73875777,39.2649105,92.63
22.73839939,39.26491053,32.13
22.7384781,39.26490161,67.25
22.73888725,39.26491082,92.38
22.73870852,39.26491078,99
22.73862298,39.26491089,94.88
22.7385765,39.26491095,98.88
22.73882872,39.26491106,84
22.73870876,39.26491105,101.88
22.73844739,39.26491126,57.38
22.73863482,39.26491143,94
22.73844172,39.26491179,57.88
22.73856517,39.26491193,99.88
22.738518,39.26491201,94.13
22.73874854,39.26491208,88
22.73839955,39.26491224,33.13
22.73875863,39.26491238,91.88
22.73885797,39.26491252,83.5
22.7384793,39.26491249,68
22.73870949,39.26491257,102.63
22.73857736,39.26491256,95.63
22.73870961,39.26491257,100.25
22.73882992,39.26491266,84.38
22.73862396,39.26491286,96
22.73844871,39.26491295,59.25
22.73863579,39.26491313,94.63
22.73874915,39.26491324,87.13
22.73856602,39.26491354,101.63
22.7385192,39.2649137,95.38
22.7383997,39.26491386,36.25
22.73888872,39.26491395,93
22.73875948,39.26491408,90.38
22.73871011,39.26491409,105.63
22.73857821,39.26491417,96.63
22.73883112,39.26491418,84.25
22.73848039,39.26491446,65.63
22.73874975,39.2649144,89.25
22.73885905,39.26491439,84.25
22.73863664,39.26491483,95.25
22.73862494,39.26491491,92.38
22.73856687,39.26491506,102.25
22.73888944,39.26491529,93.88
22.73839986,39.26491557,38.5
22.7385204,39.26491557,95.63
22.73871084,39.26491561,106.75
22.73875037,39.26491565,88.38
22.73857917,39.26491578,94.88
22.73883232,39.26491587,84.63
22.73844449,39.2649159,60.38
22.73876046,39.26491595,90.5
22.73886014,39.26491627,82.5
22.73848148,39.26491634,64.88
22.73845146,39.26491633,60.75
22.73863737,39.26491635,95.38
22.73889017,39.26491645,94.63
22.73862591,39.2649167,92
22.73856784,39.26491676,102.25
22.73871156,39.26491677,97.25
22.73875097,39.26491682,87.13
22.73871146,39.26491714,105.13
22.73844533,39.26491715,60.5
22.73858002,39.2649173,96.75
22.73852161,39.26491736,95.63
22.73883352,39.26491748,83
22.7388909,39.26491779,93.38
22.73848256,39.26491776,66.5
22.73876143,39.26491783,89.5
22.73845196,39.26491786,62.5
22.73875158,39.26491807,88.38
22.73863823,39.26491814,92.75
22.73886112,39.26491823,81.38
22.73856881,39.26491846,102.88
22.73844618,39.26491849,60.38
22.73871219,39.26491866,104.5
22.73858087,39.26491891,96.63
22.7388346,39.26491899,84.13
22.73889162,39.26491895,97.5
22.73871266,39.2649191,94.5
22.73847205,39.26491936,67.88
22.73845234,39.26491929,63.88
22.73852281,39.26491923,95.63
22.73875219,39.26491932,89.25
22.73844714,39.26491991,62.13
22.73863908,39.26491993,91.13
22.7387128,39.26492009,102.5
22.73856966,39.26492016,103.13
22.73886221,39.2649202,83
22.73889223,39.2649202,98.63
22.73858172,39.26492052,95.75
22.7387528,39.26492048,88.5
22.73848471,39.2649207,70.13
22.73845272,39.26492073,65.38
22.73840184,39.26492077,45.38
22.7384481,39.26492125,63
22.73871365,39.26492134,94.63
22.73876349,39.26492141,92.63
22.73889296,39.26492154,99.63
22.73871342,39.26492152,100.38
22.73875329,39.26492165,89.13
22.73857063,39.26492176,103
22.73864006,39.26492181,92.38
22.73886319,39.26492208,85.25
22.73845299,39.26492208,62.75
22.73858269,39.26492212,98.75
22.73848579,39.26492213,71.38
22.738837,39.26492229,84.38
22.7384027,39.26492247,45.13
22.73844895,39.26492268,63.75
22.73889369,39.26492279,99.5
22.73862895,39.26492278,91
22.73876458,39.26492319,92
22.7385716,39.26492346,101.13
22.73845338,39.2649236,62.88
22.73848687,39.26492355,72
22.73871463,39.26492358,97.75
22.73864103,39.26492368,94.88
22.73858366,39.26492391,99.25
22.73886427,39.26492386,86.5
22.73883796,39.26492399,84.5
22.73844991,39.26492402,62.38
22.7385256,39.26492406,95.5
22.73889441,39.26492404,99.63
22.73840344,39.26492426,48.13
22.73862993,39.26492484,91.88
22.73876566,39.26492489,90.88
22.73857245,39.26492498,100.75
22.73845376,39.26492504,67.63
22.73848795,39.26492507,73.75
22.73889514,39.26492521,99.38
22.73845075,39.26492526,64.25
22.73875524,39.26492549,87.5
22.73864189,39.26492547,94.5
22.73883882,39.2649256,85.13
22.73852645,39.26492567,97.25
22.73886536,39.26492583,86.75
22.73871573,39.2649259,99.13
22.73858476,39.26492597,99.5
22.73840429,39.26492605,49.75
22.73870403,39.26492635,102
22.73845414,39.26492639,67.5
22.73848903,39.26492649,75
22.7388961,39.26492654,99.38
22.73876663,39.26492667,92.63
22.73838773,39.26492666,73.5
22.73845171,39.26492669,64.25
22.7385733,39.26492668,97.88
22.73863091,39.26492681,91.88
22.73864274,39.26492726,96.25
22.7387561,39.26492719,89.38
22.73852741,39.26492727,94.63
22.73883979,39.26492729,85.38
22.73840503,39.26492775,52.25
