x,y,Yield
-86.08950000000,31.27540000000,0.00000000000
-86.08950000000,31.27540000000,89.40000000000
-86.08950000000,31.27540000000,96.80000000000
-86.08950000000,31.27540000000,102.60000000000
-86.08950000000,31.27540000000,105.50000000000
-86.08950000000,31.27540000000,102.20000000000
-86.08950000000,31.27530000000,102.30000000000
-86.08950000000,31.27530000000,83.00000000000
-86.08940000000,31.27530000000,95.50000000000
-86.08940000000,31.27530000000,92.60000000000
-86.08940000000,31.27530000000,103.10000000000
-86.08940000000,31.27530000000,112.70000000000
-86.08940000000,31.27530000000,98.80000000000
-86.08940000000,31.27520000000,103.60000000000
-86.08940000000,31.27520000000,109.40000000000
-86.08940000000,31.27520000000,98.60000000000
-86.08940000000,31.27520000000,95.30000000000
-86.08940000000,31.27520000000,87.40000000000
-86.08940000000,31.27520000000,103.60000000000
-86.08940000000,31.27520000000,107.20000000000
-86.08940000000,31.27510000000,104.40000000000
-86.08940000000,31.27510000000,105.40000000000
-86.08930000000,31.27510000000,103.40000000000
-86.08930000000,31.27510000000,99.50000000000
-86.08930000000,31.27510000000,100.10000000000
-86.08930000000,31.27510000000,101.80000000000
-86.08930000000,31.27510000000,88.70000000000
-86.08930000000,31.27500000000,97.00000000000
-86.08930000000,31.27500000000,83.20000000000
-86.08930000000,31.27500000000,89.30000000000
-86.08930000000,31.27500000000,94.30000000000
-86.08930000000,31.27500000000,86.00000000000
-86.08930000000,31.27500000000,80.80000000000
-86.08930000000,31.27500000000,67.10000000000
-86.08930000000,31.27490000000,74.60000000000
-86.08930000000,31.27490000000,79.00000000000
-86.08930000000,31.27490000000,74.20000000000
-86.08920000000,31.27490000000,85.90000000000
-86.08920000000,31.27490000000,91.20000000000
-86.08920000000,31.27490000000,72.50000000000
-86.08920000000,31.27490000000,86.50000000000
-86.08920000000,31.27490000000,82.30000000000
-86.08920000000,31.27480000000,84.60000000000
-86.08920000000,31.27480000000,94.40000000000
-86.08920000000,31.27480000000,83.00000000000
-86.08920000000,31.27480000000,90.90000000000
-86.08920000000,31.27480000000,104.40000000000
-86.08920000000,31.27480000000,98.10000000000
-86.08920000000,31.27480000000,116.30000000000
-86.08920000000,31.27470000000,100.50000000000
-86.08920000000,31.27470000000,115.20000000000
-86.08910000000,31.27470000000,105.90000000000
-86.08910000000,31.27470000000,103.60000000000
-86.08910000000,31.27470000000,104.60000000000
-86.08910000000,31.27470000000,98.10000000000
-86.08910000000,31.27470000000,95.30000000000
-86.08910000000,31.27460000000,95.50000000000
-86.08910000000,31.27460000000,94.70000000000
-86.08910000000,31.27460000000,100.40000000000
-86.08910000000,31.27460000000,97.70000000000
-86.08910000000,31.27460000000,98.40000000000
-86.08910000000,31.27460000000,93.50000000000
-86.08910000000,31.27460000000,84.20000000000
-86.08910000000,31.27450000000,82.70000000000
-86.08910000000,31.27450000000,97.50000000000
-86.08910000000,31.27450000000,84.70000000000
-86.08900000000,31.27450000000,91.50000000000
-86.08900000000,31.27450000000,95.30000000000
-86.08900000000,31.27450000000,79.80000000000
