X		 ,Y			,Z
650015.94,4347643.86,93.25
650023.56,4347644.02,85.13
649982.11,4347643.23,53.13
649993.34,4347643.45,85.50
649981.63,4347643.23,102.00
650004.84,4347643.68,97.88
650003.66,4347643.67,97.00
649988.14,4347643.38,94.88
649995.06,4347643.52,85.50
649989.18,4347643.41,90.50
650000.14,4347643.62,91.63
649976.14,4347643.17,99.63
650023.18,4347644.07,90.13
650009.79,4347643.82,98.00
649999.08,4347643.62,90.13
649983.98,4347643.34,95.63
649982.20,4347643.31,54.13
650011.41,4347643.90,101.63
650015.28,4347643.00,100.25
650026.93,4347644.23,85.50
649982.29,4347643.39,55.88
650009.82,4347643.94,97.88
650016.02,4347644.07,94.25
649988.20,4347643.54,92.38
649989.27,4347643.57,92.00
649995.13,4347643.68,84.50
649999.15,4347643.76,88.50
649993.44,4347643.66,86.38
650003.75,4347643.86,97.88
650015.32,4347644.10,101.13
649982.38,4347643.47,55.38
650000.22,4347643.83,92.88
649976.20,4347643.40,99.38
650004.91,4347643.95,99.63
650009.84,4347644.05,98.88
650026.99,4347644.39,85.63
650023.33,4347644.34,88.75
649982.47,4347643.55,54.00
650015.36,4347644.21,100.00
649999.21,4347643.90,89.00
650023.68,4347644.38,85.63
649989.36,4347643.72,92.00
649988.26,4347643.71,92.13
650011.49,4347644.16,98.38
649984.09,4347643.63,94.38
649995.20,4347643.85,85.63
649982.56,4347643.63,53.38
650003.84,4347644.05,94.38
650016.10,4347644.29,92.75
650009.87,4347644.17,97.75
649993.53,4347643.88,86.63
650000.29,4347644.01,94.88
650027.04,4347644.54,86.50
650015.40,4347644.32,101.50
649982.65,4347643.72,53.38
650023.40,4347644.51,90.50
649976.26,4347643.62,97.88
649981.78,4347643.72,105.50
649989.45,4347643.88,91.63
649988.32,4347643.86,92.25
650004.96,4347644.19,98.63
649995.27,4347644.02,83.88
650023.74,4347644.58,85.38
650015.43,4347644.42,102.50
649982.72,4347643.83,52.50
650003.92,4347644.24,95.63
650027.10,4347644.69,86.38
649993.59,4347644.06,84.75
649984.19,4347643.90,94.88
650009.93,4347644.40,97.13
649989.52,4347644.03,92.63
650015.47,4347644.53,101.38
650000.38,4347644.24,93.00
650023.47,4347644.69,90.00
649988.37,4347644.02,93.50
649982.80,4347643.93,53.63
649995.34,4347644.19,82.63
650009.99,4347644.49,99.00
649976.32,4347643.85,99.63
650023.79,4347644.77,85.13
650015.51,4347644.62,101.00
650027.16,4347644.85,85.50
650004.01,4347644.41,96.25
649982.87,4347644.03,54.13
649993.65,4347644.24,85.63
650005.03,4347644.46,98.25
649989.61,4347644.18,89.50
650010.05,4347644.59,100.63
649988.43,4347644.18,94.50
650023.55,4347644.87,90.88
650015.55,4347644.73,101.75
649995.41,4347644.36,85.13
649982.95,4347644.13,54.50
650000.48,4347644.47,92.63
649981.83,4347644.11,104.75
650027.21,4347645.00,85.38
649999.47,4347644.48,89.00
650010.10,4347644.68,100.38
649984.30,4347644.19,95.38
650004.07,4347644.58,95.00
650023.85,4347644.97,79.75
649976.38,4347644.08,98.13
649989.70,4347644.34,89.63
649993.71,4347644.42,86.00
649983.02,4347644.23,52.63
649988.50,4347644.35,97.88
650010.16,4347644.78,100.25
650016.38,4347644.90,93.25
650023.62,4347645.05,89.25
650011.77,4347644.82,96.63
650027.26,4347645.14,82.75
649995.48,4347644.54,86.00
650005.09,4347644.73,96.25
649983.10,4347644.33,52.63
650004.13,4347644.75,92.75
649999.53,4347644.66,82.50
650010.22,4347644.88,99.63
650000.57,4347644.70,91.63
649989.79,4347644.50,90.13
650023.91,4347645.16,84.75
649993.77,4347644.60,87.75
649988.58,4347644.53,96.88
650015.66,4347645.05,99.88
649976.43,4347644.30,94.63
649983.17,4347644.43,52.25
650011.85,4347644.99,93.38
650010.27,4347644.96,100.50
650027.32,4347645.30,83.25
650023.70,4347645.23,87.00
649984.40,4347644.49,96.38
649995.55,4347644.71,87.00
650016.48,4347645.11,93.25
650004.19,4347644.90,95.75
649989.88,4347644.66,90.00
649999.60,4347644.85,85.25
649983.25,4347644.54,51.63
650010.33,4347645.06,99.13
650023.96,4347645.34,83.75
649993.82,4347644.76,86.38
649981.88,4347644.54,107.50
650005.15,4347644.99,99.13
650015.73,4347645.20,98.25
650000.66,4347644.92,90.25
649988.67,4347644.70,95.63
650011.92,4347645.15,97.50
649983.33,4347644.64,51.50
650010.38,4347645.16,99.00
649995.60,4347644.88,90.00
650023.77,4347645.42,88.50
649976.49,4347644.51,97.13
650004.25,4347645.07,93.88
650016.59,4347645.32,93.63
649983.39,4347644.72,51.75
649999.67,4347645.04,81.13
649993.88,4347644.95,86.25
650015.80,4347645.37,97.38
650024.01,4347645.53,84.25
649988.75,4347644.86,96.75
650011.99,4347645.31,96.25
650027.43,4347645.61,85.88
650000.74,4347645.13,91.13
649983.46,4347644.81,53.13
650023.85,4347645.60,86.75
649995.66,4347645.06,87.88
650004.31,4347645.23,93.13
650010.50,4347645.36,101.13
649976.55,4347644.74,96.00
650005.29,4347645.31,96.50
650016.68,4347645.54,91.63
649983.53,4347644.91,50.88
649999.74,4347645.22,83.50
650015.87,4347645.54,94.25
649990.06,4347645.05,90.75
650027.50,4347645.77,84.13
650012.06,4347645.47,93.25
649993.94,4347645.13,86.63
649988.84,4347645.04,98.25
650024.07,4347645.73,84.50
650010.57,4347645.49,99.38
650004.37,4347645.39,92.13
650023.92,4347645.77,87.75
649981.93,4347644.97,107.88
649983.60,4347644.00,51.25
649995.72,4347645.24,86.88
650000.83,4347645.36,87.00
650005.36,4347645.45,94.25
650012.13,4347645.63,99.25
650010.62,4347645.61,99.13
650015.94,4347645.71,98.50
650027.57,4347645.93,83.88
650016.77,4347645.73,89.13
649983.67,4347645.09,50.25
649976.61,4347644.97,98.50
649999.81,4347645.42,85.50
649993.00,4347645.31,85.63
649988.92,4347645.22,98.25
649990.16,4347645.27,90.25
650024.13,4347645.92,83.50
650004.43,4347645.55,91.13
649984.70,4347645.19,92.88
649983.73,4347645.18,49.13
650023.99,4347645.96,88.38
650005.43,4347645.60,95.88
649995.78,4347645.43,87.38
650010.69,4347645.73,98.63
650027.63,4347646.08,84.00
650012.20,4347645.80,101.38
650016.01,4347645.87,97.88
650000.93,4347645.59,87.38
649983.80,4347645.27,49.50
649989.01,4347645.39,98.25
649999.88,4347645.61,85.38
650016.87,4347645.94,91.38
650004.49,4347645.72,90.25
650005.50,4347645.75,94.63
649976.67,4347645.20,100.38
650010.75,4347645.86,94.25
649983.87,4347645.36,49.38
649990.26,4347645.49,92.50
649995.84,4347645.61,84.63
650024.03,4347646.16,87.00
650024.21,4347646.16,83.38
650027.69,4347646.24,83.63
650012.27,4347645.95,100.38
649984.80,4347645.43,93.88
650016.08,4347646.04,96.50
649981.98,4347645.39,106.38
649994.12,4347645.66,87.38
649989.10,4347645.57,98.13
650001.01,4347645.80,89.75
650010.81,4347645.99,95.38
650005.57,4347645.90,92.75
650016.97,4347646.15,90.50
649984.01,4347645.55,52.38
649995.90,4347645.78,81.63
650027.76,4347646.40,84.75
649976.76,4347645.43,100.25
650012.35,4347646.13,101.50
649990.35,4347645.71,95.13
650024.07,4347646.36,87.25
650010.88,4347646.12,95.38
649984.89,4347645.65,94.75
650024.28,4347646.40,78.88
650004.60,4347646.03,91.88
649984.09,4347645.64,51.13
650005.63,4347646.05,94.13
649994.19,4347645.84,86.50
650000.01,4347645.95,84.75
649989.19,4347645.75,97.38
650001.10,4347646.03,87.63
650010.94,4347646.24,96.38
650027.82,4347646.56,85.50
650017.07,4347646.36,93.13
649984.18,4347645.73,50.38
649995.95,4347645.96,80.25
650016.22,4347646.37,94.63
649976.84,4347645.64,99.38
650005.70,4347646.19,94.63
650004.66,4347646.18,89.63
650000.07,4347646.10,84.00
650024.11,4347646.56,87.75
649990.45,4347645.93,92.88
649984.27,4347645.82,49.38
649994.27,4347646.02,85.88
650012.42,4347646.39,100.00
649982.03,4347645.82,105.63
649984.99,4347645.88,96.63
650024.36,4347646.64,82.50
650027.89,4347646.73,85.75
650016.26,4347646.52,96.88
649984.36,4347645.92,48.75
649996.01,4347646.14,83.50
650005.77,4347646.35,94.50
650004.71,4347646.33,91.63
650000.14,4347646.25,83.38
650024.14,4347646.75,87.00
650011.05,4347646.50,95.13
649989.35,4347646.09,97.63
649976.94,4347645.87,100.88
649994.34,4347646.20,86.25
649984.44,4347646.01,46.75
649990.54,4347646.13,93.13
650027.95,4347646.87,83.50
650016.30,4347646.68,94.25
650005.84,4347646.49,94.63
650004.77,4347646.48,91.75
649985.09,4347646.11,98.88
649984.52,4347646.10,46.00
650000.20,4347646.40,84.13
649996.07,4347646.33,83.75
650012.50,4347646.66,99.63
650024.45,4347646.89,84.00
650011.10,4347646.65,94.88
650001.28,4347646.48,88.13
649989.42,4347646.26,96.38
650024.18,4347646.95,86.63
649994.41,4347646.38,85.75
649984.61,4347646.20,47.25
650016.35,4347646.84,94.00
649990.64,4347646.35,92.88
649977.03,4347646.09,100.88
650017.30,4347646.87,91.13
650004.82,4347646.63,91.63
650000.26,4347646.55,84.25
650005.91,4347646.68,97.88
649982.08,4347646.23,105.38
649984.70,4347646.29,49.00
650011.15,4347646.80,94.25
649996.13,4347646.53,85.13
649985.19,4347646.34,96.88
649989.49,4347646.43,96.38
650012.57,4347646.90,99.25
650001.37,4347646.69,89.75
649994.49,4347646.56,83.63
650024.53,4347647.14,83.75
650016.39,4347646.99,94.13
649984.78,4347646.39,50.75
650024.22,4347647.15,85.88
650004.88,4347646.79,91.38
650000.33,4347646.70,82.50
650011.19,4347646.95,97.00
649990.74,4347646.57,89.50
649977.12,4347646.32,101.25
650005.99,4347646.89,97.63
649984.85,4347646.49,50.50
650017.41,4347647.12,92.25
649989.56,4347646.59,96.88
649996.19,4347646.73,86.50
650028.15,4347647.36,87.13
649994.56,4347646.73,84.13
650004.93,4347646.92,89.50
650000.39,4347646.84,83.25
649985.29,4347646.55,95.38
650016.43,4347647.15,94.88
650011.24,4347647.08,97.38
649984.93,4347646.59,50.38
650024.26,4347647.36,86.13
650001.46,4347646.92,90.13
650024.61,4347647.38,83.13
650012.65,4347647.16,97.50
649989.62,4347646.76,94.75
649984.00,4347646.69,50.63
650004.99,4347647.08,88.50
649982.13,4347646.64,102.88
650000.45,4347646.99,83.13
650006.07,4347647.10,99.50
649977.21,4347646.55,101.63
649996.25,4347646.92,85.63
650016.48,4347647.31,94.88
649994.63,4347646.91,83.63
650011.28,4347647.23,96.63
650028.23,4347647.57,87.13
650017.52,4347647.37,92.63
649985.39,4347646.79,98.13
649985.08,4347646.79,51.25
650024.30,4347647.56,85.88
649990.89,4347646.94,89.25
650001.55,4347647.14,89.50
649989.69,4347646.93,94.25
650000.51,4347647.14,82.38
650024.69,4347647.62,84.25
650016.52,4347647.48,96.63
650011.33,4347647.38,93.25
650006.14,4347647.29,99.50
649985.15,4347646.89,50.75
650012.72,4347647.43,95.88
649994.70,4347647.09,80.00
649996.31,4347647.13,85.25
649977.30,4347646.78,103.13
650028.30,4347647.78,85.50
650000.55,4347647.28,83.13
649985.23,4347646.99,51.88
649989.76,4347647.10,100.63
649990.96,4347647.12,88.50
650017.64,4347647.64,94.13
650011.38,4347647.53,99.00
650016.56,4347647.64,96.13
650001.64,4347647.37,88.88
649994.78,4347647.27,80.25
649985.31,4347647.10,52.38
650006.21,4347647.50,101.25
650024.77,4347647.86,80.88
649996.37,4347647.33,85.13
649982.18,4347647.07,102.88
650000.59,4347647.42,82.88
649977.39,4347646.98,102.38
650028.37,4347647.97,85.38
650012.80,4347647.69,94.63
650005.18,4347647.55,91.38
649989.83,4347647.27,101.25
649991.03,4347647.30,88.50
649985.38,4347647.19,50.88
650024.37,4347647.94,85.25
649985.56,4347647.21,95.63
649994.87,4347647.43,83.00
650000.62,4347647.55,83.25
650001.72,4347647.58,87.63
650017.76,4347647.90,94.13
649985.42,4347647.30,52.00
650006.29,4347647.71,102.50
649996.42,4347647.53,82.88
650016.66,4347647.93,88.88
650011.47,4347647.84,97.13
650005.28,4347647.72,89.88
650028.45,4347648.17,86.25
649989.90,4347647.44,102.63
649991.11,4347647.47,89.63
649977.48,4347647.21,101.00
650024.45,4347648.12,86.88
650000.66,4347647.68,83.38
649985.64,4347647.42,97.00
649994.97,4347647.60,82.13
649985.43,4347647.42,51.13
650012.88,4347647.95,92.75
650016.73,4347648.06,93.50
650011.52,4347647.98,98.25
650001.82,4347647.81,89.75
650006.36,4347647.91,102.38
649996.48,4347647.73,84.88
650005.38,4347647.91,90.50
650024.54,4347648.28,88.88
650000.70,4347647.82,83.25
650017.87,4347648.17,93.50
649985.45,4347647.54,52.13
649991.18,4347647.66,88.00
650028.52,4347648.38,88.13
649982.24,4347647.49,103.75
649995.06,4347647.76,83.50
650016.80,4347648.19,93.63
649985.72,4347647.61,95.00
650011.57,4347648.14,97.50
649985.46,4347647.66,51.00
650000.74,4347647.96,83.75
650024.62,4347648.44,88.25
649990.04,4347647.78,103.63
650025.02,4347648.46,82.38
650005.48,4347648.09,90.13
650001.91,4347648.03,88.75
650016.87,4347648.32,92.38
650017.96,4347648.34,93.13
650006.44,4347648.12,101.75
649996.54,4347647.94,84.38
649991.25,4347647.84,85.13
649995.15,4347647.92,84.63
650028.60,4347648.59,88.38
649985.47,4347647.77,51.00
650000.77,4347648.09,85.25
650011.62,4347648.30,95.38
649985.80,4347647.82,94.00
649977.60,4347647.68,101.75
650024.70,4347648.59,89.25
650016.94,4347648.45,92.38
649990.13,4347647.96,102.38
649982.30,4347647.83,102.88
650005.59,4347648.28,89.00
650025.10,4347648.65,83.25
649985.49,4347647.89,50.88
649995.24,4347648.09,84.38
649996.59,4347648.12,83.38
649991.33,4347648.02,89.00
650006.52,4347648.33,101.13
650013.06,4347648.46,91.00
650000.81,4347648.23,85.63
650011.67,4347648.46,95.75
650017.00,4347648.57,92.75
650028.68,4347648.79,83.50
650024.79,4347648.76,89.38
649985.50,4347648.02,50.75
649985.88,4347648.02,94.75
649977.65,4347647.91,100.25
649990.22,4347648.15,102.50
650005.69,4347648.45,88.75
649995.34,4347648.26,83.00
649991.40,4347648.19,88.25
650025.19,4347648.84,83.50
650017.07,4347648.70,91.38
650013.12,4347648.63,94.63
650011.73,4347648.62,94.38
649985.51,4347648.14,49.63
649996.67,4347648.35,84.00
650024.87,4347648.91,89.00
650028.74,4347648.00,85.38
650002.11,4347648.50,87.88
650018.20,4347648.83,92.88
649982.37,4347648.16,103.13
649985.97,4347648.23,94.13
650017.14,4347648.83,90.63
649990.30,4347648.33,102.50
649995.43,4347648.43,83.88
650005.79,4347648.64,87.63
649985.53,4347648.26,49.13
650025.27,4347649.02,83.75
650006.65,4347648.67,93.75
650011.77,4347648.77,92.38
650013.19,4347648.81,93.25
649977.71,4347648.13,102.00
650024.95,4347649.06,90.88
650000.92,4347648.63,83.13
650028.79,4347649.18,79.88
650018.28,4347648.99,93.38
649985.54,4347648.37,48.25
649996.76,4347648.59,84.75
649995.53,4347648.60,83.25
650002.21,4347648.73,87.13
650005.89,4347648.81,86.25
649990.39,4347648.52,100.50
650011.83,4347648.93,96.75
649986.05,4347648.44,97.00
650006.72,4347648.84,92.50
650025.35,4347649.21,83.50
650013.25,4347648.98,94.38
649991.52,4347648.61,86.50
649977.76,4347648.36,101.88
649985.57,4347648.53,47.63
650018.36,4347649.16,93.38
650001.00,4347648.84,81.25
650028.85,4347649.39,85.75
649982.44,4347648.50,102.75
649995.61,4347648.76,83.38
650011.88,4347649.09,94.63
650005.97,4347648.99,86.63
650013.31,4347649.14,98.88
650025.12,4347649.37,91.63
649990.47,4347648.70,99.75
650006.80,4347649.02,92.25
649996.85,4347648.83,83.00
650017.36,4347649.23,90.63
650002.31,4347648.95,87.25
650025.44,4347649.40,83.25
649986.14,4347648.65,95.25
650018.43,4347649.30,92.75
649985.59,4347648.68,46.75
649991.58,4347648.83,87.25
649995.68,4347648.91,83.38
650025.20,4347649.49,89.88
649977.82,4347648.59,101.25
650006.03,4347649.14,85.88
650028.91,4347649.59,89.63
650001.09,4347649.06,82.38
650017.43,4347649.38,89.25
649990.55,4347648.87,99.88
650013.37,4347649.31,96.38
650006.87,4347649.19,94.25
649986.21,4347648.84,94.13
650025.52,4347649.59,83.50
649985.62,4347648.83,49.38
650018.51,4347649.47,89.63
650025.26,4347649.60,89.13
649996.94,4347649.07,82.63
650002.41,4347649.18,85.63
649982.51,4347648.81,101.25
649995.76,4347649.07,78.75
650011.98,4347649.40,95.88
650006.09,4347649.31,85.50
650017.51,4347649.53,89.88
649991.64,4347649.05,85.88
650006.93,4347649.35,96.38
650013.44,4347649.49,98.13
650025.34,4347649.72,88.13
650028.97,4347649.79,87.63
649990.64,4347649.06,96.75
649977.87,4347648.82,102.50
649985.65,4347648.99,49.63
650001.18,4347649.29,84.75
650018.59,4347649.63,89.25
650025.61,4347649.79,81.50
649995.83,4347649.23,81.88
649986.31,4347649.07,95.13
650017.59,4347649.68,89.75
650012.07,4347649.58,92.25
650006.15,4347649.47,85.63
650025.42,4347649.85,88.88
649997.02,4347649.31,84.25
650002.52,4347649.42,85.75
650007.00,4347649.52,92.75
650013.50,4347649.65,97.00
649985.67,4347649.14,48.50
649990.72,4347649.25,94.13
649991.69,4347649.27,86.13
650018.67,4347649.79,88.38
650029.03,4347649.00,88.88
649995.90,4347649.39,82.38
650001.27,4347649.49,84.50
649982.58,4347649.15,100.50
650025.49,4347649.97,89.63
649977.93,4347649.06,102.75
650017.67,4347649.83,89.63
650006.21,4347649.63,85.50
650012.16,4347649.75,93.25
650007.07,4347649.70,92.38
650013.56,4347649.83,93.38
649985.70,4347649.30,48.00
649986.41,4347649.32,93.75
649997.10,4347649.53,83.50
650018.75,4347649.96,86.13
650002.62,4347649.65,87.00
650025.57,4347650.09,87.38
649995.97,4347649.53,79.88
649990.78,4347649.45,92.50
649991.75,4347649.47,87.25
650017.75,4347649.98,88.13
650025.77,4347650.13,83.75
650029.09,4347650.20,87.00
650006.26,4347649.78,84.75
650012.25,4347649.91,93.25
650001.36,4347649.71,82.50
649977.98,4347649.29,101.00
649985.73,4347649.45,45.88
650025.65,4347650.22,87.75
650007.14,4347649.87,92.13
649996.04,4347649.69,82.75
650017.83,4347650.12,89.88
649982.65,4347649.48,100.50
650006.32,4347649.94,83.75
650025.86,4347650.31,84.00
649997.19,4347649.77,84.25
649986.52,4347649.57,94.38
650029.14,4347650.39,86.25
649990.83,4347649.66,90.38
650002.72,4347649.89,86.50
649991.80,4347649.69,86.88
650012.34,4347650.09,91.75
649985.75,4347649.60,46.38
650007.21,4347650.03,91.88
650013.70,4347650.17,95.88
650001.45,4347649.94,81.25
649996.11,4347649.85,85.88
649978.04,4347649.51,100.13
650025.79,4347650.46,86.75
650006.38,4347650.10,85.63
650025.95,4347650.49,77.13
649990.89,4347649.84,90.75
650012.43,4347650.26,90.63
649986.62,4347649.80,95.63
649997.28,4347650.01,84.75
649991.86,4347649.91,86.38
650013.77,4347650.33,94.75
650018.95,4347650.44,86.13
649996.19,4347650.00,87.75
650017.99,4347650.42,89.38
650007.31,4347650.26,93.38
650025.87,4347650.63,89.13
650006.44,4347650.26,84.00
649982.72,4347649.82,100.63
650026.04,4347650.67,84.13
649978.07,4347649.76,102.50
650012.53,4347650.44,89.50
650029.25,4347650.76,86.88
649985.81,4347649.93,45.25
650018.06,4347650.56,88.88
649990.95,4347650.05,91.25
650019.02,4347650.61,86.38
650013.84,4347650.51,93.75
649991.92,4347650.13,86.50
649986.72,4347650.04,94.88
650025.94,4347650.79,89.00
650006.50,4347650.42,84.88
650001.62,4347650.37,79.63
650007.41,4347650.48,93.88
650029.30,4347650.90,87.00
650026.12,4347650.84,84.00
649996.33,4347650.28,87.13
650018.12,4347650.70,89.50
650012.61,4347650.60,90.25
650019.08,4347650.76,86.88
650013.91,4347650.69,95.00
649985.86,4347650.15,45.13
649991.01,4347650.25,91.63
649996.39,4347650.36,86.63
650002.97,4347650.49,87.88
649978.10,4347650.02,102.25
650006.56,4347650.57,86.38
650026.02,4347650.96,89.13
650029.36,4347651.04,86.63
650018.19,4347650.83,87.63
649982.79,4347650.16,102.38
649991.98,4347650.35,86.25
650001.66,4347650.54,80.25
649997.49,4347650.47,85.50
650026.21,4347651.02,85.00
649996.46,4347650.45,85.63
650012.69,4347650.77,89.00
649986.83,4347650.29,93.38
650007.51,4347650.71,95.63
650019.15,4347650.93,87.00
650013.98,4347650.86,95.00
650018.25,4347650.96,88.50
650006.63,4347650.74,87.25
649996.53,4347650.54,85.75
650026.09,4347651.11,85.75
650029.41,4347651.18,85.13
649991.07,4347650.45,91.75
650003.05,4347650.69,87.25
649985.91,4347650.37,45.38
649997.56,4347650.62,80.88
650012.75,4347650.93,89.38
650026.30,4347651.20,84.50
650001.70,4347650.72,80.13
649978.13,4347650.28,101.38
649996.59,4347650.63,84.25
650019.21,4347651.09,86.88
650018.32,4347651.09,87.38
649992.08,4347650.60,87.88
650014.05,4347651.02,92.00
650029.46,4347651.32,85.63
650026.17,4347651.27,88.00
649986.93,4347650.52,94.50
650006.69,4347650.90,86.63
649996.66,4347650.72,83.50
650007.61,4347650.94,94.25
649997.63,4347650.77,82.00
649991.12,4347650.65,93.00
650003.13,4347650.89,89.00
650012.81,4347651.09,88.88
649985.96,4347650.59,46.75
650026.39,4347651.37,85.63
650018.38,4347651.22,86.88
649996.73,4347650.81,82.75
650001.75,4347650.91,80.13
650019.28,4347651.25,87.50
650029.51,4347651.46,85.88
650014.12,4347651.19,92.50
650026.24,4347651.44,89.00
650006.76,4347651.06,87.25
649978.16,4347650.53,101.25
649996.79,4347650.89,81.63
649997.70,4347650.92,83.13
649992.18,4347650.84,88.50
650012.87,4347651.25,88.88
650018.45,4347651.36,87.75
649987.04,4347650.77,93.63
649991.18,4347650.85,94.75
650007.72,4347651.18,92.13
650029.56,4347651.60,85.75
650003.22,4347651.10,86.88
650026.47,4347651.55,86.00
650019.35,4347651.42,87.38
650001.79,4347651.09,81.63
649986.00,4347650.81,46.00
649982.92,4347650.76,99.75
650026.32,4347651.60,88.63
650006.83,4347651.23,85.75
650014.19,4347651.37,91.88
649997.76,4347651.07,82.38
650012.93,4347651.41,87.75
650029.62,4347651.75,85.38
649978.19,4347650.79,100.25
650019.42,4347651.58,89.13
649991.24,4347651.05,92.25
650026.56,4347651.73,85.13
649996.99,4347651.17,81.63
649992.28,4347651.09,89.25
650003.30,4347651.31,85.25
650001.84,4347651.28,80.88
650026.39,4347651.76,87.75
649997.83,4347651.22,82.13
650006.90,4347651.39,85.50
650007.82,4347651.41,93.13
649983.01,4347650.94,99.88
649987.15,4347651.02,95.88
650018.58,4347651.62,89.00
649986.05,4347651.01,45.25
650012.98,4347651.56,89.50
649997.06,4347651.29,82.88
650018.62,4347651.73,90.38
649991.32,4347651.22,93.75
650026.65,4347651.91,86.75
649997.90,4347651.36,80.63
650006.96,4347651.54,86.88
650026.47,4347651.92,86.38
650001.88,4347651.46,77.88
650003.37,4347651.49,86.50
649978.22,4347651.02,99.88
649983.09,4347651.11,101.50
649997.13,4347651.40,82.25
650013.04,4347651.72,89.50
650007.92,4347651.62,92.75
650018.67,4347651.84,89.88
649986.09,4347651.23,48.50
649992.38,4347651.35,87.75
650014.40,4347651.80,88.75
649997.97,4347651.51,82.38
650026.55,4347652.06,87.00
650026.73,4347652.08,87.13
649991.41,4347651.40,96.13
649997.20,4347651.51,80.00
650007.02,4347651.71,87.50
650029.77,4347652.17,85.50
650001.92,4347651.63,78.88
650018.72,4347651.96,89.00
650019.59,4347651.99,86.63
649983.17,4347651.29,102.25
650013.10,4347651.88,90.00
650003.46,4347651.70,85.38
650026.62,4347652.19,86.50
649997.27,4347651.63,81.13
649978.25,4347651.28,101.00
649987.33,4347651.46,95.25
650008.02,4347651.86,92.38
650018.77,4347652.07,88.63
649986.14,4347651.45,49.13
649992.48,4347651.59,88.50
650026.82,4347652.26,87.75
649991.50,4347651.59,93.75
650014.51,4347652.03,88.75
650029.84,4347652.35,87.13
650001.97,4347651.82,81.63
650013.16,4347652.03,91.13
650019.68,4347652.17,89.13
649983.25,4347651.47,101.75
649997.34,4347651.75,82.50
650026.69,4347652.33,85.50
650018.82,4347652.19,89.38
650003.54,4347651.90,86.38
649998.11,4347651.82,83.38
649997.41,4347651.87,81.88
649987.42,4347651.68,96.25
649991.59,4347651.77,93.13
650026.92,4347652.45,88.25
649986.19,4347651.67,50.63
650018.86,4347652.30,89.75
650013.22,4347652.20,90.88
649978.28,4347651.54,100.13
650026.77,4347652.47,86.00
650029.90,4347652.54,88.13
650002.01,4347652.00,80.63
649983.34,4347651.65,100.00
650014.62,4347652.25,89.75
649992.58,4347651.85,87.25
650019.77,4347652.38,86.75
649998.18,4347651.98,83.13
649997.48,4347651.99,81.88
650018.91,4347652.42,88.88
650007.21,4347652.20,87.25
650008.17,4347652.24,88.38
650002.09,4347652.13,79.75
650026.85,4347652.61,85.75
649991.67,4347651.93,93.25
650013.29,4347652.35,90.13
650027.01,4347652.63,88.75
649986.23,4347651.85,51.50
649983.41,4347651.81,100.63
650029.97,4347652.72,87.63
649997.55,4347652.10,79.88
649987.51,4347651.91,93.75
650018.96,4347652.53,88.00
649998.26,4347652.13,85.38
650019.86,4347652.58,86.88
650014.74,4347652.49,89.38
650002.18,4347652.26,79.25
650026.93,4347652.74,84.63
649992.68,4347652.10,87.63
650007.26,4347652.39,88.00
650013.36,4347652.51,90.13
650008.23,4347652.43,85.50
650003.69,4347652.34,85.50
649991.76,4347652.11,92.38
649986.27,4347652.02,50.63
650027.10,4347652.81,88.63
649997.63,4347652.25,80.88
649983.50,4347651.99,101.63
649998.32,4347652.28,85.63
649978.45,4347651.91,97.50
650030.04,4347652.91,88.13
650002.26,4347652.40,80.25
650026.00,4347652.87,85.00
649987.60,4347652.14,91.50
650019.95,4347652.79,85.88
650013.44,4347652.68,90.25
649997.70,4347652.39,79.75
650007.31,4347652.58,87.63
650014.85,4347652.73,88.88
650008.30,4347652.61,87.88
649991.85,4347652.30,91.75
649986.31,4347652.20,49.38
649998.40,4347652.43,86.13
650002.34,4347652.52,80.25
649992.78,4347652.33,86.63
650027.19,4347652.99,89.25
650003.76,4347652.55,85.13
649983.58,4347652.17,102.13
650027.07,4347653.01,85.25
649978.52,4347652.09,95.50
650019.11,4347652.87,88.50
650030.11,4347653.09,88.50
649997.78,4347652.54,81.88
650013.52,4347652.85,89.63
649987.69,4347652.36,93.50
650002.42,4347652.65,80.13
650020.04,4347652.99,85.50
650007.36,4347652.75,87.75
650008.36,4347652.78,80.75
649998.47,4347652.59,87.13
649991.94,4347652.48,92.88
650027.27,4347653.16,89.63
649986.36,4347652.38,50.25
649983.64,4347652.35,102.13
650019.18,4347653.04,87.25
650014.97,4347652.96,90.25
649978.60,4347652.27,94.50
650030.17,4347653.26,85.75
650003.84,4347652.77,85.13
649997.85,4347652.68,82.63
650002.51,4347652.78,79.25
650013.59,4347653.01,90.63
649998.54,4347652.75,86.13
650007.41,4347652.93,86.88
649978.66,4347652.39,94.88
650008.43,4347652.96,87.25
649987.77,4347652.57,92.88
650020.13,4347653.19,84.38
649986.40,4347652.56,49.50
650027.35,4347653.36,89.63
649983.70,4347652.53,101.63
649992.92,4347652.72,85.13
649997.93,4347652.82,82.50
650019.26,4347653.23,89.75
650002.59,4347652.91,81.63
650030.24,4347653.45,87.25
650015.08,4347653.20,89.50
650027.31,4347653.43,87.38
650013.67,4347653.17,89.75
650003.91,4347653.00,83.75
649998.61,4347652.90,85.13
649992.11,4347652.82,91.50
650007.46,4347653.12,86.50
650008.50,4347653.14,88.25
650020.21,4347653.38,83.63
650002.68,4347653.05,82.13
649998.00,4347652.96,82.00
649986.44,4347652.74,48.88
649987.86,4347652.79,92.38
