X,Y,ec
23.86431956,37.98661412,46.63
23.8643201,37.9866152,46.38
23.86432057,37.98661614,46.38
23.86432104,37.98661709,47.13
23.86432152,37.98661803,48.75
23.86432199,37.98661897,49.13
23.86432252,37.98662005,49.13
23.864323,37.98662099,50.88
23.86434864,37.9866597,63.88
23.86434948,37.98666118,63.38
23.86435033,37.98666267,62.13
23.86435118,37.98666415,61.88
23.86435875,37.98668049,60
23.86435948,37.98668134,61
23.86436021,37.98668219,61.13
23.86436104,37.98668316,61.75
23.86436177,37.98668401,61.75
23.8643625,37.98668486,61.75
23.86436323,37.98668571,62.13
23.86436396,37.98668656,60.88
23.86436479,37.98668753,61.63
23.86436552,37.98668839,61.38
23.86436625,37.98668924,61.5
23.86436698,37.98669009,62.13
23.86436771,37.98669094,62.13
23.86436833,37.98669167,63.75
23.86436833,37.98669167,64
23.86436833,37.98669167,64
23.86436833,37.98669167,62.75
23.86436833,37.98669167,60.25
23.86436833,37.98669167,59.75
23.86437,37.98669433,60
23.86437583,37.98670367,62
23.86437694,37.98670554,63.5
23.86437748,37.98670663,63.13
23.86437796,37.98670759,63.13
23.86437843,37.98670854,64.13
23.86437891,37.98670949,63.38
23.86437939,37.98671044,64.13
23.86437993,37.98671153,62.75
23.86438041,37.98671248,63.75
23.86438088,37.98671344,62.75
23.86438136,37.98671439,63.5
23.86438184,37.98671534,62.5
23.86438238,37.98671643,62.25
23.86438286,37.98671738,62
23.86438333,37.98671833,60.88
23.86439342,37.98673181,62.63
23.864394,37.98673283,62.75
23.86439583,37.98673604,62.13
23.86439642,37.98673706,61.63
23.864397,37.98673808,62.25
23.86439767,37.98673925,61.88
23.86439825,37.98674027,62
23.86439883,37.98674129,61.88
23.86439942,37.98674231,61
23.86443525,37.98680908,60.38
23.86443613,37.98681171,58.63
23.86443642,37.98681258,58.63
23.86443671,37.98681346,59.5
23.86443704,37.98681446,60.5
23.86443733,37.98681533,61.13
23.86443763,37.98681621,60.63
23.86443792,37.98681708,60.75
23.86443825,37.98681808,59.5
23.8644454,37.98682687,64.88
23.86444611,37.98682722,66.13
23.86444692,37.98682763,65.5
23.86444763,37.98682798,65.25
23.86444833,37.98682833,66.38
23.86444904,37.98682869,67.88
23.86444975,37.98682904,67.13
23.86445046,37.98682939,67.88
23.86445126,37.9868298,68.88
23.86445197,37.98683015,69.5
23.86445268,37.98683051,70
23.86445338,37.98683086,71.25
23.86445419,37.98683126,71
23.8644549,37.98683162,72.75
23.86445913,37.98683108,74.13
23.86445995,37.98683096,75.25
23.86446078,37.98683084,76.38
23.8644616,37.98683072,77.88
23.86446254,37.98683059,78
23.86446337,37.98683047,78.38
23.86446419,37.98683035,79.75
23.86446502,37.98683024,78.88
23.86446584,37.98683012,79.63
23.86449009,37.9868041,56
23.86448945,37.98680259,56.75
23.8644888,37.98680108,57.25
23.86448151,37.98679141,59
23.86448114,37.9867908,58.38
23.86448078,37.98679019,59.38
23.86448042,37.98678958,60.25
23.86448,37.98678889,59.75
23.86447963,37.98678828,59.63
23.86447927,37.98678767,59.13
23.86447891,37.98678707,58.75
23.86447854,37.98678646,59.13
23.86447813,37.98678576,59.38
23.86447776,37.98678516,59.38
23.8644774,37.98678455,59.25
23.86447703,37.98678394,58.88
23.86447667,37.98678333,58.63
23.86445783,37.98675257,65.38
23.86445597,37.98674979,62.25
23.86445538,37.9867489,62.25
23.86445479,37.98674802,62.25
23.8644542,37.98674713,63.75
23.86445361,37.98674624,64.5
23.86445293,37.98674523,64.88
23.86445234,37.98674435,64.25
23.86445175,37.98674346,65
23.86445116,37.98674273,64.75
23.86445057,37.98674202,64.13
23.86444998,37.98674131,64.88
23.86444931,37.98674051,65.13
23.86444872,37.9867398,65.25
23.86444813,37.98673909,64.5
23.86444754,37.98673838,63.88
23.86444695,37.98673768,64
23.86444628,37.98673687,64
23.86444569,37.98673616,64.63
23.8644451,37.98673545,64.75
23.86444451,37.98673475,65.5
23.86444392,37.98673404,66.13
23.86442993,37.98670655,61.75
23.86442946,37.98670572,62
23.86442899,37.9867049,60.75
23.86442845,37.98670396,61.88
23.86442798,37.98670313,62.25
23.86442751,37.98670231,62.75
23.86442704,37.98670148,62.63
23.86442656,37.98670066,63.38
23.86442603,37.98669971,63
23.86442556,37.98669889,63.63
23.86442509,37.98669806,63.13
23.86442461,37.98669724,63.75
23.86442414,37.98669641,64.88
23.86442367,37.98669559,65.13
23.86440958,37.98666406,68.13
23.86440783,37.98666013,68.88
23.86440717,37.98665862,68.38
23.86440658,37.98665731,68.75
23.864406,37.986656,68.25
23.86440542,37.98665469,67.75
23.86440483,37.98665338,67.5
23.86440417,37.98665188,67.88
23.86440358,37.98665056,67.38
23.86438104,37.98661323,63.38
23.86438051,37.98661242,63.38
23.86438003,37.98661172,62.88
23.86437956,37.98661101,63.25
23.86437909,37.9866103,63.63
23.86437862,37.9866096,63
23.86437815,37.98660889,62.5
23.86437761,37.98660808,61.38
23.86437714,37.98660737,60.5
23.86437667,37.98660667,61
23.86435111,37.98656537,51.13
23.86434843,37.9865591,49.38
23.86434778,37.98655759,49.88
23.86434713,37.98655608,49.75
23.86430303,37.98648252,51
23.86430267,37.98648156,51
23.86430231,37.98648061,50.88
23.86430195,37.98647966,52.25
23.8643016,37.98647871,52.38
23.86430119,37.98647762,52.88
23.86430083,37.98647667,52.75
23.86430048,37.98647571,52.75
23.86430012,37.98647476,53.75
23.86429976,37.98647381,53.25
23.86429935,37.98647272,53.13
23.864299,37.98647177,55
23.86429864,37.98647082,55.13
23.8642915,37.98645637,55.38
23.86429099,37.98645549,55.25
23.86428914,37.98645224,55.5
23.86428855,37.9864512,54.88
23.86428787,37.98645002,53.38
23.86428728,37.98644899,52.63
23.86428669,37.98644795,52.38
23.8642861,37.98644692,52
23.86428551,37.98644589,52.13
23.86424975,37.98636399,35.5
23.86424882,37.98636027,37.63
23.86424852,37.98635909,36.25
23.86424823,37.98635791,36.5
23.86424793,37.98635673,36.88
23.86424764,37.98635555,37.75
23.8642473,37.9863542,37
23.864247,37.98635302,36.75
23.86424667,37.98635167,38.13
23.86423331,37.98632987,33.75
23.86423316,37.98632896,34.88
23.8642327,37.98632623,34.38
23.86423253,37.98632519,35.38
23.86423238,37.98632429,35
23.86423223,37.98632338,34.38
23.86423208,37.98632247,34.38
23.86423193,37.98632156,34.13
23.86423175,37.98632052,34
23.8642349,37.98630704,33.63
23.86423573,37.98630671,29.75
23.86423646,37.98630642,32.88
23.86423719,37.98630612,33.75
23.86423792,37.98630583,33.75
23.86423865,37.98630554,31.5
23.86423948,37.98630521,33.75
23.86426052,37.98630188,40.75
23.86426281,37.98630279,40.13
23.86426344,37.98630304,40.25
23.86426427,37.98630337,39.38
23.864265,37.98630367,40.63
23.86426573,37.98630396,40.25
23.86426646,37.98630425,38
23.86426719,37.98630454,39.38
23.86426802,37.98630488,41.5
23.86427514,37.98631367,39.38
23.8642754,37.98631434,40.25
23.86427564,37.98631493,40.38
23.86427588,37.98631552,41.38
23.86427611,37.98631611,41.38
23.86427635,37.9863167,40.63
23.86427662,37.98631737,39.38
23.86427685,37.98631796,39.75
23.86427709,37.98631855,40.25
23.86427732,37.98631914,39.63
23.86427756,37.98631973,39.38
23.86427783,37.9863204,37.63
23.86427806,37.98632099,38.88
23.86427833,37.98632167,38.63
23.86428394,37.98633061,40.25
23.86428465,37.98633131,40
23.86428535,37.98633202,40.63
23.86428606,37.98633273,40.88
23.86428687,37.98633354,39
23.86428757,37.98633424,38.75
23.86428828,37.98633495,39.5
23.86428899,37.98633566,39.38
23.8642897,37.98633636,39.75
23.86429051,37.98633717,39.25
23.86429121,37.98633788,40.5
23.86429192,37.98633859,39.63
23.86429263,37.98633929,41.13
23.86430928,37.98636922,51.75
23.86430987,37.98637055,51.5
23.86431046,37.98637188,50.88
23.86431114,37.9863734,50.13
23.86431173,37.98637473,49.75
23.86431232,37.98637605,49.63
23.86431291,37.98637738,49.38
23.86432849,37.98641369,37.38
23.8643289,37.98641464,39.13
23.86432925,37.98641548,39
23.86432961,37.98641631,38.63
23.86432997,37.98641714,39
23.86433032,37.98641798,38.13
23.86433073,37.98641893,38.38
23.86433109,37.98641976,37.75
23.86433145,37.9864206,38.88
23.8643318,37.98642143,37.88
23.86433216,37.98642226,37.88
23.86433257,37.98642321,38
23.86433292,37.98642405,38
23.86433333,37.986425,36.5
23.86434338,37.98644125,36.5
23.86434374,37.98644219,36.38
23.86434409,37.98644313,36.38
23.86434445,37.98644407,36.38
23.8643448,37.98644502,38
23.8643452,37.98644609,37.25
23.86434556,37.98644704,37.63
23.86434591,37.98644798,37.25
23.86434626,37.98644892,36.75
23.86434667,37.98645,37.5
23.86434718,37.98645071,37.5
23.86434786,37.98645167,37
23.86434845,37.9864525,37.13
23.86434905,37.98645333,36.38
23.86434964,37.98645417,36.88
23.86435024,37.986455,37
23.86435092,37.98645595,38.13
23.86435151,37.98645679,37.13
23.86435211,37.98645762,37.75
23.8643527,37.98645845,37.88
23.8643533,37.98645929,37.88
23.86435398,37.98646024,37.75
23.86435458,37.98646107,38.13
23.8643768,37.98650694,60.13
23.86437923,37.98651178,62.5
23.8643797,37.98651273,62.13
23.86438017,37.98651367,62.75
23.86438064,37.98651461,63
23.86438111,37.98651556,63.63
23.86438165,37.98651663,62.75
23.86438212,37.98651758,62.38
23.86438259,37.98651852,63.13
23.86438306,37.98651946,63.5
23.8644005,37.986556,62.88
23.86440233,37.98655967,64.38
23.86440292,37.98656083,64.13
23.8644035,37.986562,64.25
23.86440408,37.98656317,63.75
23.86440467,37.98656433,64.13
23.86440533,37.98656567,64.25
23.86440592,37.98656683,63.13
23.86440658,37.98656817,63.75
23.8644154,37.98657914,63.25
23.86441587,37.98658008,62.75
23.86441635,37.98658103,61.25
23.86441682,37.98658197,61.63
23.86441736,37.98658305,61.75
23.86441783,37.98658399,61.5
23.8644183,37.98658493,61.25
23.86441877,37.98658588,61.38
23.86441924,37.98658682,61.13
23.86441971,37.98658776,61.25
23.86442025,37.98658884,60.63
23.86442072,37.98658978,60.63
23.86442119,37.98659072,60.63
23.86445006,37.98664475,63.38
23.86445078,37.98664576,64.88
23.8644515,37.98664677,65
23.86445232,37.98664792,64.38
23.86445305,37.98664893,63.88
23.86445377,37.98664994,63.75
23.86445449,37.98665095,63.63
23.86445517,37.98665187,64.63
23.86445585,37.98665269,65.38
23.86445644,37.9866534,65.38
23.86445704,37.98665412,64.88
23.86445764,37.98665483,63.88
23.86445823,37.98665554,64.63
23.86445891,37.98665636,64.5
23.86445951,37.98665707,64.75
23.8644601,37.98665779,64.63
23.8644607,37.9866585,64.75
23.86446129,37.98665922,64.38
23.86446189,37.98665993,63.63
23.86446257,37.98666075,64.13
23.86446333,37.98666167,64.38
23.86447195,37.98667267,65
23.86447282,37.9866757,64.75
23.86447311,37.98667671,65.13
23.8644734,37.98667772,64.75
23.86447373,37.98667887,64.88
23.86447401,37.98667988,64.88
23.8644743,37.98668088,63.75
23.86447459,37.98668189,65.25
23.86447492,37.98668305,63.25
23.86447526,37.98668385,61.75
23.86447562,37.98668457,61.25
23.86447598,37.98668529,61.88
23.86447634,37.98668601,62.13
23.8644767,37.98668674,63.25
23.86447711,37.98668756,63.88
23.86447748,37.98668828,64
23.86447783,37.986689,63.88
23.8644782,37.98668973,63.25
23.86447856,37.98669045,63.13
23.86447897,37.98669127,62.75
23.86447933,37.98669199,62.75
23.86447969,37.98669271,63.13
23.86448673,37.98670513,62.13
23.86448717,37.986706,61.5
23.86448854,37.98670875,60.13
23.86448898,37.98670963,59.5
23.86448942,37.9867105,60.38
23.86448992,37.9867115,60.25
23.86449036,37.98671238,60
23.86449079,37.98671325,60.5
23.86449123,37.98671412,59.5
23.864507,37.98674133,57.63
23.86450744,37.98674235,57.88
23.86450788,37.98674338,57.75
23.86450838,37.98674454,57.88
23.86450881,37.98674556,57.25
23.86450925,37.98674658,57.75
23.86450969,37.9867476,57.13
23.86452209,37.98677146,58
23.86452256,37.98677217,58.88
23.8645231,37.98677298,58.63
23.86452357,37.98677369,57.5
23.86452404,37.98677439,58.75
23.86452451,37.9867751,59.5
23.86452498,37.98677581,60.75
23.86452545,37.98677652,60.75
23.86452599,37.98677732,60.63
23.86452647,37.98677803,62.63
23.86456077,37.98678423,73.38
23.86456509,37.98677991,71
23.86456633,37.98677867,70.63
23.86456741,37.98677759,70
23.86456993,37.9867682,55.75
23.86456969,37.98676772,56.13
23.86456946,37.98676724,55.38
23.86456922,37.98676677,55.25
23.86456898,37.98676629,55.75
23.86456871,37.98676575,54.25
23.86456847,37.98676527,54.25
23.86456823,37.9867648,53.88
23.86456799,37.98676432,53.63
23.86456775,37.98676384,54
23.86456748,37.9867633,54.13
23.86456725,37.98676282,51.88
23.86456701,37.98676235,52.25
23.86456677,37.98676187,51.88
23.86455656,37.98674146,56.13
23.86455632,37.98674097,56.25
23.86455608,37.98674049,54.63
23.86455583,37.98674,54.63
23.86455559,37.98673951,56.5
23.86455531,37.98673896,57.75
23.86455507,37.98673847,57.75
23.86455483,37.98673799,58
23.86455458,37.9867375,58.25
23.86455434,37.98673701,58.25
23.86455406,37.98673646,58.25
23.86455382,37.98673597,57.88
23.86455358,37.98673549,58.88
23.86455333,37.986735,58.5
23.86453136,37.98669429,59.63
23.86453101,37.98669347,59.38
23.86453066,37.98669264,60
23.8645303,37.98669182,59.88
23.8645299,37.98669088,61
23.86452955,37.98669005,61.75
23.86452919,37.98668923,61
23.86452884,37.9866884,60.75
23.86452849,37.98668758,60.5
23.86452808,37.98668663,60.25
23.86452773,37.98668581,61.13
23.86452737,37.98668498,61.25
23.86452702,37.98668416,61
23.86450908,37.98665021,62.25
23.8645085,37.98664875,63.13
23.86450792,37.98664729,62.63
23.86450733,37.98664583,61.88
23.86450667,37.98664417,60.63
23.86450608,37.98664271,61.25
23.8645055,37.98664125,61
23.86449493,37.98662155,60.13
23.86449251,37.98661731,62
23.86449197,37.98661636,61.75
23.8644915,37.98661554,60.75
23.86449103,37.98661471,61.88
23.86449056,37.98661389,61
23.86449009,37.98661306,61
23.86448961,37.98661224,61.5
23.86448907,37.9866113,62.38
23.8644886,37.98661047,61.63
23.86446542,37.98656585,61.13
23.86446479,37.98656458,61.25
23.86446415,37.9865633,61.25
23.86446352,37.98656203,61
23.86445802,37.98654979,64.25
23.86445766,37.98654955,64.75
23.86445729,37.98654931,65
23.86445687,37.98654903,65.25
23.86445651,37.98654878,64.75
23.86445615,37.98654854,64.75
23.86445578,37.9865483,65
23.86445542,37.98654806,64.63
23.864455,37.98654778,62.63
23.86445464,37.98654753,62.63
23.86445427,37.98654729,61.88
23.86445391,37.98654705,65
23.86445354,37.98654681,66
23.864435,37.98651533,64.63
23.86443427,37.98651431,64.13
23.86443344,37.98651315,64
23.86443271,37.98651212,64.25
23.86443198,37.9865111,62.13
23.86443125,37.98651008,64
23.86443052,37.98650906,64
23.86441449,37.98648074,54.25
23.86441222,37.98647667,53.25
23.8644115,37.98647537,52.25
23.86441078,37.98647407,51.5
23.86440996,37.98647259,50.25
23.86440924,37.9864713,50.63
23.86440852,37.98647,49.13
23.8644078,37.9864687,49.38
23.86440708,37.98646741,48.88
23.86440636,37.98646621,47.75
23.86440556,37.986465,46.5
23.86440485,37.98646394,46
23.86440414,37.98646288,45.63
23.86440344,37.98646182,45.25
23.86440273,37.98646076,45.13
23.86440192,37.98645955,44.25
23.86440121,37.98645848,43.38
23.8644005,37.98645742,43.75
23.8643998,37.98645636,42.88
23.86439909,37.9864553,43.88
23.86439828,37.98645409,44
23.86439758,37.98645303,43.88
23.86439687,37.98645197,42.88
23.86438,37.98642,35
23.86437953,37.98641906,35.13
23.86437906,37.98641811,34.88
23.86437859,37.98641717,31.63
23.86437812,37.98641623,34.75
23.86437764,37.98641529,31.88
23.8643771,37.98641421,31.63
23.86437663,37.98641327,28.88
23.86437616,37.98641232,33.63
23.86437569,37.98641138,33.13
23.86437522,37.98641044,33.38
23.86437468,37.98640936,34.63
23.86437421,37.98640842,35.25
23.86437374,37.98640747,34.88
23.864359,37.986377,38.38
23.86435842,37.98637598,37.88
23.86435783,37.98637496,37.38
23.86435725,37.98637394,37.25
23.86435667,37.98637292,37.75
23.864356,37.98637175,36.25
23.86435542,37.98637073,37.13
23.8643412,37.98634574,45.13
23.86434072,37.98634478,46.13
23.86434017,37.98634368,46.75
23.86433969,37.98634271,46.38
23.86433921,37.98634175,48.13
23.86433873,37.98634079,48.75
23.86433825,37.98633983,48.88
23.86433777,37.98633887,48.63
23.86433722,37.98633777,48.63
23.86432157,37.98629939,43.25
23.86432145,37.98629869,42.63
23.86432133,37.98629798,41.75
23.86432121,37.98629727,41.25
23.86432108,37.98629646,40.5
23.86432096,37.98629576,39.5
23.86432084,37.98629505,39.38
23.86432072,37.98629434,39.38
23.86432061,37.98629364,39.38
23.86432047,37.98629283,38.13
23.86432035,37.98629212,39.38
23.86432024,37.98629141,38.25
23.86432012,37.98629071,38.25
23.86439383,37.98633253,33.5
23.86439564,37.9863357,33.88
23.86439621,37.98633671,34.5
23.86439679,37.98633772,35
23.86439737,37.98633872,33.88
23.86439803,37.98633988,34.75
23.8643986,37.98634088,31.5
23.86439918,37.98634189,35.13
23.86439975,37.9863429,35.13
23.86440014,37.98634388,35.13
23.86440041,37.98634497,34.75
23.86440065,37.98634592,34.88
23.86440088,37.98634687,35.5
23.86440112,37.98634782,35.5
23.86440136,37.98634878,36
23.86440163,37.98634986,35.75
23.86440187,37.98635082,36.13
23.86440211,37.98635177,36.38
23.86440235,37.98635272,36.5
23.86440259,37.98635367,36
23.86440286,37.98635476,36.63
23.8644031,37.98635571,37.25
23.86441833,37.98637667,42.25
23.86441892,37.98637737,42.25
23.8644196,37.98637818,41.38
23.86442019,37.98637889,43
23.86442077,37.9863796,43.75
23.86442136,37.9863803,44.5
23.86442195,37.98638101,45.13
23.86442263,37.98638182,44.25
23.86442321,37.98638253,46.5
23.86442381,37.98638323,46.13
23.86442439,37.98638394,49.38
23.86442498,37.98638465,49.88
23.86442566,37.98638545,50.88
23.86442625,37.98638616,51.75
23.86444373,37.98641648,61.88
23.86444417,37.9864175,61.63
23.8644446,37.98641852,62.75
23.86444504,37.98641954,63.25
23.86444548,37.98642056,64.38
23.86444592,37.98642158,65.63
23.86444642,37.98642275,64.5
23.86445883,37.98644921,65.38
23.86446067,37.98645242,65.5
23.86446125,37.98645344,65.25
23.86446183,37.98645446,65.88
23.86446242,37.98645548,65.13
23.864463,37.9864565,65.75
23.86446367,37.98645767,66.25
23.86446425,37.98645869,66.25
23.86446492,37.98645985,66.88
23.86447675,37.98648513,65.38
23.86447733,37.986486,63.88
23.86447917,37.98648875,64.88
23.86447975,37.98648962,64.63
23.86448033,37.9864905,64
23.86448092,37.98649138,64.25
23.86448158,37.98649237,65
23.86448217,37.98649325,64.38
23.86448275,37.98649413,62.63
23.86448333,37.986495,63
23.86449358,37.98652044,65.88
23.864496,37.98652467,68.25
23.86449658,37.98652569,67.88
23.86449725,37.98652685,67.75
23.86449783,37.98652788,67.63
23.86449842,37.9865289,67
23.864499,37.98652992,66.88
23.86449958,37.98653094,67.25
23.86452687,37.98657861,61.63
23.86452728,37.98657915,62.75
23.86452764,37.98657963,63.38
23.86452799,37.9865801,62.13
23.86452835,37.98658058,61.63
23.86452871,37.98658105,62.25
23.86452912,37.9865816,62.88
23.86452947,37.98658207,63.25
23.86452983,37.98658255,62
23.86453019,37.98658303,62.88
23.86453055,37.9865835,61.38
23.86453095,37.98658405,60.63
23.86453131,37.98658452,60.75
23.86453167,37.986585,60.88
23.86453506,37.98659175,60.38
23.8645355,37.98659233,61.13
23.86453687,37.98659417,60.38
23.86453731,37.98659475,61
23.86453775,37.98659533,61
23.86453819,37.98659592,61.5
23.86453869,37.98659658,61.63
23.86453913,37.98659717,62
23.86453956,37.98659775,61.25
23.86454,37.98659833,62.38
23.86454012,37.9865988,62.13
23.86454024,37.98659928,61.63
23.86454037,37.98659981,61.88
23.86454049,37.98660029,62.25
23.86454061,37.98660076,62.25
23.86454072,37.98660123,60.5
23.86454084,37.9866017,60.5
23.86454096,37.98660217,60.38
23.8645411,37.98660271,60.38
23.86454121,37.98660318,59.75
23.86454133,37.98660365,59.5
23.86454145,37.98660412,58.5
23.86454157,37.9866046,59.25
23.86458687,37.98668874,59
23.86458727,37.98668955,59.88
23.86458763,37.98669025,59.13
23.86458798,37.98669096,58.25
23.86458833,37.98669167,59.5
23.86458869,37.98669237,59.5
23.86458909,37.98669318,59.63
23.86458945,37.98669389,59.13
23.8645898,37.9866946,58.75
23.86459015,37.9866953,59.38
23.8645905,37.98669601,59
23.86459086,37.98669672,58.88
23.86459126,37.98669753,58.25
23.86459162,37.98669823,57.13
23.8646,37.98671,56.75
23.86460177,37.98671354,55
23.86460217,37.98671434,54.63
23.86460252,37.98671505,54.13
23.86460288,37.98671576,54.25
23.86460323,37.98671646,54.63
23.86460359,37.98671717,53.88
23.86460399,37.98671798,54.63
23.86460434,37.98671869,54.38
23.8646047,37.98671939,54.75
23.86461692,37.98675375,57.13
23.86461873,37.98675677,57.88
23.86461917,37.9867575,57.5
23.86461961,37.98675823,57.5
23.86462004,37.98675896,56.63
23.86462048,37.98675969,58.25
23.86462092,37.98676042,59.25
23.86462142,37.98676125,58.88
23.86467217,37.98678293,67.75
23.86467276,37.98678246,66.88
23.86467335,37.98678199,67
23.86467394,37.98678152,65.88
23.86467461,37.98678098,66
23.8646752,37.98678051,65.5
23.86467579,37.98678003,66.38
23.86467638,37.98677956,65.13
23.86467697,37.98677909,65.38
23.86467764,37.98677855,66.13
23.86467823,37.98677808,65.25
23.86467882,37.98677761,65.5
23.86467941,37.98677714,64.63
23.86468154,37.98676971,63
23.8646811,37.98676869,62.63
23.86467979,37.98676562,61.88
23.86467929,37.98676446,61.38
23.86467885,37.98676344,61.5
23.86467842,37.98676242,61.38
23.86467798,37.9867614,62
23.86467754,37.98676038,63
23.86467704,37.98675921,63.63
23.86467662,37.98675823,63.13
23.86467626,37.98675753,63.63
23.86467591,37.98675682,62.63
23.86467556,37.98675611,64
23.86467515,37.9867553,63.75
23.8646748,37.9867546,64.38
23.86467444,37.98675389,63.13
23.86467409,37.98675318,63.75
23.86467374,37.98675247,63.38
23.86467333,37.98675167,63.13
23.86467298,37.98675096,62.5
23.86467263,37.98675025,63
23.86467227,37.98674955,64
23.86467192,37.98674884,63.88
23.86466533,37.98673433,57.75
23.864665,37.98673333,58.13
23.86466471,37.98673246,57.88
23.86466442,37.98673158,57.5
23.86466413,37.98673071,57
23.86466383,37.98672983,56.5
23.8646635,37.98672883,56.63
23.86464962,37.98670925,53.25
23.86464831,37.98670662,52
23.86464787,37.98670575,52.88
23.86464738,37.98670475,52.63
23.86464694,37.98670388,52.5
23.8646465,37.986703,52.75
23.86464606,37.98670213,52.25
23.86464556,37.98670113,52
23.86464512,37.98670025,50.88
23.86463,37.98667833,58.25
23.86462764,37.9866748,59
23.86462717,37.98667409,59
23.8646267,37.98667338,60
23.86462623,37.98667268,59.63
23.86462569,37.98667187,60.13
23.86462522,37.98667116,59
23.86462475,37.98667045,59.75
23.86462428,37.98666975,59.38
23.86462374,37.98666894,60.13
23.86460981,37.98662962,57.13
23.864608,37.986626,55.25
23.86460756,37.98662513,55.13
23.86460712,37.98662425,53.63
23.86460663,37.98662325,54.75
23.86460619,37.98662238,54.38
23.86460575,37.9866215,54.63
23.86460531,37.98662063,54.38
23.86459641,37.98660798,57.5
23.86459582,37.98660715,56.25
23.86459523,37.98660633,56.5
23.86459456,37.98660539,55.75
23.86459397,37.98660456,57
23.86459338,37.98660374,56.13
23.8645928,37.98660291,57.75
23.86459221,37.98660209,58.75
23.86459153,37.98660114,59
23.86459094,37.98660032,58.88
23.86459035,37.98659949,58.75
23.86458977,37.98659867,59.38
23.86458917,37.98659785,60.5
23.8645885,37.9865969,60.5
23.86457299,37.98657116,63.13
23.86457252,37.98657044,63.75
23.86457204,37.98656973,63.63
23.8645715,37.98656891,64.5
23.86457102,37.9865682,65.25
23.86457054,37.98656748,63.88
23.86457007,37.98656677,63.75
23.86456959,37.98656605,61.88
23.86456911,37.98656534,65.13
23.86456857,37.98656452,64.88
23.86456809,37.98656381,64.13
23.86456762,37.9865631,64.25
23.86456714,37.98656238,62.63
23.86452292,37.98647427,65.75
23.86452108,37.98647106,64.63
23.8645205,37.98647004,64.63
23.86451992,37.98646902,65.88
23.86451933,37.986468,65.63
23.86451875,37.98646698,65.13
23.86451817,37.98646596,65.25
23.8645175,37.98646479,64.38
23.86451692,37.98646377,64.88
23.86450438,37.98643657,59
23.8645039,37.98643586,60.25
23.86450337,37.98643505,59.75
23.8645029,37.98643434,59
23.86450243,37.98643364,58.25
23.86450195,37.98643293,57.88
23.86450148,37.98643222,59
23.86450101,37.98643152,58.63
23.86450047,37.98643071,58.63
23.8645,37.98643,60.25
23.86448009,37.98638685,55.25
23.86447945,37.98638556,56
23.8644788,37.98638426,54.88
23.86446993,37.98636976,52.88
23.8644697,37.98636894,52.38
23.86446943,37.986368,51.63
23.86446919,37.98636717,49.88
23.86446896,37.98636635,51.25
23.86446872,37.98636552,51
23.86446849,37.9863647,49.75
23.86446821,37.98636375,48.88
23.86446798,37.98636293,46.88
23.86446774,37.9863621,48
23.86446751,37.98636128,49.13
23.86446727,37.98636045,48.75
23.86446704,37.98635963,49.38
23.86446677,37.98635869,47
23.86446667,37.98635833,46.13
23.86446658,37.98635812,44.5
23.86446594,37.98635664,45.38
23.86446394,37.98635197,43.13
23.8644633,37.98635048,44.13
23.86446267,37.986349,42.88
23.86446203,37.98634752,42.5
23.86445465,37.98633111,37.75
23.86445404,37.98633012,37.25
23.86445342,37.98632914,34.63
23.86445272,37.98632802,34.75
23.86445211,37.98632704,34.75
23.86445149,37.98632605,33.63
23.86445088,37.98632507,33.38
23.86445026,37.98632409,33
23.86444956,37.98632296,34
23.86444895,37.98632198,34
23.86444833,37.986321,33.13
23.86444772,37.98632002,30.75
23.86444711,37.98631904,31.13
23.86444667,37.98631833,30.88
23.86444667,37.98631833,31.88
23.86444667,37.98631833,30.38
23.86444667,37.98631833,30
23.86444667,37.98631833,29.88
23.86444667,37.98631833,30.38
23.86444567,37.98631633,30.38
23.86444217,37.98630933,32.25
23.86444167,37.98630786,32.13
23.86444167,37.9863069,31.88
23.86444167,37.98630607,33.25
23.86444167,37.98630524,32.25
23.86444167,37.9863044,32.38
23.86444167,37.98630357,31.5
23.86444167,37.98630262,32.25
23.86444167,37.98630179,31.38
23.86444167,37.98630095,30.75
23.86444167,37.98630012,31.63
23.86444167,37.98629929,31.88
23.86444167,37.98629845,30.63
23.86444167,37.9862975,32.38
23.86444167,37.98629667,33.25
23.86444682,37.98628329,37.88
23.86444785,37.986283,38.38
23.8644511,37.98628207,38.75
23.86445213,37.98628177,38.38
23.86445317,37.98628148,38.13
23.8644542,37.98628118,39.38
23.86445538,37.98628084,39.75
23.86445641,37.98628055,39.13
23.86445745,37.98628025,39.25
23.86449551,37.98632243,61
23.86449728,37.98632508,59.88
23.86449787,37.98632597,58
23.86449855,37.98632698,59.25
23.86449913,37.98632787,59.25
23.86449973,37.98632876,59
23.86450032,37.98632964,59.38
23.86450091,37.98633053,58.75
23.86450167,37.98633167,60.13
23.86451853,37.98635412,60.88
23.86451924,37.98635495,60.25
23.86451995,37.98635577,60.75
23.86452066,37.9863566,60.38
23.86452136,37.98635742,61.25
23.86452217,37.98635837,61.13
23.86452288,37.98635919,61.63
23.86452359,37.98636002,61.13
23.86452429,37.98636084,61.5
23.864525,37.98636167,61.38
23.86454056,37.98639796,62.25
23.86454324,37.98640423,63.63
23.86454389,37.98640574,63.5
23.86454454,37.98640725,63.75
23.86455708,37.9864324,64.63
