Mark 21-0	2006	
 * LORIS Grid Values - Longitude	 Latitude numbers are [DD.dddd] degrees in WGS84 coordinates * 	
Longitude	 Latitude	 Value 
10.499.453	55.168.021	35.512.705
10.499.610	55.168.021	30.472.882
10.499.766	55.168.021	29.753.837
10.499.923	55.168.021	29.460.779
10.500.080	55.168.021	30.397.564
10.500.237	55.168.021	30.833.956
10.500.394	55.168.021	36.146.487
10.500.551	55.168.021	34.015.822
10.500.708	55.168.021	32.584.882
10.500.865	55.168.021	30.894.081
10.501.022	55.168.021	29.246.491
10.501.179	55.168.021	31.202.593
10.501.336	55.168.021	30.983.349
10.501.493	55.168.021	31.257.346
10.501.650	55.168.021	30.521.526
10.501.807	55.168.021	29.931.626
10.501.964	55.168.021	28.962.320
10.502.120	55.168.021	32.426.198
10.502.277	55.168.021	33.178.011
10.502.434	55.168.021	33.482.207
10.502.591	55.168.021	32.522.693
10.502.748	55.168.021	30.481.334
10.502.905	55.168.021	26.211.391
10.503.062	55.168.021	22.032.344
10.503.219	55.168.021	30.410.888
10.503.376	55.168.021	31.004.636
10.503.533	55.168.021	30.410.048
10.503.690	55.168.021	29.616.782
10.503.847	55.168.021	27.759.753
10.504.004	55.168.021	25.211.813
10.504.161	55.168.021	26.477.720
10.504.317	55.168.021	27.049.782
10.504.474	55.168.021	26.961.193
10.504.631	55.168.021	25.528.694
10.504.788	55.168.021	27.887.266
10.504.945	55.168.021	29.063.112
10.498.040	55.168.111	24.410.866
10.498.197	55.168.111	23.658.257
10.498.354	55.168.111	23.947.301
10.498.511	55.168.111	26.818.135
10.498.668	55.168.111	26.943.150
10.498.825	55.168.111	28.152.943
10.498.982	55.168.111	30.275.974
10.499.139	55.168.111	32.157.413
10.499.296	55.168.111	34.924.682
10.499.453	55.168.111	31.841.946
10.499.610	55.168.111	30.528.487
10.499.766	55.168.111	30.535.243
10.499.923	55.168.111	29.491.252
10.500.080	55.168.111	27.733.744
10.500.237	55.168.111	31.449.880
10.500.394	55.168.111	33.081.993
10.500.551	55.168.111	34.209.086
10.500.708	55.168.111	35.046.204
10.500.865	55.168.111	36.944.317
10.501.022	55.168.111	29.788.570
10.501.179	55.168.111	28.758.356
10.501.336	55.168.111	30.548.013
10.501.493	55.168.111	29.800.057
10.501.650	55.168.111	22.967.686
10.501.807	55.168.111	29.218.196
10.501.964	55.168.111	28.895.963
10.502.120	55.168.111	30.546.049
10.502.277	55.168.111	31.591.124
10.502.434	55.168.111	33.047.628
10.502.591	55.168.111	28.150.621
10.502.748	55.168.111	31.225.953
10.502.905	55.168.111	31.217.315
10.503.062	55.168.111	30.726.951
10.503.219	55.168.111	31.113.158
10.503.376	55.168.111	31.212.856
10.503.533	55.168.111	31.368.082
10.503.690	55.168.111	31.454.595
10.503.847	55.168.111	29.087.078
10.504.004	55.168.111	26.878.019
10.504.161	55.168.111	25.529.105
10.504.317	55.168.111	22.200.467
10.504.474	55.168.111	26.265.763
10.504.631	55.168.111	27.412.879
10.504.788	55.168.111	28.271.252
10.504.945	55.168.111	30.216.344
10.497.883	55.168.200	24.803.597
10.498.040	55.168.200	25.028.180
10.498.197	55.168.200	24.601.642
10.498.354	55.168.200	25.937.877
10.498.511	55.168.200	29.130.629
10.498.668	55.168.200	34.702.775
10.498.825	55.168.200	30.818.896
10.498.982	55.168.200	30.874.464
10.499.139	55.168.200	31.011.712
10.499.296	55.168.200	31.384.931
10.499.453	55.168.200	31.983.338
10.499.610	55.168.200	29.983.960
10.499.766	55.168.200	33.722.986
10.499.923	55.168.200	30.612.362
10.500.080	55.168.200	29.589.070
10.500.237	55.168.200	32.093.723
10.500.394	55.168.200	35.397.457
10.500.551	55.168.200	38.673.963
10.500.708	55.168.200	35.205.339
10.500.865	55.168.200	33.210.173
10.501.022	55.168.200	30.265.800
10.501.179	55.168.200	27.432.877
10.501.336	55.168.200	30.613.177
10.501.493	55.168.200	32.206.618
10.501.650	55.168.200	31.094.530
10.501.807	55.168.200	29.937.282
10.501.964	55.168.200	28.119.642
10.502.120	55.168.200	27.707.213
10.502.277	55.168.200	27.100.306
10.502.434	55.168.200	30.250.659
10.502.591	55.168.200	31.105.273
10.502.748	55.168.200	31.454.392
10.502.905	55.168.200	32.302.839
10.503.062	55.168.200	33.964.579
10.503.219	55.168.200	32.686.692
10.503.376	55.168.200	31.976.766
10.503.533	55.168.200	31.809.437
10.503.690	55.168.200	31.740.509
10.503.847	55.168.200	30.264.318
10.504.004	55.168.200	34.391.227
10.504.161	55.168.200	30.304.253
10.504.317	55.168.200	28.296.786
10.504.474	55.168.200	27.510.369
10.504.631	55.168.200	27.278.739
10.504.788	55.168.200	27.679.262
10.504.945	55.168.200	28.228.832
10.505.102	55.168.200	23.547.269
10.497.883	55.168.290	24.828.495
10.498.040	55.168.290	25.610.654
10.498.197	55.168.290	22.351.855
10.498.354	55.168.290	24.547.467
10.498.511	55.168.290	29.002.780
10.498.668	55.168.290	28.481.875
10.498.825	55.168.290	29.930.488
10.498.982	55.168.290	33.209.030
10.499.139	55.168.290	36.914.004
10.499.296	55.168.290	33.355.118
10.499.453	55.168.290	32.187.798
10.499.610	55.168.290	31.223.308
10.499.766	55.168.290	30.763.519
10.499.923	55.168.290	30.393.891
10.500.080	55.168.290	28.205.651
10.500.237	55.168.290	32.690.504
10.500.394	55.168.290	33.256.285
10.500.551	55.168.290	34.414.019
10.500.708	55.168.290	35.734.282
10.500.865	55.168.290	38.323.037
10.501.022	55.168.290	31.849.912
10.501.179	55.168.290	31.641.072
10.501.336	55.168.290	31.545.512
10.501.493	55.168.290	31.916.621
10.501.650	55.168.290	32.164.239
10.501.807	55.168.290	30.916.030
10.501.964	55.168.290	30.559.240
10.502.120	55.168.290	30.100.919
10.502.277	55.168.290	29.034.337
10.502.434	55.168.290	29.821.030
10.502.591	55.168.290	31.225.720
10.502.748	55.168.290	31.547.578
10.502.905	55.168.290	32.517.166
10.503.062	55.168.290	32.361.229
10.503.219	55.168.290	32.177.601
10.503.376	55.168.290	32.759.635
10.503.533	55.168.290	35.885.209
10.503.690	55.168.290	32.636.714
10.503.847	55.168.290	31.393.487
10.504.004	55.168.290	31.116.083
10.504.161	55.168.290	31.069.774
10.504.317	55.168.290	29.973.717
10.504.474	55.168.290	29.200.279
10.504.631	55.168.290	28.301.637
10.504.788	55.168.290	28.032.399
10.504.945	55.168.290	27.925.292
10.505.102	55.168.290	21.952.561
10.497.726	55.168.380	23.397.200
10.497.883	55.168.380	24.571.149
10.498.040	55.168.380	23.919.658
10.498.197	55.168.380	24.486.050
10.498.354	55.168.380	26.041.376
10.498.511	55.168.380	28.057.892
10.498.668	55.168.380	26.394.278
10.498.825	55.168.380	22.053.905
10.498.982	55.168.380	35.480.668
10.499.139	55.168.380	33.733.768
10.499.296	55.168.380	32.519.374
10.499.453	55.168.380	33.815.940
10.499.610	55.168.380	37.458.118
10.499.766	55.168.380	29.433.252
10.499.923	55.168.380	29.820.216
10.500.080	55.168.380	31.093.520
10.500.237	55.168.380	31.927.775
10.500.394	55.168.380	32.815.839
10.500.551	55.168.380	34.355.654
10.500.708	55.168.380	40.398.466
10.500.865	55.168.380	35.651.782
10.501.022	55.168.380	33.307.080
10.501.179	55.168.380	32.991.440
10.501.336	55.168.380	31.105.239
10.501.493	55.168.380	31.388.865
10.501.650	55.168.380	32.803.194
10.501.807	55.168.380	32.325.599
10.501.964	55.168.380	31.491.537
10.502.120	55.168.380	30.484.042
10.502.277	55.168.380	27.708.372
10.502.434	55.168.380	31.507.747
10.502.591	55.168.380	31.291.606
10.502.748	55.168.380	31.999.134
10.502.905	55.168.380	34.478.905
10.503.062	55.168.380	38.003.520
10.503.219	55.168.380	32.639.419
10.503.376	55.168.380	32.573.473
10.503.533	55.168.380	32.022.182
10.503.690	55.168.380	31.624.355
10.503.847	55.168.380	31.844.996
10.504.004	55.168.380	32.952.672
10.504.161	55.168.380	32.076.273
10.504.317	55.168.380	30.698.636
10.504.474	55.168.380	29.363.182
10.504.631	55.168.380	28.668.584
10.504.788	55.168.380	28.741.763
10.504.945	55.168.380	27.463.531
10.505.102	55.168.380	26.427.563
10.505.259	55.168.380	26.463.239
10.497.569	55.168.470	21.457.930
10.497.726	55.168.470	19.692.565
10.497.883	55.168.470	22.383.524
10.498.040	55.168.470	23.688.691
10.498.197	55.168.470	24.690.111
10.498.354	55.168.470	26.434.134
10.498.511	55.168.470	26.864.061
10.498.668	55.168.470	28.849.275
10.498.825	55.168.470	31.004.043
10.498.982	55.168.470	35.004.469
10.499.139	55.168.470	33.205.976
10.499.296	55.168.470	33.621.339
10.499.453	55.168.470	32.717.017
10.499.610	55.168.470	30.783.017
10.499.766	55.168.470	29.153.947
10.499.923	55.168.470	30.901.809
10.500.080	55.168.470	35.893.906
10.500.237	55.168.470	33.453.732
10.500.394	55.168.470	32.864.144
10.500.551	55.168.470	33.305.303
10.500.708	55.168.470	33.876.543
10.500.865	55.168.470	34.339.860
10.501.022	55.168.470	34.982.757
10.501.179	55.168.470	38.004.131
10.501.336	55.168.470	34.067.942
10.501.493	55.168.470	33.104.330
10.501.650	55.168.470	34.575.578
10.501.807	55.168.470	37.902.650
10.501.964	55.168.470	34.133.370
10.502.120	55.168.470	32.336.985
10.502.277	55.168.470	31.177.374
10.502.434	55.168.470	31.281.512
10.502.591	55.168.470	31.611.040
10.502.748	55.168.470	31.767.554
10.502.905	55.168.470	33.856.052
10.503.062	55.168.470	33.504.419
10.503.219	55.168.470	33.138.787
10.503.376	55.168.470	33.694.690
10.503.533	55.168.470	33.924.332
10.503.690	55.168.470	31.555.285
10.503.847	55.168.470	30.810.843
10.504.004	55.168.470	30.982.368
10.504.161	55.168.470	31.148.989
10.504.317	55.168.470	31.250.598
